Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
mellegue,مـــــلاق,0.0,1,0.02,25.342,4.47527,123.618,0.36,112.089,14.8922,14.871,161.379,13.5996,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-06-18 00:00:00
sarrat,سراط,0.0,36,0.018239,9.04109,0.180773,13.7641,0.266773,5.1118,1.867,2.99257,16.7022,3.41519,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-06-18 00:00:00
benmetir,بني مطيــر,0.0,2,0.0432,44.163,0.0,28.0278,0.7776,15.1749,0.282436,28.4242,43.0842,38.4857,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-06-18 00:00:00
kasseb,كســاب,0.0201493,3,0.06858,26.1517,0.274257,29.946,1.22472,18.6829,0.430066,24.1273,43.265,21.1036,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-06-18 00:00:00
barbara,بربرة,0.0203574,4,0.0,60.3793,0.293315,57.5185,0.00936,47.3891,0.293949,69.3815,83.4241,56.5646,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-06-18 00:00:00
sidisalem,سيدي ســــالم,0.109008,5,0.74054,219.242,0.790912,120.884,11.8443,96.5258,9.72415,123.49,390.421,182.956,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-06-18 00:00:00
bouheurtma,بو هرتمـــــه,0.00809485,6,0.192687,54.0773,0.684845,51.2966,3.41031,43.5426,1.18503,49.8422,81.0978,64.0792,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-06-18 00:00:00
joumine,جوميــــــن,0.0134816,7,0.118382,22.3512,0.407817,36.028,2.13959,25.125,0.735881,29.9127,75.7631,27.4462,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-06-18 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0122,1.84513,0.0145054,2.41591,0.1263,0.326534,0.103143,2.89218,9.49425,1.37711,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-06-18 00:00:00
melah,المالح,0.0,33,0.06961,9.936,0.0344947,9.87924,0.38128,0.38128,0.37,10.9998,25.572,2.1814,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-06-18 00:00:00
tine,الطين,0.00589302,34,0.0,2.8591,0.0835732,3.05767,0.0,0.0,0.16,2.70041,17.336,3.3154,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-06-18 00:00:00
sejnane,سجنــــــان,0.0,9,0.603677,57.8543,1.26572,69.8225,12.1615,177.226,1.37957,49.7104,118.756,43.9199,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-06-18 00:00:00
zarga,الزرقـة,0.0,10,0.0,21.952,0.0714413,21.1764,0.044,3.79338,0.09,18.6549,22.054,15.49,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-06-18 00:00:00
kebir,الكبيــر,0.0,31,0.0,46.2848,0.149073,30.1891,0.0,11.5034,0.124519,20.1943,39.5699,28.52,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-06-18 00:00:00
moula,المولى,0.00446482,32,0.0,20.228,0.0472594,20.8259,0.0,8.08648,0.118173,11.5416,31.8114,16.4,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-06-18 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.503,174.86,0.742501,209.007,12.7386,141.799,1.97054,131.862,295.247,120.586,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-06-18 00:00:00
ziatine,الزياتيـن,0.0174712,12,0.020803,14.7326,0.337854,15.102,0.645275,8.27291,0.1,10.7071,29.16,12.093,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-06-18 00:00:00
gamgoum,القمقـوم,0.0,13,0.0,9.10654,0.0401995,4.59669,0.0,3.995,0.0,3.31864,7.96404,11.6973,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-06-18 00:00:00
harka,الحركـة,0.0,35,0.0,13.0183,0.0888077,7.24243,0.0,0.0,0.34,5.44787,24.364,8.65186,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-06-18 00:00:00
siliana,سليانـــــــة,0.0,14,0.0,11.182,0.150526,9.38364,0.0,0.2375,0.902666,6.08749,34.8052,6.81019,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-06-18 00:00:00
lakhmess,لخمـــــــاس,0.00444312,15,5e-05,2.21386,0.0682006,1.52963,0.000835,0.017867,0.481743,0.761405,12.2115,1.29575,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-06-18 00:00:00
rmil,الرميـــــــل,0.0004646,16,0.0,0.7678,0.0221859,0.870621,0.0,0.0,0.0634854,0.492037,9.98985,0.4924,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-06-18 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0068,9.52544,0.00248593,8.32353,0.1224,0.66272,0.338467,6.97176,25.8489,9.78361,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-06-18 00:00:00
rmel,الرمــــــل,0.0,18,0.0105,18.3496,0.0,27.4841,0.189,2.34021,0.16196,6.30358,15.8279,1.29636,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-06-18 00:00:00
nebhana,نبهانــــــة,0.0101837,19,0.017045,5.31958,0.0797036,6.2469,0.453195,1.27526,0.741472,1.7664,22.029,2.34222,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-06-18 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0064,25.2339,0.148615,10.4978,0.0064,0.143923,2.50689,4.22008,43.4821,24.6192,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-06-18 00:00:00
elhaouareb,هـــــــوارب,0.000314797,21,0.0,0.00576132,0.0116945,8.96274,0.0,0.028406,0.496056,0.209116,14.5312,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-06-18 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.00829,0.0,1.14743,0.0,0.0,0.025429,1.23023,1.42052,2.20709,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-06-18 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.111814,0.621172,1.80856,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-06-18 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,0.216,0.0276077,2.24805,0.0,0.02,0.0835049,0.549263,2.07752,0.09,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-06-18 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.638,0.0070024,3.33337,0.0,0.042,0.130037,0.226875,5.04002,0.12824,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-06-18 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.67932,0.00588561,1.21013,0.0,0.050184,0.18711,0.000549519,6.67759,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-06-18 00:00:00
masri,مصــــــري,0.00529529,27,0.0,2.76005,0.224289,4.20098,0.3,6.2617,0.158997,1.39699,4.66608,4.46897,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-06-18 00:00:00
lebna,لبنــــــــة,0.0109349,28,0.0,4.48788,0.0331233,6.2844,0.0,0.0,0.182602,0.597427,17.973,0.48053,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-06-18 00:00:00
hma,الحمـــــى,0.0,29,0.011,3.09921,0.0048187,4.11252,0.078,0.11304,0.0578286,0.763968,4.44287,0.107052,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-06-18 00:00:00
abid,العبيـــــــد,0.0,30,0.00576,3.94567,0.0190331,4.17015,0.00576,0.04398,0.0124065,0.30755,5.2352,0.673805,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-06-18 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,25.4278,4.47527,123.618,0.34,112.069,14.8922,14.871,160.883,13.6546,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-06-17 00:00:00
sarrat,سراط,0.0210389,36,0.025217,9.09149,0.180773,13.7641,0.248534,5.09356,1.867,2.94449,16.64,3.37218,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-06-17 00:00:00
benmetir,بني مطيــر,0.0,2,0.0432,44.2407,0.0,28.0278,0.7344,15.1317,0.282436,28.4242,43.0747,38.5846,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-06-17 00:00:00
kasseb,كســاب,0.040969,3,0.06858,26.216,0.254108,29.9259,1.15614,18.6143,0.430066,24.1273,43.2506,21.1774,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-06-17 00:00:00
barbara,بربرة,0.0,4,0.0,60.3793,0.272957,57.4981,0.00936,47.3891,0.293949,69.3815,83.4143,56.6426,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-06-17 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.84134,220.048,0.681904,120.775,11.1038,95.7853,9.72415,123.49,390.097,184.187,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-06-17 00:00:00
bouheurtma,بو هرتمـــــه,7.51791e-06,6,0.183743,54.2909,0.67675,51.2885,3.21763,43.3499,1.18503,49.8267,81.0583,64.196,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-06-17 00:00:00
joumine,جوميــــــن,0.0,7,0.123426,22.4717,0.394335,36.0146,2.02121,25.0066,0.735881,29.9115,75.7386,27.6614,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-06-17 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0119,1.86931,0.0145054,2.41591,0.1141,0.314334,0.103143,2.89218,9.49081,1.38985,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-06-17 00:00:00
melah,المالح,0.0,33,0.0693,10.02,0.0344947,9.87924,0.31167,0.31167,0.37,10.9998,25.5597,2.2474,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-06-17 00:00:00
tine,الطين,0.0,34,0.0,2.8591,0.0776802,3.05178,0.0,0.0,0.16,2.70041,17.3307,3.3271,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-06-17 00:00:00
sejnane,سجنــــــان,0.0930492,9,0.610177,58.0874,1.26572,69.8225,11.5578,176.622,1.37957,49.7104,118.71,44.0401,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-06-17 00:00:00
zarga,الزرقـة,0.0,10,0.0,22.006,0.0714413,21.1764,0.044,3.79338,0.09,18.6549,22.051,15.62,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-06-17 00:00:00
kebir,الكبيــر,0.0151965,31,0.0,46.3106,0.149073,30.1891,0.0,11.5034,0.124519,20.1943,39.5657,28.54,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-06-17 00:00:00
moula,المولى,0.0,32,0.0,20.228,0.0427945,20.8215,0.0,8.08648,0.118173,11.5416,31.8075,16.56,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-06-17 00:00:00
selbarrak,سيدي البــــراق,0.00822193,11,0.532,175.521,0.742501,209.007,12.2356,141.296,1.97054,131.666,295.181,120.586,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-06-17 00:00:00
ziatine,الزياتيـن,0.0126531,12,0.027899,14.7459,0.320383,15.0845,0.624472,8.2521,0.1,10.6978,29.1567,12.1339,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-06-17 00:00:00
gamgoum,القمقـوم,0.00459963,13,0.0,9.11514,0.0401995,4.59669,0.0,3.995,0.0,3.3142,7.96404,11.728,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-06-17 00:00:00
harka,الحركـة,0.00936038,35,0.0,13.0413,0.0888077,7.24243,0.0,0.0,0.34,5.44787,24.3527,8.6636,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-06-17 00:00:00
siliana,سليانـــــــة,0.0,14,0.0,11.2162,0.150526,9.38364,0.0,0.2375,0.902666,6.08749,34.7751,6.84084,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-06-17 00:00:00
lakhmess,لخمـــــــاس,0.0,15,5.4e-05,2.21386,0.0637575,1.52519,0.000785,0.017817,0.481743,0.758206,12.1954,1.29575,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-06-17 00:00:00
rmil,الرميـــــــل,0.000537312,16,0.0,0.7712,0.0217213,0.870156,0.0,0.0,0.0634854,0.492037,9.98773,0.4963,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-06-17 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0068,9.58998,0.00248593,8.32353,0.1156,0.65592,0.338467,6.94424,25.8377,9.78361,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-06-17 00:00:00
rmel,الرمــــــل,0.0,18,0.0105,18.4092,0.0,27.4841,0.1785,2.32971,0.16196,6.30358,15.8225,1.3264,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-06-17 00:00:00
nebhana,نبهانــــــة,0.0106484,19,0.0175,5.3349,0.0695199,6.23671,0.43615,1.25822,0.741472,1.76174,22.0042,2.36027,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-06-17 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,25.3705,0.148615,10.4978,0.0,0.137523,2.50689,4.1805,43.3986,24.6192,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-06-17 00:00:00
elhaouareb,هـــــــوارب,0.000309416,21,0.0,0.00576132,0.0113797,8.96243,0.0,0.028406,0.496056,0.208777,14.5147,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-06-17 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.01226,0.0,1.14743,0.0,0.0,0.025429,1.23023,1.41967,2.21504,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-06-17 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.111814,0.618585,1.80483,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-06-17 00:00:00
elbrek,البــــــــرك,0.0019866,24,0.0,0.274,0.0276077,2.24805,0.0,0.02,0.0835049,0.547984,2.07474,0.09,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-06-17 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.645,0.0070024,3.33337,0.0,0.042,0.130037,0.226875,5.03569,0.12958,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-06-17 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.684732,0.00588561,1.21013,0.0,0.050184,0.18711,0.000546274,6.67135,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-06-17 00:00:00
masri,مصــــــري,0.00123936,27,0.0,2.74806,0.218994,4.19568,0.3,6.2617,0.158997,1.39439,4.66078,4.46897,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-06-17 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,4.48788,0.0221885,6.27347,0.0,0.0,0.182602,0.594346,17.9669,0.48053,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-06-17 00:00:00
hma,الحمـــــى,0.0,29,0.0,3.11497,0.0048187,4.11252,0.067,0.10204,0.0578286,0.763968,4.44094,0.111717,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-06-17 00:00:00
abid,العبيـــــــد,0.00402116,30,0.0,3.9609,0.0190331,4.17015,0.0,0.03822,0.0124065,0.30755,5.23479,0.676475,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-06-17 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,25.5136,4.47527,123.618,0.32,112.049,14.8922,14.8644,160.386,13.682,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-06-16 00:00:00
sarrat,سراط,0.0095701,36,0.013726,9.1083,0.159734,13.743,0.223317,5.06834,1.867,2.7895,16.5777,3.22164,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-06-16 00:00:00
benmetir,بني مطيــر,0.0,2,0.0432,44.3185,0.0,28.0278,0.6912,15.0885,0.282436,28.4242,43.0653,38.6834,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-06-16 00:00:00
kasseb,كســاب,0.0208489,3,0.06858,26.2589,0.213139,29.8849,1.08756,18.5457,0.430066,24.1273,43.2363,21.2328,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-06-16 00:00:00
barbara,بربرة,0.0263662,4,0.0,60.4207,0.272957,57.4981,0.00936,47.3891,0.293949,69.3679,83.4045,56.6816,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-06-16 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.84134,221.123,0.681904,120.775,10.2624,94.944,9.72415,123.49,389.773,185.419,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-06-16 00:00:00
bouheurtma,بو هرتمـــــه,0.0685481,6,0.200045,54.5045,0.676742,51.2884,3.03388,43.1662,1.18503,49.8267,81.0188,64.3128,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-06-16 00:00:00
joumine,جوميــــــن,0.0898325,7,0.121681,22.6938,0.394335,36.0146,1.89779,24.8832,0.735881,29.8743,75.7141,27.8298,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-06-16 00:00:00
ghezala,غزالـــــــة,0.0,8,0.011,1.88866,0.0145054,2.41591,0.1022,0.302434,0.103143,2.89037,9.48737,1.38985,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-06-16 00:00:00
melah,المالح,0.0,33,0.06301,10.104,0.0344947,9.87924,0.24237,0.24237,0.37,10.9998,25.5473,2.3134,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-06-16 00:00:00
tine,الطين,0.0073872,34,0.0,2.8708,0.0776802,3.05178,0.0,0.0,0.16,2.69495,17.3253,3.3271,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-06-16 00:00:00
sejnane,سجنــــــان,0.0540892,9,0.719177,58.1807,1.17267,69.7295,10.9477,176.012,1.37957,49.7104,118.664,44.1603,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-06-16 00:00:00
zarga,الزرقـة,0.00927991,10,0.0,22.042,0.0714413,21.1764,0.044,3.79338,0.09,18.6454,22.048,15.737,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-06-16 00:00:00
kebir,الكبيــر,0.0,31,0.0,46.3106,0.133876,30.1739,0.0,11.5034,0.124519,20.1846,39.5616,28.54,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-06-16 00:00:00
moula,المولى,0.00857606,32,0.0,20.24,0.0427945,20.8215,0.0,8.08648,0.118173,11.5262,31.8035,16.6667,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-06-16 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.6836,176.181,0.734279,208.999,11.7036,140.764,1.97054,131.63,295.116,120.586,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-06-16 00:00:00
ziatine,الزياتيـن,0.0196481,12,0.034159,14.7726,0.30773,15.0718,0.596573,8.2242,0.1,10.6734,29.1533,12.1611,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-06-16 00:00:00
gamgoum,القمقـوم,0.0,13,0.0,9.11514,0.0355999,4.59209,0.0,3.995,0.0,3.3142,7.96404,11.7688,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-06-16 00:00:00
harka,الحركـة,0.0,35,0.0,13.0413,0.0794473,7.23307,0.0,0.0,0.34,5.44221,24.3413,8.6636,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-06-16 00:00:00
siliana,سليانـــــــة,0.0,14,0.0,11.2504,0.150526,9.38364,0.0,0.2375,0.902666,6.08749,34.745,6.87149,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-06-16 00:00:00
lakhmess,لخمـــــــاس,0.00448678,15,4.9e-05,2.21936,0.0637575,1.52519,0.000731,0.017763,0.481743,0.758206,12.1794,1.29996,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-06-16 00:00:00
rmil,الرميـــــــل,0.0005759,16,0.0,0.7746,0.021184,0.869619,0.0,0.0,0.0634854,0.489234,9.98562,0.4963,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-06-16 00:00:00
birmcherga,بئر المشارقـــة,0.00159444,17,0.0068,9.65452,0.00248593,8.32353,0.1088,0.64912,0.338467,6.94424,25.8264,9.84815,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-06-16 00:00:00
rmel,الرمــــــل,0.0,18,0.0105,18.5286,0.0,27.4841,0.168,2.31921,0.16196,6.30358,15.8171,1.37146,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-06-16 00:00:00
nebhana,نبهانــــــة,0.00432737,19,0.02648,5.35021,0.0588715,6.22606,0.41865,1.24072,0.741472,1.74771,21.9795,2.36929,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-06-16 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,25.4388,0.148615,10.4978,0.0,0.137523,2.50689,4.1805,43.315,24.6875,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-06-16 00:00:00
elhaouareb,هـــــــوارب,0.000291478,21,0.0,0.00576132,0.0110703,8.96212,0.0,0.028406,0.496056,0.208446,14.4982,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-06-16 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.01624,0.0,1.14743,0.0,0.0,0.025429,1.23023,1.41883,2.22697,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-06-16 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.111814,0.615997,1.8011,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-06-16 00:00:00
elbrek,البــــــــرك,0.00204336,24,0.0,0.274,0.0256211,2.24606,0.0,0.02,0.0835049,0.546706,2.07195,0.09,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-06-16 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.652,0.0070024,3.33337,0.0,0.042,0.130037,0.226875,5.03135,0.13092,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-06-16 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.690144,0.00588561,1.21013,0.0,0.050184,0.18711,0.000542435,6.66511,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-06-16 00:00:00
masri,مصــــــري,0.0,27,0.0,2.73007,0.217754,4.19444,0.3,6.2617,0.158997,1.39214,4.65548,4.46897,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-06-16 00:00:00
lebna,لبنــــــــة,0.0124878,28,0.0,4.50878,0.0221885,6.27347,0.0,0.0,0.182602,0.594346,17.9608,0.487885,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-06-16 00:00:00
hma,الحمـــــى,7.94656e-05,29,0.011,3.12285,0.0048187,4.11252,0.067,0.10204,0.0578286,0.763968,4.43902,0.114827,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-06-16 00:00:00
abid,العبيـــــــد,0.0,30,0.0,3.9609,0.0150119,4.16613,0.0,0.03822,0.0124065,0.306376,5.23438,0.676475,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-06-16 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,25.5564,4.47527,123.618,0.3,112.029,14.8922,14.8644,159.89,13.737,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-06-15 00:00:00
sarrat,سراط,0.00636955,36,0.01177,9.1251,0.150164,13.7335,0.209591,5.05462,1.867,2.7895,16.5155,3.24314,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-06-15 00:00:00
benmetir,بني مطيــر,0.0,2,0.0432,44.3962,0.0,28.0278,0.648,15.0453,0.282436,28.4242,43.0559,38.7823,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-06-15 00:00:00
kasseb,كســاب,0.0200648,3,0.06858,26.3232,0.19229,29.8641,1.01898,18.4771,0.430066,24.1273,43.222,21.2882,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-06-15 00:00:00
barbara,بربرة,0.0,4,0.0,60.4207,0.246591,57.4718,0.00936,47.3891,0.293949,69.3679,83.3948,56.7596,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-06-15 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.84134,222.198,0.681904,120.775,9.4211,94.1026,9.72415,123.49,389.449,186.65,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-06-15 00:00:00
bouheurtma,بو هرتمـــــه,0.0656396,6,0.201787,54.6647,0.608194,51.2199,2.83384,42.9662,1.18503,49.8267,80.9793,64.488,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-06-15 00:00:00
joumine,جوميــــــن,0.0168348,7,0.120059,22.7433,0.304503,35.9247,1.77611,24.7615,0.735881,29.8743,75.6896,28.0542,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-06-15 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0,1.90317,0.0145054,2.41591,0.0912,0.291434,0.103143,2.89037,9.48394,1.39409,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-06-15 00:00:00
melah,المالح,0.0,33,0.0632,10.188,0.0344947,9.87924,0.17936,0.17936,0.37,10.9998,25.535,2.375,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-06-15 00:00:00
tine,الطين,0.0,34,0.0,2.8708,0.070293,3.04439,0.0,0.0,0.16,2.69495,17.32,3.3388,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-06-15 00:00:00
sejnane,سجنــــــان,0.0314233,9,0.737677,58.274,1.0992,69.656,10.2285,175.293,1.37957,49.7104,118.618,44.2804,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-06-15 00:00:00
zarga,الزرقـة,0.0,10,0.0,22.042,0.0621614,21.1671,0.044,3.79338,0.09,18.6454,22.045,15.854,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-06-15 00:00:00
kebir,الكبيــر,0.0201416,31,0.0,46.3364,0.133876,30.1739,0.0,11.5034,0.124519,20.1846,39.5574,28.56,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-06-15 00:00:00
