Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
kasseb,كســاب,0.112676,3,0.0648,27.5835,2.49367,29.3761,1.4904,16.9398,0.913573,24.0524,42.7712,22.198,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-05-23 00:00:00
barbara,بربرة,0.00528559,4,0.08064,60.8473,5.0999,57.095,5.17926,47.2267,1.69462,69.2993,82.8105,57.7738,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-05-23 00:00:00
sidisalem,سيدي ســــالم,0.244094,5,0.0432,229.456,33.1653,117.054,3.78522,80.6477,19.9305,123.239,379.443,210.37,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-05-23 00:00:00
bouheurtma,بو هرتمـــــه,0.0194022,6,0.072194,57.6154,5.51774,50.1326,1.80942,39.3606,2.78374,49.5573,79.6684,66.9627,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-05-23 00:00:00
joumine,جوميــــــن,0.0887383,7,0.100937,25.1122,1.58256,35.3022,2.32132,22.1318,1.85273,29.5963,74.8435,30.9959,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-05-23 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0,2.11508,0.0920169,2.39574,0.07797,0.134164,0.226176,2.88461,9.374,1.92736,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-05-23 00:00:00
melah,المالح,0.00101079,33,0.0,10.452,0.21375,9.79585,0.0,0.0,0.68,10.9917,25.1745,3.885,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-05-23 00:00:00
tine,الطين,0.0033762,34,0.0,2.9878,0.0919964,2.9536,0.0,0.0,0.52,2.60005,17.1058,3.5026,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-05-23 00:00:00
sejnane,سجنــــــان,0.0476097,9,0.774162,57.8543,2.44705,67.8908,17.0667,159.794,0.61677,49.7061,117.769,45.9673,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-05-23 00:00:00
zarga,الزرقـة,0.0048124,10,0.073,22.6,0.246852,21.0526,1.66162,3.38638,0.64,18.3614,21.8348,18.246,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-05-23 00:00:00
kebir,الكبيــر,0.0,31,0.0,46.2848,1.2977,29.9798,0.0,11.5034,3.33512,20.0884,38.6345,28.78,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-05-23 00:00:00
moula,المولى,0.00376623,32,0.0,20.348,0.46188,20.7312,0.0,8.08648,1.49326,11.4377,31.3552,18.5867,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-05-23 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.67285,195.292,3.49051,208.002,12.6334,123.615,3.70243,130.412,293.109,125.166,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-05-23 00:00:00
ziatine,الزياتيـن,0.0,12,0.040178,15.6636,0.219846,14.764,0.930227,7.2982,0.9,10.3085,28.8677,12.9379,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-05-23 00:00:00
gamgoum,القمقـوم,0.00330705,13,0.0,9.21833,0.0944751,4.53997,0.023,3.995,0.035559,3.20245,7.95486,12.5926,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-05-23 00:00:00
harka,الحركـة,0.00684597,35,0.0,13.2253,0.12353,7.11083,0.0,0.0,0.88,5.35305,23.9329,8.8163,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-05-23 00:00:00
siliana,سليانـــــــة,0.0102447,14,0.0,11.5942,0.549993,9.15172,0.0062,0.2375,2.01139,5.92852,33.7445,7.39257,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-05-23 00:00:00
lakhmess,لخمـــــــاس,0.0070325,15,4e-05,2.20835,0.115672,1.44142,0.000923,0.016697,1.00958,0.691826,11.6619,1.41789,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-05-23 00:00:00
rmil,الرميـــــــل,0.00138816,16,0.0,0.809,0.0769985,0.837714,0.0,0.0,0.174369,0.457524,9.90676,0.547,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-05-23 00:00:00
birmcherga,بئر المشارقـــة,0.0108731,17,0.0012,10.7195,0.357698,8.28424,0.0276,0.52352,1.17327,6.94424,25.3431,11.1594,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-05-23 00:00:00
rmel,الرمــــــل,0.0,18,0.0105,20.199,0.468179,27.3858,0.2455,2.06721,0.16702,6.30144,15.6876,2.43004,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-05-23 00:00:00
nebhana,نبهانــــــة,0.0102433,19,0.00579,6.09124,0.399141,6.14507,0.236714,0.767187,1.36161,1.66472,21.2327,2.50467,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-05-23 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,26.4897,4.14851,10.2588,0.071415,0.137523,4.36556,3.92882,40.8514,25.7802,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-05-23 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,1.53184,1.40429,8.95105,0.0,0.028406,0.818174,0.202005,14.0225,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-05-23 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.10769,0.224327,1.14632,0.0,0.0,0.220226,0.423403,1.34843,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-05-23 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.262516,0.561142,1.67372,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-05-23 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,0.725,0.838695,2.2108,0.0,0.02,0.0006324,0.198449,2.02725,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-05-23 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.7944,0.0573668,3.31927,0.0,0.042,0.266449,0.222689,4.89324,0.1563,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-05-23 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.837643,0.00906915,1.20128,0.0,0.050184,0.191438,0.000458734,6.51592,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-05-23 00:00:00
masri,مصــــــري,0.00243443,27,0.0,2.48624,0.199727,3.95928,0.57,5.8717,0.285983,1.33241,4.49688,3.87996,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-05-23 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,4.92678,0.532666,6.22079,0.0,0.0,0.13729,0.546209,17.828,0.56879,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-05-23 00:00:00
hma,الحمـــــى,0.0,29,0.0,3.43187,0.0205738,4.1077,0.0,0.03504,0.0291232,0.763064,4.40066,0.193009,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-05-23 00:00:00
abid,العبيـــــــد,0.0,30,0.00648,4.11317,0.122294,4.1474,0.01674,0.02994,0.0146496,0.303085,5.22398,0.751424,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-05-23 00:00:00
mellegue,مـــــلاق,0.177248,1,0.02,15.9064,36.5937,115.94,45.71,111.549,17.3775,14.7891,147.399,14.8847,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-05-22 00:00:00
sarrat,سراط,0.00627173,36,0.0,12.4812,3.62521,13.5028,0.119424,1.80145,2.095,2.57673,14.9738,3.54752,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-05-22 00:00:00
benmetir,بني مطيــر,0.0183577,2,0.0432,45.8735,3.21561,27.9911,0.9504,14.0085,1.27743,28.3628,42.5438,40.1209,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-05-22 00:00:00
kasseb,كســاب,0.199927,3,0.0648,27.5378,2.38099,29.2635,1.4256,16.875,0.913573,24.0524,42.7417,22.236,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-05-22 00:00:00
barbara,بربرة,0.0660907,4,0.0988,60.9337,5.09462,57.0897,5.09862,47.1461,1.69462,69.2993,82.7558,57.8128,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-05-22 00:00:00
sidisalem,سيدي ســــالم,0.302117,5,0.64094,224.349,32.9212,116.81,3.74202,80.6045,19.9305,123.174,378.8,211.153,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-05-22 00:00:00
bouheurtma,بو هرتمـــــه,0.16158,6,0.102575,57.6711,5.49833,50.1132,1.73723,39.2884,2.78374,49.5573,79.5786,67.0224,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-05-22 00:00:00
joumine,جوميــــــن,0.0793185,7,0.097803,25.1384,1.49382,35.2135,2.22039,22.0309,1.85273,29.5783,74.7837,30.9959,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-05-22 00:00:00
ghezala,غزالـــــــة,0.00127142,8,0.0,2.12022,0.0920169,2.39574,0.07797,0.134164,0.226176,2.88461,9.3667,1.96605,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-05-22 00:00:00
melah,المالح,0.0131946,33,0.0,10.452,0.212739,9.79484,0.0,0.0,0.68,10.9897,25.1526,3.9466,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-05-22 00:00:00
tine,الطين,0.00219453,34,0.0,2.9878,0.0886202,2.95023,0.0,0.0,0.52,2.59137,17.089,3.5026,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-05-22 00:00:00
sejnane,سجنــــــان,0.119946,9,0.770013,57.9942,2.39944,67.8431,16.2926,159.02,0.61677,49.7061,117.75,45.9262,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-05-22 00:00:00
zarga,الزرقـة,0.00545537,10,0.073,22.672,0.242039,21.0478,1.58862,3.31338,0.64,18.3435,21.8142,18.337,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-05-22 00:00:00
kebir,الكبيــر,0.0119911,31,0.0,46.2332,1.2977,29.9798,0.0,11.5034,3.33512,20.0829,38.5269,28.78,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-05-22 00:00:00
moula,المولى,0.0148695,32,0.0,20.348,0.458114,20.7274,0.0,8.08648,1.49326,11.4377,31.307,18.6507,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-05-22 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.682,195.989,3.49051,208.002,11.9605,122.942,3.70243,130.191,292.99,125.166,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-05-22 00:00:00
ziatine,الزياتيـن,0.0,12,0.040093,15.7124,0.219846,14.764,0.890049,7.25802,0.9,10.2905,28.8387,12.9651,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-05-22 00:00:00
gamgoum,القمقـوم,0.00264564,13,0.0,9.21833,0.091168,4.53666,0.023,3.995,0.035559,3.19893,7.95372,12.6254,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-05-22 00:00:00
harka,الحركـة,0.00583921,35,0.0,13.2253,0.116684,7.10398,0.0,0.0,0.88,5.34597,23.9045,8.8163,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-05-22 00:00:00
siliana,سليانـــــــة,0.0120835,14,0.0,11.5942,0.539748,9.14148,0.0062,0.2375,2.01139,5.92852,33.6796,7.42322,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-05-22 00:00:00
lakhmess,لخمـــــــاس,0.0019003,15,3.8e-05,2.20285,0.10864,1.43439,0.000883,0.016657,1.00958,0.689076,11.6293,1.41789,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-05-22 00:00:00
rmil,الرميـــــــل,0.00159638,16,0.0,0.809,0.0756103,0.836326,0.0,0.0,0.174369,0.457524,9.90114,0.5509,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-05-22 00:00:00
birmcherga,بئر المشارقـــة,0.0102215,17,0.0012,10.7195,0.346825,8.27336,0.0264,0.52232,1.17327,6.94424,25.3052,11.1942,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-05-22 00:00:00
rmel,الرمــــــل,0.0,18,0.0105,20.2587,0.468179,27.3858,0.235,2.05671,0.16702,6.30144,15.6822,2.44818,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-05-22 00:00:00
nebhana,نبهانــــــة,0.0,19,0.00819,6.09124,0.388897,6.13482,0.230924,0.761397,1.36161,1.66472,21.1888,2.51369,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-05-22 00:00:00
sidisaad,سيدي سعـــد,0.0176321,20,0.0,26.5609,4.14851,10.2588,0.071415,0.137523,4.36556,3.90309,40.7106,25.7802,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-05-22 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,1.56308,1.40429,8.95105,0.0,0.028406,0.818174,0.201811,13.9961,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-05-22 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.11166,0.224327,1.14632,0.0,0.0,0.220226,0.422704,1.34133,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-05-22 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.262516,0.559072,1.66525,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-05-22 00:00:00
elbrek,البــــــــرك,0.00120172,24,0.0,0.75,0.838695,2.2108,0.0,0.02,0.0006324,0.197472,2.02723,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-05-22 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.8018,0.0573668,3.31927,0.0,0.042,0.266449,0.221951,4.88464,0.1563,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-05-22 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.843809,0.00906915,1.20128,0.0,0.050184,0.191438,0.00045576,6.50974,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-05-22 00:00:00
masri,مصــــــري,0.00243854,27,0.08,2.48624,0.197293,3.95684,0.57,5.8717,0.285983,1.33241,4.48765,3.8317,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-05-22 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,4.94768,0.532666,6.22079,0.0,0.0,0.13729,0.542657,17.8236,0.56879,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-05-22 00:00:00
hma,الحمـــــى,0.00274779,29,0.0,3.44072,0.0205738,4.1077,0.0,0.03504,0.0291232,0.763064,4.39972,0.196709,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-05-22 00:00:00
abid,العبيـــــــد,0.00068272,30,0.00612,4.1284,0.122294,4.1474,0.01026,0.02346,0.0146496,0.30182,5.22351,0.751424,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-05-22 00:00:00
mellegue,مـــــلاق,0.239595,1,0.02,15.7561,36.4165,115.763,45.69,111.529,17.3775,14.6379,146.838,14.7645,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-05-21 00:00:00
sarrat,سراط,0.0317934,36,0.0,12.4812,3.61894,13.4965,0.119424,1.80145,2.095,2.57673,14.9062,3.5636,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-05-21 00:00:00
benmetir,بني مطيــر,0.0191577,2,0.0432,45.9004,3.19725,27.9728,0.9072,13.9653,1.27743,28.3565,42.5026,40.1522,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-05-21 00:00:00
kasseb,كســاب,0.111729,3,0.0648,27.4044,2.18107,29.0635,1.3608,16.8102,0.913573,24.0351,42.7122,22.255,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-05-21 00:00:00
barbara,بربرة,0.0540227,4,0.12916,60.9769,5.02853,57.0236,4.99982,47.0473,1.69462,69.2993,82.7011,57.8518,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-05-21 00:00:00
sidisalem,سيدي ســــالم,0.408416,5,0.0432,219.779,32.6191,116.508,3.10108,79.9636,19.9305,122.974,378.158,211.935,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-05-21 00:00:00
bouheurtma,بو هرتمـــــه,0.0876577,6,0.138793,57.6154,5.33675,49.9516,1.63465,39.1859,2.78374,49.5573,79.4888,67.0821,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-05-21 00:00:00
joumine,جوميــــــن,0.0860017,7,0.10215,25.1646,1.4145,35.1341,2.12258,21.9331,1.85273,29.5595,74.724,30.9959,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-05-21 00:00:00
ghezala,غزالـــــــة,0.00689176,8,0.00543,2.12022,0.0907454,2.39446,0.07797,0.134164,0.226176,2.88461,9.3594,2.00958,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-05-21 00:00:00
melah,المالح,0.0015606,33,0.0,10.44,0.199544,9.78164,0.0,0.0,0.68,10.9897,25.1306,4.0138,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-05-21 00:00:00
tine,الطين,0.00405144,34,0.0,2.9878,0.0864257,2.94803,0.0,0.0,0.52,2.59137,17.0723,3.5143,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-05-21 00:00:00
sejnane,سجنــــــان,0.0873235,9,0.771778,58.0408,2.27949,67.7232,15.5226,158.25,0.61677,49.7061,117.73,45.8027,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-05-21 00:00:00
zarga,الزرقـة,0.00584548,10,0.073,22.744,0.236584,21.0423,1.51562,3.24038,0.64,18.3231,21.7935,18.428,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-05-21 00:00:00
kebir,الكبيــر,0.01388,31,0.0,46.1558,1.28571,29.9678,0.0,11.5034,3.33512,20.0562,38.4193,28.76,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-05-21 00:00:00
moula,المولى,0.00376465,32,0.0,20.336,0.443244,20.7125,0.0,8.08648,1.49326,11.4247,31.2588,18.6933,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-05-21 00:00:00
selbarrak,سيدي البــــراق,0.199646,11,0.6785,196.687,3.49051,208.002,11.2785,122.26,3.70243,130.003,292.871,125.357,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-05-21 00:00:00
ziatine,الزياتيـن,0.0,12,0.0403,15.7612,0.219846,14.764,0.849956,7.21793,0.9,10.2813,28.8097,12.9924,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-05-21 00:00:00
gamgoum,القمقـوم,0.0,13,0.0,9.21833,0.0885224,4.53402,0.023,3.995,0.035559,3.19692,7.95257,12.6582,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-05-21 00:00:00
harka,الحركـة,0.00583921,35,0.0,13.2253,0.110845,7.09814,0.0,0.0,0.88,5.33712,23.8761,8.8163,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-05-21 00:00:00
siliana,سليانـــــــة,0.0126089,14,0.0,11.5942,0.527664,9.12939,0.0062,0.2375,2.01139,5.91291,33.6147,7.42322,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-05-21 00:00:00
lakhmess,لخمـــــــاس,0.0019033,15,4.1e-05,2.20285,0.106739,1.43249,0.000845,0.016619,1.00958,0.686378,11.5968,1.41789,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-05-21 00:00:00
rmil,الرميـــــــل,0.00159638,16,0.0,0.809,0.0740139,0.83473,0.0,0.0,0.174369,0.455236,9.89551,0.5509,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-05-21 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0012,10.7195,0.336604,8.26314,0.0252,0.52112,1.17327,6.94424,25.2674,11.229,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-05-21 00:00:00
rmel,الرمــــــل,0.0360975,18,0.0105,20.378,0.468179,27.3858,0.2245,2.04621,0.16702,6.30144,15.6768,2.46632,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-05-21 00:00:00
nebhana,نبهانــــــة,0.00585814,19,0.01707,6.10741,0.388897,6.13482,0.222734,0.753207,1.36161,1.66044,21.1448,2.51369,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-05-21 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,26.5609,4.13088,10.2411,0.071415,0.137523,4.36556,3.90309,40.5698,25.8485,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-05-21 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,1.68803,1.40429,8.95105,0.0,0.028406,0.818174,0.201613,13.9697,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-05-21 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.11564,0.224327,1.14632,0.0,0.0,0.220226,0.421917,1.33422,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-05-21 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0,0.407372,0.0,0.022,0.262516,0.557002,1.65678,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-05-21 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,0.75,0.837494,2.2096,0.0,0.02,0.0006324,0.196495,2.02721,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-05-21 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.8092,0.0573668,3.31927,0.0,0.042,0.266449,0.221951,4.87605,0.15816,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-05-21 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.849975,0.00906915,1.20128,0.0,0.050184,0.191438,0.000452895,6.50357,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-05-21 00:00:00
masri,مصــــــري,0.0126237,27,0.09,2.56619,0.194854,3.95441,0.49,5.7917,0.285983,1.32972,4.47843,3.79033,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-05-21 00:00:00
lebna,لبنــــــــة,0.00904224,28,0.0,4.96858,0.532666,6.22079,0.0,0.0,0.13729,0.542657,17.8192,0.576145,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-05-21 00:00:00
hma,الحمـــــى,0.0,29,0.0,3.44072,0.017826,4.10496,0.0,0.03504,0.0291232,0.763064,4.39878,0.200409,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-05-21 00:00:00
abid,العبيـــــــد,0.0,30,0.0,4.13601,0.121612,4.14672,0.00414,0.01734,0.0146496,0.30182,5.22303,0.75438,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-05-21 00:00:00
mellegue,مـــــلاق,0.388351,1,0.02,15.5458,36.1769,115.523,45.67,111.509,17.3775,13.9296,146.278,14.0669,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-05-20 00:00:00
sarrat,سراط,0.0,36,0.0,12.4585,3.58715,13.4647,0.119424,1.80145,2.095,2.57162,14.8386,3.57968,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-05-20 00:00:00
benmetir,بني مطيــر,0.0457988,2,0.0432,45.9272,3.17809,27.9536,0.864,13.9221,1.27743,28.3514,42.4614,40.1836,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-05-20 00:00:00
kasseb,كســاب,0.111055,3,0.0648,27.3602,2.06934,28.9518,1.296,16.7454,0.913573,23.9997,42.6827,22.255,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-05-20 00:00:00
barbara,بربرة,0.0313806,4,0.19214,61.0633,4.9745,56.9696,4.87066,46.9181,1.69462,69.2615,82.6465,57.8518,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-05-20 00:00:00
sidisalem,سيدي ســــالم,0.896072,5,0.641,215.588,32.2106,116.1,3.05788,79.9203,19.9305,122.879,377.515,212.718,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-05-20 00:00:00
bouheurtma,بو هرتمـــــه,0.082299,6,0.134261,57.6711,5.2491,49.8639,1.49586,39.0471,2.78374,49.5573,79.399,67.1418,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-05-20 00:00:00
joumine,جوميــــــن,0.083194,7,0.098598,25.1908,1.3285,35.0481,2.02043,21.8309,1.85273,29.5451,74.6642,31.0547,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-05-20 00:00:00
ghezala,غزالـــــــة,0.0122851,8,0.016,2.12022,0.0838537,2.38757,0.07254,0.128734,0.226176,2.88338,9.35211,2.04344,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-05-20 00:00:00
melah,المالح,0.0130098,33,0.0,10.44,0.197984,9.78008,0.0,0.0,0.68,10.9872,25.1087,4.0754,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-05-20 00:00:00
tine,الطين,0.00405144,34,0.0,2.9878,0.0823743,2.94398,0.0,0.0,0.52,2.58363,17.0555,3.5143,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-05-20 00:00:00
sejnane,سجنــــــان,0.0538401,9,0.760663,58.1341,2.19217,67.6359,14.7508,157.478,0.61677,49.7006,117.71,45.7225,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-05-20 00:00:00
zarga,الزرقـة,0.00483187,10,0.073,22.816,0.230739,21.0365,1.44262,3.16738,0.64,18.3081,21.7729,18.519,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-05-20 00:00:00
kebir,الكبيــر,0.0131134,31,0.0,46.0784,1.27183,29.954,0.0,11.5034,3.33512,20.0347,38.3118,28.74,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-05-20 00:00:00
moula,المولى,0.0152268,32,0.0,20.336,0.43948,20.7088,0.0,8.08648,1.49326,11.4223,31.2107,18.7467,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-05-20 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.484,197.152,3.29086,207.802,10.6,121.582,3.70243,130.003,292.751,125.547,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-05-20 00:00:00
