OBJECTID_1;OBJECTID;Code_Fiche;nb_annee;Code_Ligne;Pk;libelle;code_famil;code_sous_;Code_immob;Date_Aquis;Date_MS;Amrt_Cumul;Montant_br;Date_affec;Dt_Cession;emplacemen;nat_dos;dossier;Zone;direction;etat_resea;inventoria;PK_PN;Code_PN;Etat;X;Y;Code_Categ;Code_mere;Unite_d_af;Caracteris;Detail_emp
1;943;16834;1;13;119,45;PASSAGE A NIVEAU PK 119+450 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020713;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;119.45;P 2;Nouveau;9.03053649064;34.4631555911; ; ;0; ;0
2;1003;17420;1;15;16,125;PASSAGE A NIVEAU PK 16+125 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020771;1996-11-01T00:00:00.000;1996-11-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;16.125;P 17;Nouveau;8.34123501915;34.3843525627; ; ;0; ;0
3;991;18717;20;13;226,597;PN AU PK 226+597 , L 13;22251110;22251110;251800460;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;6;0;E;1;226.597;P 25;Nouveau;8.20761559453;33.982432138; ; ;0; ;0
4;944;16835;20;13;121,475;PASSAGE A NIVEAU PK 121+475 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020714;1984-06-01T00:00:00.000;1984-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;5;0;E;1;121.475;P 36;Nouveau;9.00879624256;34.4619081845; ; ;0; ;0
5;1063;16845;1;21;19,19;PASSAGE A NIVEAU PK 19+190 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251020725;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;19.19;P 45;Nouveau;8.97431002003;34.3211391069; ; ;0; ;0
6;1006;17846;1;15;27,72;PASSAGE A NIVEAU PK 27+720 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020774;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;27.72;P 57;Nouveau;8.25805612626;34.4427405871; ; ;0; ;0
7;1022;17940;1;15;111,95;PASSAGE A NIVEAU PK 111+950 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020790;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;111.95;P 73;Nouveau;8.63733399289;35.0134723419; ; ;0; ;0
8;977;17332;20;13;226,32;PASSAGE A NIVEAU PK 226+328 SECTION  C074 LIGNE 13 Voie Unique;22251110;22251110;251020759;1990-06-01T00:00:00.000;1990-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;6;0;E;1;226.32;P 83;Nouveau;8.2098062531;33.9841359308; ; ;0; ;0
9;941;16832;20;13;110,475;PASSAGE A NIVEAU PK 110+475 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020711;1984-06-01T00:00:00.000;1984-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;5;0;E;1;110.475;P 94;Nouveau;9.12206747345;34.4900995899; ; ;0; ;0
10;1009;17849;1;15;77,3;PASSAGE A NIVEAU PK 77+300 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020777;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;77.3;P 111;Nouveau;8.52028389844;34.7524342461; ; ;0; ;0
11;480;15381;1;6;301,85;PASSAGE A NIVEAU PK 301+850 SECTION  C057 LIGNE 6 Voie Unique;22251110;22251110;251020551;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;4;0;E;1;301.85;P 112;Nouveau;8.7480266298;35.2190040616; ; ;0; ;0
12;1075;17615;1;21;66,3;PASSAGE A NIVEAU PK 66+300 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251021032;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;66.3;P 121;Nouveau;9.41855593489;34.173686671; ; ;0; ;0
13;937;16828;20;13;98,577;PASSAGE A NIVEAU PK 98+577 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020707;1985-06-01T00:00:00.000;1985-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;5;0;E;1;98.577;P 132;Nouveau;9.23554515791;34.5368414827; ; ;0; ;0
14;989;18715;20;13;97,597;PN AU PK 97+597 , L 13;22251110;22251110;251800458;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;5;0;E;1;97.597;P 137;Nouveau;9.24615526774;34.5371757807; ; ;0; ;0
15;1077;17617;1;21;76,895;PASSAGE A NIVEAU PK 76+895 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251021034;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;76.895;P 146;Nouveau;9.53329066521;34.1686124647; ; ;0; ;0
16;953;16933;1;13;87,97;PASSAGE A NIVEAU PK 87+970 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020704;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;87.97;P 148;Nouveau;9.33421398826;34.5668861243; ; ;0; ;0
17;1034;17739;1;16;17,015;PASSAGE A NIVEAU PK 17+015 SECTION  C079 LIGNE 16 Voie Unique;22251110;22251110;251020160;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;17.015;P 155;Nouveau;8.15515277571;34.3902289147; ; ;0; ;0
18;1018;17858;1;15;102,05;PASSAGE A NIVEAU PK 102+050 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020786;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;102.05;P 165;Nouveau;8.56905406448;34.9489639766; ; ;0; ;0
19;1074;17614;1;21;62,83;PASSAGE A NIVEAU PK 62+830 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251021031;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;62.83;P 174;Nouveau;9.38097148584;34.1752649711; ; ;0; ;0
20;964;17319;1;13;157,67;PASSAGE A NIVEAU PK 157+673 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020746;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;157.67;P 177;Nouveau;8.67240128045;34.35932977; ; ;0; ;0
21;486;15387;1;6;309,8;PASSAGE A NIVEAU PK 309+800 SECTION  C057 LIGNE 6 Voie Unique;22251110;22251110;251020557;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;4;0;E;1;309.8;P 185;Nouveau;8.8029349718;35.1691103001; ; ;0; ;0
22;1012;17852;1;15;99,95;PASSAGE A NIVEAU PK 99+950 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020780;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;99.95;P 195;Nouveau;8.55039862812;34.9400105601; ; ;0; ;0
23;1015;17855;1;15;100,95;PASSAGE A NIVEAU PK 100+950 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020783;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;100.95;P 205;Nouveau;8.55854708096;34.9458612019; ; ;0; ;0
24;994;18975;20;13;226,597;PN PK 226+597 , L 13;22251110;22251110;251800650;2008-01-01T00:00:00.000;2008-01-01T00:00:00.000;3776.344;9440.839;;;C;11;527;6;0;E;1;226.597;P 213;Nouveau;8.20761559453;33.982432138; ; ;0; ;0
25;1088;34956;1;21;17,75;PASSAGE A NIVEAU PK 17+750 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251020724;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;17.75;P 223;Nouveau;8.96139851568;34.3274284797; ; ;0; ;0
26;952;16932;1;13;84,05;PASSAGE A NIVEAU PK 84+050 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020703;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;84.05;P 225;Nouveau;9.37542235128;34.5692052598; ; ;0; ;0
27;489;15390;1;6;311,2;PASSAGE A NIVEAU PK 311+200 SECTION  C057 LIGNE 6 Voie Unique;22251110;22251110;251020560;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;4;0;E;1;311.2;P 233;Nouveau;8.81601802747;35.1636782777; ; ;0; ;0
28;971;17326;1;13;203,4;PASSAGE A NIVEAU PK 203+400 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020753;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;203.4;P 255;Nouveau;8.29625304033;34.162804423; ; ;0; ;0
29;1070;17610;1;21;54,11;PASSAGE A NIVEAU PK 54+110 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251021027;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;54.11;P 263;Nouveau;9.28655882683;34.179475088; ; ;0; ;0
30;950;16930;1;13;78,3;PASSAGE A NIVEAU PK 78+300 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020701;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;78.3;P 265;Nouveau;9.43754610493;34.5739337859; ; ;0; ;0
31;1089;34957;1;21;41,38;PASSAGE A NIVEAU PK 41+380 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251020731;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;41.38;P 276;Nouveau;9.16441070931;34.2263222339; ; ;0; ;0
32;945;16836;20;13;123,156;PASSAGE A NIVEAU PK 123+156 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020715;1984-06-01T00:00:00.000;1984-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;5;0;E;1;123.156;P 279;Nouveau;8.99107765973;34.4582339804; ; ;0; ;0
33;1028;18718;20;15;1,35;PN AU PK 1+350 , L 15;22251110;22251110;251800461;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;6;0;E;1;1.35;P 298;Nouveau;8.4023428587;34.3184422832; ; ;0; ;0
34;973;17328;20;13;206,75;PASSAGE A NIVEAU PK 206+750 SECTION  C074 LIGNE 13 Voie Unique;22251110;22251110;251020755;1995-06-01T00:00:00.000;1995-06-01T00:00:00.000;6498.377;6498.377;;;C;11;282;6;0;E;1;206.75;P 308;Nouveau;8.28673431636;34.135287971; ; ;0; ;0
35;966;17321;1;13;171,38;PASSAGE A NIVEAU PK 171+380 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020748;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;171.38;P 322;Nouveau;8.53015389306;34.3254324423; ; ;0; ;0
36;1021;17861;1;15;106,6;PASSAGE A NIVEAU PK 106+600 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020789;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;106.6;P 341;Nouveau;8.59773841678;34.9779405281; ; ;0; ;0
37;1060;16842;1;21;15,543;PASSAGE A NIVEAU PK 15+543 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251020721;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;15.543;P 348;Nouveau;8.93826059819;34.332653443; ; ;0; ;0
38;1016;17856;1;15;101,5;PASSAGE A NIVEAU PK 101+500 SECTION  C078 LIGNE 15 Voie Unique;22251110;22251110;251020784;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;6;0;E;1;101.5;P 358;Nouveau;8.56386429648;34.9476231149; ; ;0; ;0
39;948;16928;1;13;70,5;PASSAGE A NIVEAU PK 70+500 SECTION  C073 LIGNE 13 Voie Unique;22251110;22251110;251020699;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;70.5;P 380;Nouveau;9.52204807133;34.5816209858; ; ;0; ;0
