gov_name_f,gov_id,Etablissement,Nature,Programme,Cadre_d_activite,Nbr_de_manifestations,Nbr_activite,Sub_ministere_Directe,Sub_ministere_indirecte,Sub_commissariat_Directe,Sub_commissariat_indirecte,Sub__structures_directe,Sub__structures_indirecte,sub_autres_parties_publiques,sub_autres_parties_prives,Nbr_d_abonnes,Capacite_operationnelle_directe,Capacite_operationnelle_indirecte
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الآداب والكتاب,المؤسسات الثقافية العمومية  ,2,80,80000,0,0,0,0,0,0,0,400,4,0
Tunis,11,المندوبية ,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الآداب والكتاب,المؤسسات الثقافية العمومية  ,3,80,80000,0,0,0,0,0,0,0,5000,0,0
Tunis,11,المندوبية,إدارة أو مؤسسة تحت إشراف الوزارة,تونس مدن الآداب والكتاب,المؤسسات الثقافية العمومية  ,1,60,50000,0,0,0,0,0,0,0,5000,5,45
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الحضارات,المؤسسات الثقافية العمومية  ,2,60,10000,0,0,0,0,0,0,0,800,4,0
Tunis,11,المندوبية,إدارة أو مؤسسة تحت إشراف الوزارة,تونس مدن الفنون,المؤسسات الثقافية العمومية  ,1,80,20000,0,30000,0,0,0,0,0,5000,5,1500
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الفنون,المؤسسات الثقافية العمومية  ,1,40,10000,0,0,0,0,0,0,0,3000,4,1200
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الفنون,المؤسسات الثقافية العمومية  ,2,40,9000,0,0,0,0,0,0,0,500,4,200
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الفنون,المؤسسات الثقافية العمومية  ,1,10,12000,0,0,0,0,0,0,0,500,0,40
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الحضارات,مبادرة جمعياتية,1,20,40000,0,0,0,0,0,0,0,10000,4,0
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الفنون,مبادرة جمعياتية,4,100,10000,0,0,0,0,0,0,0,8000,4,4000
Tunis,11,المركز الثقافي بالوردية,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,مبادرة جمعياتية,2,50,20000,0,0,0,0,0,0,0,800,0,100
Tunis,11,دار الثقافة العوينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,مبادرة جمعياتية,1,20,5000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة ابن رشيق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,مبادرة جمعياتية,1,30,15000,0,0,0,0,0,0,0,600,0,20
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,40,40000,0,0,0,0,0,0,0,300,0,50
Tunis,11,دار الثقافة سيدي حسين,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,60000,0,0,0,0,0,0,0,350,0,3
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,60000,0,0,0,0,0,0,0,300,0,3
Tunis,11,دار الثقافة ابن زيدون العمران,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,300,0,2
Tunis,11,السليمانية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,200,0,3
Tunis,11,دار الثقافة ابن رشيق,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,400,0,2
Tunis,11,السليمانية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,200,0,1
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,20,20000,0,0,0,0,0,0,0,200,0,3
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,20,20000,0,0,0,0,0,0,0,200,0,3
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,300,0,12
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,30,30000,0,0,0,0,0,0,0,300,0,5
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,80,80000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,60000,0,0,0,0,0,0,0,500,0,0
Tunis,11,دار الثقافة جبل الجلود,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,60000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,300,0,0
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة باردو,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,200,0,0
Tunis,11,السليمانية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,200,0,0
Tunis,11,المركز الثقافي بالوردية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,300,0,2
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,60000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,40,40000,0,0,0,0,0,0,0,100,0,3
Tunis,11,دار الثقافة حي الخضراء,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,30,30000,0,0,0,0,0,0,0,100,0,4
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,100,0,5
Tunis,11,العاشورية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,50,50000,0,0,0,0,0,0,0,200,0,3
Tunis,11,المكتبة الجهوية ,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,30,30000,0,0,0,0,0,0,0,50,0,2
Tunis,11,راضية الحداد,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,30,30000,0,0,0,0,0,0,0,50,0,5
Tunis,11,القرجاني,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,30,30000,0,0,0,0,0,0,0,100,0,0
Tunis,11,الوردبة,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,20,20000,0,0,0,0,0,0,0,50,0,1
Tunis,11,باب الاقواس,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,20,20000,0,0,0,0,0,0,0,100,0,10
Tunis,11,المرسى,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,20,20000,0,0,0,0,0,0,0,50,0,3
Tunis,11,سيدي بوسعيد,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,20,20000,0,0,0,0,0,0,0,50,0,2
Tunis,11,قصر السعيد,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,15,15000,0,0,0,0,0,0,0,50,0,2
Tunis,11,حي الزهور,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,10,10000,0,0,0,0,0,0,0,50,0,2
Tunis,11,باب سويقة,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,10,10000,0,0,0,0,0,0,0,50,0,3
Tunis,11,الكرم الشرقي,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,15,15000,0,0,0,0,0,0,0,50,0,3
Tunis,11,المتنقلة,مكتبات عمومية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,1,15,15000,0,0,0,0,0,0,0,100,0,4
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,3,60,4000,0,0,0,0,0,0,0,300,0,77
Tunis,11,المركز الثقافي بالوردية,دور ثقافة ومركبات ثقافية,تونس مدن الآداب والكتاب,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,250,0,46
Tunis,11,دار الثقافة جبل الجلود,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,50,7000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة باب العسل,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,30,0,0,10000,0,0,0,0,0,300,0,0
Tunis,11,العاشورية,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,40,3000,0,0,0,0,0,0,0,200,0,0
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,30,8000,0,0,0,0,0,0,0,500,0,0
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,1000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة الكرم العربي,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,20,3000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة البحر الازرق,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,15,4000,0,0,0,0,0,0,0,350,0,0
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,2000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,20,4000,0,0,0,0,0,0,0,350,0,0
Tunis,11,دار الثقافة باب سويقة,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,1000,0,0,0,0,0,0,0,250,0,0
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,20,2000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة ابن زيدون العمران,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,1000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة جبل الجلود,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,30,5000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة باردو,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,15,2000,0,0,0,0,0,0,0,300,0,0
Tunis,11,العاشورية,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,1000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة حي الزهور,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,40,8000,0,0,0,0,0,0,0,400,0,0
Tunis,11,دار الثقافة حلق الوادي,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,10,1000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,50,3000,0,0,0,0,0,0,0,300,0,0
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,20,2000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,80,6000,0,0,0,0,0,0,0,400,0,0
Tunis,11,دار الثقافة باب العسل,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,60,5000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة العوينة,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,50,3000,0,0,0,0,0,0,0,300,0,0
Tunis,11,المركز الثقافي بالوردية,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,20,1000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة حي الخضراء,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,50,4000,0,0,0,0,0,0,0,300,0,0
Tunis,11,السليمانية,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,40,5000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة باردو,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,20,2000,0,0,0,0,0,0,0,300,0,0
Tunis,11,دار الثقافة قرطاج الياسمينة,دور ثقافة ومركبات ثقافية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,2,70,5000,0,0,0,0,0,0,0,350,0,0
Tunis,11,المكتبة الجهوية ,مكتبات عمومية,تونس مدن الحضارات,نشاط مؤسساث ثقافية,1,20,1000,0,0,0,0,0,0,0,50,0,0
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,80,8000,0,0,0,0,0,0,0,500,0,150
Tunis,11,دار الثقافة العوينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,70,3000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,80,3000,0,0,0,0,0,0,0,300,0,90
Tunis,11,العاشورية,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,70,4000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,80,4000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة ابن زيدون العمران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,60,3000,0,0,0,0,0,0,0,350,0,105
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,90,3000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة باب سويقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,90,2000,0,0,0,0,0,0,0,300,0,90
Tunis,11,دار الثقافة الكرم الغربي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,70,3000,0,0,0,0,0,0,0,300,0,90
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,80,3000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,50,3000,0,0,0,0,0,0,0,350,0,105
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,2000,0,0,0,0,0,0,0,300,0,90
Tunis,11,المركز الثقافي بالوردية,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,60,3000,0,0,0,0,0,0,0,300,0,90
Tunis,11,دار الثقافة حي الزهور,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,90,4000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة باردو,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,70,1000,0,0,0,0,0,0,0,300,0,90
Tunis,11,دار الثقافة قرطاج الياسمينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,70,1000,0,0,0,0,0,0,0,200,0,60
Tunis,11,دار الثقافة حي الخضراء,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,300,0,90
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,60,3000,0,0,0,0,0,0,0,400,0,120
Tunis,11,دار الثقافة سيدي حسين,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,50,3000,0,0,0,0,0,0,0,350,0,105
Tunis,11,دار الثقافة البحر الازرق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,1000,0,0,0,0,0,0,0,300,0,90
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,300,0,10150
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,400,0,160
Tunis,11,دار الثقافة باب سويقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,1000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,80,2000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة العوينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,80,2000,0,0,0,0,0,0,0,400,0,50
Tunis,11,دار الثقافة جبل الجلود,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,4,100,0,0,30000,0,0,0,0,0,800,0,320
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,1000,0,0,0,0,0,0,0,200,0,60
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,2000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة الكرم الغربي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,90,1000,0,0,0,0,0,0,0,200,0,80
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,2000,0,0,0,0,0,0,0,400,0,160
Tunis,11,دار الثقافة البحر الازرق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,350,0,140
Tunis,11,دار الثقافة ابن رشيق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,40,10000,0,0,40000,0,0,0,0,1000,0,400
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,1000,0,0,0,0,0,0,0,200,0,80
Tunis,11,النادي الثقافي الطاهر الحداد,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,20000,0,0,0,0,0,0,0,600,0,240
Tunis,11,دار الثقافة ابن زيدون العمران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,4000,0,0,0,0,0,0,0,350,0,140
Tunis,11,دار الثقافة حلق الوادي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,40,7000,0,0,0,0,0,0,0,400,0,160
Tunis,11,دار الثقافة حي الخضراء,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,1000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة باب سويقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,1000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,3000,0,0,0,0,0,0,0,400,0,200
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,40,3000,0,0,0,0,0,0,0,400,0,200
Tunis,11,دار الثقافة سيدي حسين,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,1000,0,0,0,0,0,0,0,300,0,150
Tunis,11,السليمانية,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,30,2000,0,0,0,0,0,0,0,350,0,175
Tunis,11,دار الثقافة البحر الازرق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,40,2000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,10,2000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,3000,0,0,0,0,0,0,0,300,0,120
Tunis,11,دار الثقافة العوينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,20,3000,0,0,0,0,0,0,0,350,0,140
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,40,20000,0,0,0,0,0,0,0,600,0,240
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,2000,0,0,0,0,0,0,0,400,0,160
Tunis,11,دار الثقافة جبل الجلود,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,2000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة قرطاج الياسمينة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,30,3000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة الكرم الغربي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,10,2000,0,0,0,0,0,0,0,400,0,200
Tunis,11,دار الثقافة حي الحديقة,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,20,4000,0,0,0,0,0,0,0,350,0,175
Tunis,11,دار الثقافة ابن رشيق,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,80,10000,0,0,0,0,0,0,0,500,0,250
Tunis,11,دار الثقافة باب العسل,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,3,90,2000,0,0,0,0,0,0,0,200,0,100
Tunis,11,دار الثقافة ابن زيدون العمران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,5000,0,0,0,0,0,0,0,400,0,200
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,3000,0,0,0,0,0,0,0,350,0,175
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,2000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة ابن خلدون,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,1000,0,0,0,0,0,0,0,300,0,150
Tunis,11,دار الثقافة حي الخضراء,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,4000,0,0,0,0,0,0,0,400,0,200
Tunis,11,دار الثقافة حي الطيران,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,1000,0,0,0,0,0,0,0,200,0,200
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,20,1000,0,0,0,0,0,0,0,200,0,0
Tunis,11,دار الثقافة الكرم الغربي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,3000,0,0,0,0,0,0,0,400,0,1000
Tunis,11,المندوبية,ادارة او مؤسسة تحت اشراف الوزارة,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,40,10000,0,0,0,0,0,0,0,10000,0,120
Tunis,11,دار الثقافة الكرم الشرقي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,14000,0,0,0,0,0,0,0,700,0,120
Tunis,11,دار الثقافة قمرت,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,50,20000,0,0,0,0,0,0,0,1000,0,160
Tunis,11,دار الثقافة عين زغوان,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,80,1000,0,0,0,0,0,0,0,200,0,500
Tunis,11,دار الثقافة قرطاج محمد علي,دور ثقافة ومركبات ثقافية,تونس مدن الفنون,نشاط مؤسساث ثقافية,2,60,2000,0,0,0,0,0,0,0,300,0,600
