Code_BR,Categorie_Aderant,Code_Regime,Annees,Nombre
17,TNS,382,2022,5
18,TNS,382,2022,14
19,TNS,382,2022,1
20,TNS,382,2022,2
22,TNS,382,2022,14
23,TNS,382,2022,1
24,TNS,382,2022,2
25,TNS,382,2022,3
28,TNS,382,2022,20
29,TNS,382,2022,0
30,TNS,382,2022,3
31,TNS,382,2022,0
34,TNS,382,2022,0
36,TNS,382,2022,1
37,TNS,382,2022,0
38,TNS,382,2022,4
40,TNS,382,2022,1
43,TNS,382,2022,1
46,TNS,382,2022,6
47,TNS,382,2022,3
48,TNS,382,2022,0
49,TNS,382,2022,1
50,TNS,382,2022,2
51,TNS,382,2022,15
52,TNS,382,2022,42
53,TNS,382,2022,3
54,TNS,382,2022,3
55,TNS,382,2022,20
56,TNS,382,2022,9
58,TNS,382,2022,2
61,TNS,382,2022,0
62,TNS,382,2022,0
64,TNS,382,2022,1
67,TNS,382,2022,11
69,TNS,382,2022,2
70,TNS,382,2022,8
71,TNS,382,2022,66
72,TNS,382,2022,39
73,TNS,382,2022,0
74,TNS,382,2022,0
80,TNS,382,2022,0
81,TNS,382,2022,0
82,TNS,382,2022,5
83,TNS,382,2022,1
84,TNS,382,2022,5
85,TNS,382,2022,0
86,TNS,382,2022,10
10,TNS,383,2022,281
12,TNS,383,2022,"1,280"
13,TNS,383,2022,84
14,TNS,383,2022,191
16,TNS,383,2022,"1,691"
17,TNS,383,2022,859
18,TNS,383,2022,"2,891"
19,TNS,383,2022,"1,801"
20,TNS,383,2022,648
22,TNS,383,2022,"1,247"
23,TNS,383,2022,"1,120"
24,TNS,383,2022,"2,150"
25,TNS,383,2022,"4,703"
28,TNS,383,2022,"1,861"
29,TNS,383,2022,645
30,TNS,383,2022,17
31,TNS,383,2022,"2,979"
34,TNS,383,2022,"2,927"
36,TNS,383,2022,"6,627"
37,TNS,383,2022,"11,816"
38,TNS,383,2022,"5,572"
40,TNS,383,2022,"5,571"
43,TNS,383,2022,"14,736"
46,TNS,383,2022,"1,772"
47,TNS,383,2022,561
48,TNS,383,2022,"1,821"
49,TNS,383,2022,334
50,TNS,383,2022,718
51,TNS,383,2022,664
52,TNS,383,2022,"4,055"
53,TNS,383,2022,958
54,TNS,383,2022,1
55,TNS,383,2022,"4,660"
56,TNS,383,2022,"4,287"
58,TNS,383,2022,"5,671"
61,TNS,383,2022,97
62,TNS,383,2022,8
64,TNS,383,2022,"4,048"
67,TNS,383,2022,"4,638"
69,TNS,383,2022,"1,099"
70,TNS,383,2022,"6,084"
71,TNS,383,2022,"2,033"
72,TNS,383,2022,432
73,TNS,383,2022,"3,261"
74,TNS,383,2022,33
80,TNS,383,2022,31
81,TNS,383,2022,46
82,TNS,383,2022,595
83,TNS,383,2022,34
84,TNS,383,2022,94
85,TNS,383,2022,15
86,TNS,383,2022,59
10,TNS,384,2022,"1,029"
12,TNS,384,2022,"3,130"
13,TNS,384,2022,31
14,TNS,384,2022,411
16,TNS,384,2022,23
17,TNS,384,2022,515
18,TNS,384,2022,141
19,TNS,384,2022,179
20,TNS,384,2022,2
22,TNS,384,2022,903
23,TNS,384,2022,"1,188"
24,TNS,384,2022,339
25,TNS,384,2022,"1,384"
28,TNS,384,2022,47
29,TNS,384,2022,368
30,TNS,384,2022,10
31,TNS,384,2022,745
34,TNS,384,2022,344
36,TNS,384,2022,246
37,TNS,384,2022,344
38,TNS,384,2022,"2,844"
40,TNS,384,2022,145
43,TNS,384,2022,28
46,TNS,384,2022,"1,146"
47,TNS,384,2022,63
48,TNS,384,2022,118
49,TNS,384,2022,106
50,TNS,384,2022,481
51,TNS,384,2022,150
52,TNS,384,2022,"1,207"
53,TNS,384,2022,649
54,TNS,384,2022,3
55,TNS,384,2022,"1,479"
56,TNS,384,2022,794
58,TNS,384,2022,986
61,TNS,384,2022,976
62,TNS,384,2022,8
64,TNS,384,2022,369
67,TNS,384,2022,132
69,TNS,384,2022,18
70,TNS,384,2022,696
71,TNS,384,2022,"1,298"
72,TNS,384,2022,395
73,TNS,384,2022,90
74,TNS,384,2022,0
80,TNS,384,2022,15
81,TNS,384,2022,12
82,TNS,384,2022,963
83,TNS,384,2022,32
84,TNS,384,2022,90
85,TNS,384,2022,8
86,TNS,384,2022,37
10 ,Emp,151,2022,"4,400"
12 ,Emp,151,2022,669
13 ,Emp,151,2022,647
14 ,Emp,151,2022,"1,397"
16 ,Emp,151,2022,527
17 ,Emp,151,2022,134
18 ,Emp,151,2022,256
19 ,Emp,151,2022,47
20 ,Emp,151,2022,550
22 ,Emp,151,2022,434
23 ,Emp,151,2022,45
24 ,Emp,151,2022,61
25 ,Emp,151,2022,97
28 ,Emp,151,2022,79
29 ,Emp,151,2022,13
30 ,Emp,151,2022,0
31 ,Emp,151,2022,59
34 ,Emp,151,2022,25
36 ,Emp,151,2022,7
37 ,Emp,151,2022,126
38 ,Emp,151,2022,15
40 ,Emp,151,2022,43
43 ,Emp,151,2022,21
46 ,Emp,151,2022,"1,906"
47 ,Emp,151,2022,831
48 ,Emp,151,2022,210
49 ,Emp,151,2022,526
50 ,Emp,151,2022,240
51 ,Emp,151,2022,0
52 ,Emp,151,2022,197
53 ,Emp,151,2022,"2,078"
54 ,Emp,151,2022,0
55 ,Emp,151,2022,388
56 ,Emp,151,2022,908
58 ,Emp,151,2022,140
61 ,Emp,151,2022,45
62 ,Emp,151,2022,0
64 ,Emp,151,2022,36
67 ,Emp,151,2022,200
69 ,Emp,151,2022,0
70 ,Emp,151,2022,37
71 ,Emp,151,2022,395
72 ,Emp,151,2022,96
73 ,Emp,151,2022,12
74 ,Emp,151,2022,0
80 ,Emp,151,2022,"2,864"
81 ,Emp,151,2022,231
82 ,Emp,151,2022,788
83 ,Emp,151,2022,349
84 ,Emp,151,2022,"1,503"
85 ,Emp,151,2022,903
86 ,Emp,151,2022,"4,613"
10 ,Emp,152,2022,8
12 ,Emp,152,2022,7
13 ,Emp,152,2022,3
14 ,Emp,152,2022,1
16 ,Emp,152,2022,1
17 ,Emp,152,2022,2
18 ,Emp,152,2022,1
19 ,Emp,152,2022,2
20 ,Emp,152,2022,0
22 ,Emp,152,2022,4
23 ,Emp,152,2022,1
24 ,Emp,152,2022,0
25 ,Emp,152,2022,3
28 ,Emp,152,2022,0
29 ,Emp,152,2022,1
30 ,Emp,152,2022,0
31 ,Emp,152,2022,5
34 ,Emp,152,2022,4
36 ,Emp,152,2022,0
37 ,Emp,152,2022,0
38 ,Emp,152,2022,0
40 ,Emp,152,2022,2
43 ,Emp,152,2022,3
46 ,Emp,152,2022,3
47 ,Emp,152,2022,1
48 ,Emp,152,2022,0
49 ,Emp,152,2022,6
50 ,Emp,152,2022,0
51 ,Emp,152,2022,0
52 ,Emp,152,2022,4
53 ,Emp,152,2022,1
54 ,Emp,152,2022,0
55 ,Emp,152,2022,6
56 ,Emp,152,2022,0
58 ,Emp,152,2022,4
61 ,Emp,152,2022,2
62 ,Emp,152,2022,0
64 ,Emp,152,2022,3
67 ,Emp,152,2022,0
69 ,Emp,152,2022,0
70 ,Emp,152,2022,0
71 ,Emp,152,2022,0
72 ,Emp,152,2022,0
73 ,Emp,152,2022,3
74 ,Emp,152,2022,0
80 ,Emp,152,2022,0
81 ,Emp,152,2022,4
82 ,Emp,152,2022,0
83 ,Emp,152,2022,0
84 ,Emp,152,2022,1
85 ,Emp,152,2022,3
86 ,Emp,152,2022,0
10,Emp,153,2022,3
12,Emp,153,2022,3
13,Emp,153,2022,1
14,Emp,153,2022,0
16,Emp,153,2022,1
17,Emp,153,2022,0
18,Emp,153,2022,0
19,Emp,153,2022,0
20,Emp,153,2022,0
22,Emp,153,2022,0
23,Emp,153,2022,0
24,Emp,153,2022,4
25,Emp,153,2022,0
28,Emp,153,2022,0
29,Emp,153,2022,0
30,Emp,153,2022,0
31,Emp,153,2022,0
34,Emp,153,2022,0
36,Emp,153,2022,3
37,Emp,153,2022,0
38,Emp,153,2022,0
40,Emp,153,2022,3
41,Emp,153,2022,1
43,Emp,153,2022,0
46,Emp,153,2022,0
47,Emp,153,2022,0
48,Emp,153,2022,0
49,Emp,153,2022,3
50,Emp,153,2022,0
51,Emp,153,2022,0
52,Emp,153,2022,0
53,Emp,153,2022,0
54,Emp,153,2022,0
55,Emp,153,2022,0
56,Emp,153,2022,1
58,Emp,153,2022,0
61,Emp,153,2022,2
62,Emp,153,2022,0
64,Emp,153,2022,1
67,Emp,153,2022,2
69,Emp,153,2022,0
70,Emp,153,2022,4
71,Emp,153,2022,0
72,Emp,153,2022,0
73,Emp,153,2022,0
74,Emp,153,2022,0
80,Emp,153,2022,1
81,Emp,153,2022,0
82,Emp,153,2022,0
83,Emp,153,2022,1
84,Emp,153,2022,0
85,Emp,153,2022,2
86,Emp,153,2022,4
10,Emp,154,2022,1
12,Emp,154,2022,0
13,Emp,154,2022,1
14,Emp,154,2022,0
16,Emp,154,2022,0
17,Emp,154,2022,0
18,Emp,154,2022,0
19,Emp,154,2022,1
20,Emp,154,2022,0
22,Emp,154,2022,2
23,Emp,154,2022,1
24,Emp,154,2022,4
25,Emp,154,2022,5
28,Emp,154,2022,0
29,Emp,154,2022,0
30,Emp,154,2022,0
31,Emp,154,2022,0
34,Emp,154,2022,0
36,Emp,154,2022,1
37,Emp,154,2022,3
38,Emp,154,2022,0
40,Emp,154,2022,0
43,Emp,154,2022,1
46,Emp,154,2022,0
47,Emp,154,2022,0
48,Emp,154,2022,0
49,Emp,154,2022,0
50,Emp,154,2022,0
51,Emp,154,2022,0
52,Emp,154,2022,2
53,Emp,154,2022,2
54,Emp,154,2022,0
55,Emp,154,2022,1
56,Emp,154,2022,1
58,Emp,154,2022,2
61,Emp,154,2022,2
62,Emp,154,2022,0
64,Emp,154,2022,0
67,Emp,154,2022,2
69,Emp,154,2022,0
70,Emp,154,2022,1
71,Emp,154,2022,0
72,Emp,154,2022,1
73,Emp,154,2022,0
74,Emp,154,2022,0
80,Emp,154,2022,0
81,Emp,154,2022,1
82,Emp,154,2022,0
83,Emp,154,2022,0
84,Emp,154,2022,4
85,Emp,154,2022,5
86,Emp,154,2022,0
10,Emp,155,2022,0
12,Emp,155,2022,0
13,Emp,155,2022,0
14,Emp,155,2022,1
16,Emp,155,2022,1
17,Emp,155,2022,0
18,Emp,155,2022,18
19,Emp,155,2022,0
20,Emp,155,2022,0
22,Emp,155,2022,0
23,Emp,155,2022,0
24,Emp,155,2022,0
25,Emp,155,2022,0
28,Emp,155,2022,3
29,Emp,155,2022,0
30,Emp,155,2022,0
31,Emp,155,2022,0
34,Emp,155,2022,0
36,Emp,155,2022,0
37,Emp,155,2022,0
38,Emp,155,2022,0
40,Emp,155,2022,0
43,Emp,155,2022,0
46,Emp,155,2022,0
47,Emp,155,2022,0
48,Emp,155,2022,0
49,Emp,155,2022,2
50,Emp,155,2022,0
51,Emp,155,2022,0
52,Emp,155,2022,1
53,Emp,155,2022,0
54,Emp,155,2022,0
55,Emp,155,2022,0
56,Emp,155,2022,0
58,Emp,155,2022,0
61,Emp,155,2022,0
62,Emp,155,2022,0
64,Emp,155,2022,0
67,Emp,155,2022,2
69,Emp,155,2022,0
70,Emp,155,2022,0
71,Emp,155,2022,1
72,Emp,155,2022,2
73,Emp,155,2022,0
74,Emp,155,2022,0
80,Emp,155,2022,0
81,Emp,155,2022,0
82,Emp,155,2022,1
83,Emp,155,2022,0
84,Emp,155,2022,0
85,Emp,155,2022,0
86,Emp,155,2022,3
