gov_name_f,gov_name_a,gov_id,Nom_du_site,Nom_monument,Dtae,Latitude,Longitude,,
Nabeul,نابل,15,قصر الزيت,معبد الآله بعل,13/03/1912,"36°14'18.98""N"," 9°55'24.99""E",,
Nabeul,نابل,15,قليبية,القصبة,25/01/1922,"36°50'16.34""N","11° 6'57.59""E",,
Nabeul,نابل,15,مدينة الحمامات,القصبة,01/03/1905,"36°23'38.69""N","10°36'47.37""E",,
Nabeul,نابل,15,مدينة الحمامات,سور المدينة,01/03/1905,"36°23'35.68""N","10°36'45.26""E",,
Nabeul,نابل,15,مدينة قرمبالية,مشرب الحيوانات الأثري,16/11/1928,"36°36'9.12""N","10°30'4.84""E",,
Nabeul,نابل,15,مدينة نابل,الجامع الكبير,03/03/1915,"36°27'59.16""N","10°44'51.05""E",,
Nabeul,نابل,15,هنشير جماجر,الحصن البيزنطي,13/03/1912,"36°31'59.96""N","10°27'29.94""E",,
Nabeul,نابل,15,هنشير جماجر,الضريح الروماني,13/03/1912,"36°31'59.96""N","10°27'29.94""E",,
Nabeul,نابل,15,هنشير عين طبرنق,الحصن البيزنطي,16/11/1928,"36°31'59.93""N","10°27'29.53""E",,
Nabeul,نابل,15,هنشير عين طبرنق,الصهاريج الرومانية,16/11/1928,"36°31'59.93""N","10°27'29.53""E",,
Nabeul,نابل,15,هنشير عين طبرنق,الضريح الروماني,08/05/1895,"36°31'59.93""N","10°27'29.53""E",,
Nabeul,نابل,15,هنشير عين طبرنق,المعبد الروماني,19/03/1894,"36°31'59.93""N","10°27'29.53""E",,
Nabeul,نابل,15,هنشير عين طبرنق,قوس النصر,16/11/1928,"36°31'59.93""N","10°27'29.53""E",,
Zaghouan,زغوان,16,بئر مشارقة,الضريح الروماني,16/11/1928,"36°30'15.55""N","10° 1'49.48""E",,
Zaghouan,زغوان,16,بطرية,البناء الأثري الكبير,22/03/1899,"36°16'7.48""N","10°15'47.55""E",,
Zaghouan,زغوان,16,بطرية,الحصن البيزنطي,22/03/1899,"36°16'7.48""N","10°15'47.55""E",,
Zaghouan,زغوان,16,بطرية,الصهاريج الرومانية,03/03/1915,"36°16'7.48""N","10°15'47.55""E",,
Zaghouan,زغوان,16,بطرية,الضريح الروماني,22/03/1899,"36°16'7.48""N","10°15'47.55""E",,
Zaghouan,زغوان,16,بير مقرة,المعبد الروماني,13/03/1912,"36°19'20.00""N","9°47'28.00""E",,
Zaghouan,زغوان,16, جبل الوسط,الحمام الروماني,13/03/1912,"36°33'32.10""N","10° 3'38.79""E",,
Zaghouan,زغوان,16,عين جوقار,معبد المياه,25/01/1922,"36°14'50.32""N","9°56'24.20""E",,
Zaghouan,زغوان,16,قصر سودان,المعبد الروماني,13/03/1912,"36°25'55.49""N","10°17'27.94""E",,
Zaghouan,زغوان,16,قصر محلول,الضريحان الرومانيان,13/03/1912,"36°24'32.94""N","10° 8'33.05""E",,
Zaghouan,زغوان,16,مدينة زغوان,الحنايا الرومانية,16/11/1928,"36°23'13.95""N","10° 7'52.13""E",,
Zaghouan,زغوان,16,مدينة زغوان,قوس النصرالجنوبي ,08/06/1891,"36°23'18.47""N","10° 7'48.35""E",,
Zaghouan,زغوان,16,مدينة زغوان,معبد المياه,16/11/1928,"36°23'16.24""N","10° 7'49.52""E",,
Zaghouan,زغوان,16,هنشير الفوارة,المعبد الروماني,22/03/1899,"36°24'33.16""N","10° 8'32.64""E",,
Zaghouan,زغوان,16,هنشير القصبات,الباب ذو الثلاث عتبات,03/05/1920,"36°24'1.80""N","9°54'16.35""E",,
Zaghouan,زغوان,16,هنشير القصبات,البناء المستطيل,03/05/1920,"36°24'4.20""N","9°54'24.15""E",,
Zaghouan,زغوان,16,هنشير القصبات,الحمام الروماني,25/01/1922,"36°24'3.86""N","9°54'16.28""E",,
Zaghouan,زغوان,16,هنشير القصبات,الحي السكني القريب من حمام الشتاء,16/11/1928,"36°24'1.61""N","9°54'15.59""E",,
Zaghouan,زغوان,16,هنشير القصبات,الحي السكني القريب من معبد السلم,16/11/1928,"36°24'7.14""N","9°54'13.86""E",,
Zaghouan,زغوان,16,هنشير القصبات,الحي السكني المحاذي للساحة العمومية,16/11/1928,"36°24'4.14""N","9°54'11.44""E",,
Zaghouan,زغوان,16,هنشير القصبات,الحي السكني غربي معبد مركوريوس ,16/11/1928,"36°24'1.57""N","9°54'21.23""E",,
Zaghouan,زغوان,16,هنشير القصبات,الساحة العمومية وتوابعها ,03/03/1915,"36°24'6.65""N","9°54'12.32""E",,
Zaghouan,زغوان,16,هنشير القصبات,السوق الروماني,03/05/1920,"36°24'4.05""N","9°54'13.67""E",,
Zaghouan,زغوان,16,هنشير القصبات,الصهاريج الرومانية,03/05/1920,"36°24'6.58""N","9°54'12.46""E",,
Zaghouan,زغوان,16,هنشير القصبات,المعبد الصغير,03/05/1920,"36°23'59.12""N","9°54'10.60""E",,
Zaghouan,زغوان,16,هنشير القصبات,حمام الشتاء,03/05/1920,"36°24'3.88""N","9°54'16.53""E",,
Zaghouan,زغوان,16,هنشير القصبات,حمام الصيف,03/05/1920,"36°24'4.57""N","9°54'15.58""E",,
Zaghouan,زغوان,16,هنشير القصبات,رواق بتروني,03/05/1920,"36°24'4.57""N","9°54'15.58""E",,
Zaghouan,زغوان,16,هنشير القصبات,قوس النصر,03/05/1920,"36°24'4.57""N","9°54'15.58""E",,
Zaghouan,زغوان,16,هنشير القصبات,قوس النصر الشرقي,24/03/1892,"36°24'1.15""N","9°54'16.26""E",,
Zaghouan,زغوان,16,هنشير القصبات,قوس النصر الشمالي,24/03/1892,"36°24'0.67""N","9°54'16.48""E",,
Zaghouan,زغوان,16,هنشير القصبات,معبد السلم,16/11/1928,"36°23'59.15""N","9°54'16.40""E",,
Zaghouan,زغوان,16,هنشير القصبات,معبد الكابتول,03/03/1915,"36°23'59.15""N","9°54'16.40""E",,
Zaghouan,زغوان,16,هنشير القصبات,معبد تانيت,03/05/1920,"36°23'59.15""N","9°54'16.40""E",,
Zaghouan,زغوان,16,هنشير القصبات,معبد ساترنوس,03/03/1915,"36°23'59.15""N","9°54'16.40""E",,
Zaghouan,زغوان,16,هنشير القصبات,معبد ماركوريوس,24/03/1892,"36°23'59.15""N","9°54'16.40""E",,
Zaghouan,زغوان,16,هنشير القصبات,ملعب المصارعة الدائري,25/01/1922,"36°23'53.36""N","9°54'20.41""E",,
Zaghouan,زغوان,16,هنشير القصبات,منزل التريفوليوم,16/11/1928,"36°24'3.72""N","9°54'17.30""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,الحصن البيزنطي,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,الحصن الصغير,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,الضريح الروماني,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,الكنيسة الأثرية,03/03/1915,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,المسرح الأثري,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الآبواب,المعبد الروماني,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الأبواب,أبواب المدينة,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير أم الأبواب,ملعب المصارعة الدائري,13/03/1912,"36°32'0.43""N","10° 3'56.28""E",,
Zaghouan,زغوان,16,هنشير حرات,الحمام الروماني,08/06/1891,"36°20'25.43""N","10°20'14.70""E",,
Zaghouan,زغوان,16,هنشير حرات,الكنيسة  ذات الشكل الصليبي,08/06/1891,"36°20'28.67""N","10°20'23.99""E",,
Zaghouan,زغوان,16,هنشير حرات,الكنيسة الآثرية-1,08/06/1891,"36°20'28.67""N","10°20'23.99""E",,    
Zaghouan,زغوان,16,هنشير حرات,الكنيسة الملاصقة للمعبد,08/06/1891,"36°20'28.67""N","10°20'23.99""E",,
Zaghouan,زغوان,16,هنشير حرات,المعبد الروماني,08/06/1891,"36°20'28.67""N","10°20'23.99""E",,
Zaghouan,زغوان,16,هنشير صوار,المعبد الروماني,13/03/1912,"36°12'34.63""N","10° 8'23.42""E",,
Zaghouan,زغوان,16,هنشير فراغة,الحصن البيزنطي,22/03/1899,"36°24'30.68""N","10° 8'32.34""E",,
Bizerte,بنزرت,17,الزهانة,القنطرة الآثرية,15/01/2001,"37° 2'22.35""N","10° 2'19.42""E",,
Bizerte,بنزرت,17,أوتيك,الحمام الروماني,23/12/1891,"37° 3'7.44""N","10° 3'30.86""E",,
Bizerte,بنزرت,17,أوتيك,المسرح الآثري,23/12/1891,"37° 3'7.44""N","10° 3'30.86""E",,
Bizerte,بنزرت,17,أوتيك,ملعب المصارعة الدائري,23/12/1891,"37° 3'7.44""N","10° 3'30.86""E",,
Bizerte,بنزرت,17,بنزرت,زاوية سيدالعربي نهج الحبيب ثامر راس الجبل ,30/07/2002,"37°12'50.05""N","10° 7'31.27""E",,
Bizerte,بنزرت,17,فرطوط (وادي الحنايا ),الحنايا الرومانية,25/01/1922,"37° 0'26.36""N","9°56'48.08""E",,
Bizerte,بنزرت,17,مدينة بنزرت,الحصن الآسباني,15/01/2001,"37°16'0.09""N","9°52'0.14""E",,
Bizerte,بنزرت,17,مدينة بنزرت,القصبة,15/01/2001,"37°16'43.99""N","9°52'30.10""E",,
Bizerte,بنزرت,17,مدينة بنزرت,القصيبة (المتحف الاقيانوسي ),15/01/2001,"37°16'41.30""N","9°52'36.64""E",,
Bizerte,بنزرت,17,مدينة بنزرت,أسوار مدينة بنزرت,15/01/2001,"37°16'44.96""N","9°52'27.38""E",,
Bizerte,بنزرت,17,مدينة غار الملح,البرج الآوسط,25/01/1922,"37°10'8.58""N","10°11'30.12""E",,
Bizerte,بنزرت,17,مدينة غار الملح,برج تونس,25/01/1922,"37°10'2.99""N","10°10'45.61""E",,
Bizerte,بنزرت,17,مدينة غار الملح,برج سيدي علي المكي,25/01/1922,"37°10'47.90""N","10°16'37.04""E",,
Béja,باجة,21,عين بويرة ,المعبد الروماني,03/03/1915,"36°25'51.78""N","9°15'24.21""E",,
Béja,باجة,21,الخنفرية,أثار رومانية,08/05/1895,"36°33'0.24""N","9°26'32.07""E",,
Béja,باجة,21,السلوقية,الضريح الروماني,16/11/1928,"36°34'46.96""N","9°30'50.53""E",,
Béja,باجة,21,الكرمة,المعبد الروماني,23/12/1891,"36°43'58.87""N","9°11'3.52""E",,
Béja,باجة,21,الكشباطية,قوس النصر الشمالي,03/03/1915,"36°44'3.95""N","9°11'2.93""E",,
Béja,باجة,21,المرا الميتة,باب ضيعة رومانية ,01/03/1905,"36°43'43.22""N","9°11'35.42""E",,
Béja,باجة,21,الماترية,الحصن البيزنطي,03/03/1915,"36°27'30.16""N","9°14'37.54""E",,
Béja,باجة,21,الماترية,الكنيسة الآثرية,23/12/1891,"36°27'30.16""N","9°14'37.54""E",,
Béja,باجة,21,الماترية,المعبد الروماني,23/12/1891,"36°27'30.16""N","9°14'37.54""E",,
Béja,باجة,21,بير الحوش,القنطرة الرومانية,23/12/1891,"36°43'55.61""N","9°10'53.24""E",,
Béja,باجة,21,بير الحوش,المعبد الروماني,19/03/1894,"36°43'55.61""N","9°10'53.24""E",,
Béja,باجة,21,توكابر,الباب ذو الثلاثة بلاطات,19/03/1894,"36°42'32.14""N","9°31'12.39""E",,
Béja,باجة,21,توكابر,الحمام الروماني,19/03/1894,"36°42'32.14""N","9°31'12.39""E",,
Béja,باجة,21,توكابر,الصهاريج الرومانية,19/03/1894,"36°42'32.14""N","9°31'12.39""E",,
Béja,باجة,21,توكابر,الضريح الروماني,19/03/1894,"36°42'32.14""N","9°31'12.39""E",,
Béja,باجة,21,توكابر,قوس النصر,19/03/1894,"36°42'32.14""N","9°31'12.39""E",,
Béja,باجة,21,جبل القراعة,القبور الجلمودية,19/03/1894,"36°27'51.98""N","9° 7'45.20""E",,
Béja,باجة,21,دجبة,الحنايا الرومانية,13/03/1912,"36°28'58.92""N","9° 5'45.38""E",,
Béja,باجة,21,دجبة,كهف السبعة رقود,01/03/1905,"36°28'59.79""N","9° 6'17.75""E",,
Béja,باجة,21,دقة,التربة,01/03/1905,"36°25'22.86""N","9°13'9.63""E",,
Béja,باجة,21,دقة,الكابتول,23/12/1891,"36°25'19.77""N","9°13'5.87""E",,
Béja,باجة,21,دقة,البناء ذو الثلاثة أبواب,08/06/1891,"36°25'20.06""N","9°13'6.01""E",,
Béja,باجة,21,دقة,التربة الرومانية,23/12/1891,"36°25'22.31""N","9°13'9.67""E",,
Béja,باجة,21,دقة,الحنايا الرومانية,03/03/1915,"36°25'21.67""N","9°12'56.16""E ",,
Béja,باجة,21,دقة,الحنفية العمومية,08/06/1891,"36°25'31.30""N","9°13'13.22""E ",,
Béja,باجة,21,دقة,الساحة العمومية,23/12/1891,"36°25'21.87""N","9°13'4.64""E",,
Béja,باجة,21,دقة,السور البيزنطي,13/03/1912,"36°25'20.06""N","9°13'5.97""E",,
Béja,باجة,21,دقة,السور الروماني,03/03/1915,"36°25'25.78""N","9°13'8.78""E",,
Béja,باجة,21,دقة,السوق الرومانية,08/06/1891,"36°25'20.27""N","9°13'4.15""E",,
Béja,باجة,21,دقة,الضريح اللوبي البوني,03/03/1915,"36°25'18.45""N","9°13'5.49""E",,
Béja,باجة,21,دقة,القبور الجلمودية,08/06/1891,"36°25'31.30""N","9°13'13.50""E",,
Béja,باجة,21,دقة,المساكن الكائنة بالجهة الجنوبية الغربية للسوق,23/12/1891,"36°25'18.08""N","9°13'8.06""E",,
Béja,باجة,21,دقة,المساكن المحاذية للسوق,25/01/1922,"36°25'18.29""N","9°13'6.35""E",,
Béja,باجة,21,دقة,المسرح الآثري,03/03/1915,"36°25'24.39""N","9°13'12.85""E",,
Béja,باجة,21,دقة,المعبد الكائن قبلة الجامع,08/06/1891,"36°25'20.03""N","9°13'6.01""E",,
Béja,باجة,21,دقة,أكزادر  يونيوس ريجينا وما حوله,25/01/1922,"36°25'22.68""N","9°13'9.71""E",,
Béja,باجة,21,دقة,أكزادر الموجودة أمام الكابتول,13/03/1912,"36°25'21.24""N","9°13'4.62""E",,
Béja,باجة,21,دقة,حمام سيكلوبس,13/03/1912,"36°25'18.05""N","9°13'11.58""E",,
Béja,باجة,21,دقة,حمام عين الدورة,13/03/1912,"36°25'15.15""N","9°13'2.07""E",,
Béja,باجة,21,دقة,حمام كاركلا  (قاليان),23/12/1891,"36°25'18.26""N","9°13'9.51""E",,
Béja,باجة,21,دقة,دار الآشهب,16/11/1928,"36°25'17.57""N","9°13'5.48""E",,
Béja,باجة,21,دقة,دار الطيور,23/12/1891,"36°25'17.53""N","9°13'5.46""E",,
Béja,باجة,21,دقة,دار الفصول الآربعة,16/11/1928,"36°25'20.44""N","9°13'13.57""E",,
Béja,باجة,21,دقة,ساحة زهرة الرياح,03/03/1915,"36°25'21.77""N","9°13'4.32""E",,
Béja,باجة,21,دقة,صهاريج عين الحمام,03/03/1915,"36°25'29.79""N","9°13'2.48""E",,
Béja,باجة,21,دقة,صهاريج عين الدورة,23/12/1891,"36°25'16.67""N","9°13'0.70""E",,
Béja,باجة,21,دقة,صهاريج عين الميزاب,13/03/1912,"36°25'30.03""N","9°13'1.42""E",,
Béja,باجة,21,دقة,فضاء يونيوس ريقالوس ( اقزادر ),03/03/1915,"36°25'22.28""N","9°13'9.73""E",,
Béja,باجة,21,دقة,قوس سابتيم سيفار,13/03/1912,"36°25'24.92""N","9°13'3.55""E",,
Béja,باجة,21,دقة,قوس سيفار الكسندر,23/12/1891,"36°25'18.76""N","9°13'16.88""E",,
Béja,باجة,21,دقة,كنيسة,08/06/1891,"36°25'32.10""N","9°13'14.02""E",,
Béja,باجة,21,دقة,معبد أوقيست الورع,13/03/1912,"36°25'22.71""N","9°13'6.94""E",,
Béja,باجة,21,دقة,معبد بلوتون,13/03/1912,"36°25'20.16""N","9°13'13.51""E",,
Béja,باجة,21,دقة,معبد تلوس,03/03/1915,"36°25'20.66""N","9°13'4.85""E",,
Béja,باجة,21,دقة,معبد ساتورن,03/05/1920,"36°25'32.00""N","9°13'14.06""E",,
Béja,باجة,21,دقة,معبد عطارد,23/12/1891,"36°25'23.56""N","9°13'6.94""E",,
Béja,باجة,21,دقة,معبد كاليكتيس,13/03/1912,"36°25'21.67""N","9°12'58.33""E",,
Béja,باجة,21,دقة,ملعب المصارعة الدائري,23/12/1891,"36°25'28.53""N","9°13'7.92""E",,
Béja,باجة,21,دقة,ملعب سباق الخيل,03/03/1915,"36°25'28.82""N","9°13'12.30""E",,
Béja,باجة,21,دقة,منزل التريفليوم والمعالم المجاورة لها,23/12/1891,"36°25'17.89""N","9°13'8.09""E",,
Béja,باجة,21,سيدي علي بن أحمد بجبل ايدوس,الحصن البيزنطي,13/03/1912,"36°25'36.85""N","9°12'59.75""E",,
Béja,باجة,21,سيدي مدين,الآضرحة الرومانية,19/03/1894,"36°45'57.10""N","9° 5'23.61""E",,
Béja,باجة,21,سيدي مدين,الحنفية المقبية,23/12/1891,"36°45'57.63""N","9° 5'22.69""E",,
Béja,باجة,21,سيدي مدين,الصهاريج الرومانية,23/12/1891,"36°45'57.25""N","9° 5'23.29""E",,
Béja,باجة,21,سيدي مدين,المعبد الروماني,19/03/1894,"36°46'2.26""N","9° 5'25.74""E",,
Béja,باجة,21,سيدي مدين,المعلم ذو السواري,19/03/1894,"36°45'56.12""N","9° 5'27.95""E",,
Béja,باجة,21,شهود الباطل,المسرح الآثري,19/03/1894,"36°44'2.50""N","9°11'4.57""E",,
Béja,باجة,21,شواش,الحصن البيزنطي,19/03/1894,"36°43'5.39""N","9°32'25.76""E",,
Béja,باجة,21,شواش,الحوض الروماني,13/03/1912,"36°43'5.39""N","9°32'25.76""E",,
Béja,باجة,21,عين البرج,الضريح الروماني,13/03/1912,"36°45'6.00""N","8°56'50.00""E",,
Béja,باجة,21,عين التراب,الضريح الروماني,16/11/1928,"36°44'0.83""N","9°11'5.77""E",,
Béja,باجة,21,عين القصر,البناء الآثري المستطيل,13/03/1912,"36°45'27.09""N","9°28'24.85""E",,
Béja,باجة,21,عين ببوش,القنطرة الرومانية,16/11/1928,"36°43'59.04""N","9°10'33.60""E",,
Béja,باجة,21,عين تونقة,الحصن البيزنطي,13/03/1912,"36°31'31.37""N","9°21'40.37""E",,
Béja,باجة,21,عين تونقة,الكنيسة الآثرية,23/12/1891,"36°31'25.36""N","9°21'42.81""E",,
Béja,باجة,21,عين تونقة,المسرح الآثري,23/12/1891,"36°31'21.63""N","9°21'43.79""E",,
Béja,باجة,21,عين تونقة,المعبد الروماني الكبير,23/12/1891,"36°31'25.50""N","9°21'41.30""E",,
Béja,باجة,21,عين تونقة,المعبد الصغير,23/12/1891,"36°31'25.16""N","9°21'40.81""E",,
Béja,باجة,21,عين تونقة,المواجل الرومانية,19/03/1894,"36°31'20.72""N","9°21'40.25""E",,
Béja,باجة,21,عين تونقة,قوس ,19/03/1894,"36°31'25.22""N","9°21'46.00""E",,
Béja,باجة,21,عين حجة,الحصن البيزنطي,23/12/1891,"36°44'2.79""N","9°11'6.63""E",,
Béja,باجة,21,عين منزل,الآثار المجاورة لقرس النصر,08/06/1891,"36°40'10.69""N","9°26'15.29""E",,
Béja,باجة,21,عين منزل,قصر الماء,19/03/1894,"36°40'10.69""N","9°26'15.29""E",,
Béja,باجة,21,عين منزل,قوس ,19/03/1894,"36°40'10.69""N","9°26'15.29""E",,
Béja,باجة,21,عين يونس,الجسر الروماني,19/03/1894,"36°25'21.61""N","9°19'32.92""E",,
Béja,باجة,21,الغيرية,الصهاريج الرومانية,16/11/1928,"36°45'41.90""N","9°11'41.66""E",,
Béja,باجة,21,الغيرية,الكنيسة الآثرية,23/12/1891,"36°45'41.90""N","9°11'41.66""E",,
Béja,باجة,21,الغيرية,بقايا السور الآثري,23/12/1891,"36°45'41.90""N","9°11'41.66""E",,
Béja,باجة,21,فج يدور,الباب الآثري,23/12/1891,"36°44'2.47""N","9°11'3.51""E",,
Béja,باجة,21,فج يدور,بقايا الباب الآثري,23/12/1891,"36°44'2.47""N","9°11'3.51""E",,
Béja,باجة,21,قريش الواد,بقايا القنطرة الرومانية,24/03/1892,"36°40'45.08""N","9°39'58.57""E",,
Béja,باجة,21,قريش الواد,قوس ,19/03/1894,"36°40'45.08""N","9°39'58.57""E",,
Béja,باجة,21,قصر الحديد,الحنفية ذات الآقواس الآربعة,19/03/1894,"36°44'1.30""N","9°11'4.90""E",,
Béja,باجة,21,قصر بن طلع,البناء االآثري المستطيل,24/03/1892,"36°44'9.87""N","9°10'59.55""E",,
Béja,باجة,21,قصر زاغة,الحصن البيزنطي,16/11/1928,"36°39'56.36""N","9° 8'53.01""E",,
Béja,باجة,21,قصر زاغة,الحوانيت,24/03/1892,"36°39'56.36""N","9° 8'53.01""E",,
Béja,باجة,21,محطة باجة,القنطرة الرومانية,24/03/1892,"36°43'29.53""N","9°11'24.47""E",,
Béja,باجة,21,مدينة باجة,الباب ذو الثلاث أعمدة,24/03/1892,"36°43'26.12""N","9°10'45.45""E",,
Béja,باجة,21,مدينة باجة,البيت المقبية بالقصبة,03/03/1915,"36°43'25.41""N","9°10'44.69""E",,
Béja,باجة,21,مدينة باجة,الحصن البيزنطي,24/03/1892,"36°44'1.01""N","9°11'3.73""E",,
Béja,باجة,21,مدينة باجة,الصهاريج الرومانية,24/03/1892,"36°42'30.03""N","9°31'17.49""E",,
Béja,باجة,21,مدينة باجة,المقر الحالي لقصر البلدية,24/03/1892,"36°43'22.70""N","9°11'12.15""E",,
Béja,باجة,21,مدينة باجة,سبيل صاحب الطابع,15/01/2001,"36°43'25.01""N","9°10'56.97""E",,
Béja,باجة,21,مدينة باجة,قوس ,03/03/1915,"36°43'25.01""N","9°10'56.97""E",,
Béja,باجة,21,مدينة تبرسق,الحصن البيزنطي,24/03/1892,"36°27'34.33""N","9°14'47.95""E",,
Béja,باجة,21,مدينة تبرسق,الحنفية الآثرية,08/06/1891,"36°27'34.33""N","9°14'47.95""E",,
Béja,باجة,21,مدينة تستور,الجامع الكبير,08/06/1891,"36°33'14.33""N","9°26'48.55""E",,
Béja,باجة,21,مدينة تستور,زاوية سيدي نصر,03/03/1915,"36°33'3.70""N","9°26'43.55""E",,
Béja,باجة,21,مدينة تستور,مسجد باب تبرسق,03/03/1915,"36°33'11.08""N","9°26'44.88""E",,
Béja,باجة,21,مدينة مجاز الباب,الجامع الكبير,03/03/1915,"36°38'59.50""N","9°36'41.99""E",,
Béja,باجة,21,مدينة مجاز الباب,القنطرة الآثرية,16/11/1928,"36°38'52.31""N","9°36'34.15""E",,
Béja,باجة,21,هنشير الداموس,الصهاريج الرومانية,19/03/1894,"36°25'20.13""N","9°13'9.64""E",,
Béja,باجة,21,هنشير الدورات,الضريح البوني,16/11/1928,"36°43'31.51""N","9°10'55.30""E",,
Béja,باجة,21,هنشير السمادي,الكنيسة الآثرية,12/05/1901,"36°43'31.34""N","9°10'55.09""E",,
Béja,باجة,21,هنشير السمادي,حوض التعميد الآثري,23/12/1891,"36°43'31.34""N","9°10'55.09""E",,
Béja,باجة,21,هنشير الشط,المنزل الروماني,23/12/1891,"36°58'40.79""N","9° 4'41.36""E",,
Béja,باجة,21,هنشير الصخيرة,الصهاريج الرومانية,13/03/1912,"36°33'7.53""N","9°26'19.78""E",,
Béja,باجة,21,هنشير القطوسية,الصهاريج الرومانية,19/03/1894,"36°43'59.51""N","9°11'5.19""E",,
Béja,باجة,21,هنشير دبيك,الحمام الروماني,13/03/1912,"36°32'33.84""N","9°39'52.96""E",,
Béja,باجة,21,هنشير دبيك,الصهاريج الرومانية,13/03/1912,"36°32'33.84""N","9°39'52.96""E",,
Béja,باجة,21,هنشير دبيك,المعبد الروماني,13/03/1912,"36°32'33.84""N","9°39'52.96""E",,
Béja,باجة,21,هنشير عوالية,الضريح الروماني,13/03/1912,"36°38'52.12""N","9°36'33.77""E",,
Béja,باجة,21,هنشير مسوار,الحصن البيزنطي,16/11/1928,"36°39'55.19""N","9°10'4.44""E",,
Béja,باجة,21,هنشير مسوار,الضريح الروماني,19/03/1894,"36°39'55.19""N","9°10'4.44""E",,
Jendouba,جندوبة,22,أولاد علي,الحمام الروماني,03/03/1915,"36°30'27.82""N","8°46'31.99""E",,
Jendouba,جندوبة,22,بلطة,الباب الغربي,01/03/1905,"36°42'22.56""N","8°56'38.14""E",,
Jendouba,جندوبة,22,بلطة,الصهاريج الرومانية,01/03/1905,"36°42'22.56""N","8°56'38.14""E",,
Jendouba,جندوبة,22,بلطة,بقايا الجابية الكبيرة,01/03/1905,"36°42'22.56""N","8°56'38.14""E",,
Jendouba,جندوبة,22,بلاريجيا ,الحمام الكبير,01/03/1905,"36°33'24.32""N","8°45'16.15""E",,
Jendouba,جندوبة,22,بلاريجيا ,السور الآثري,01/03/1905,"36°33'41.20""N","8°45'22.22""E",,
Jendouba,جندوبة,22,بلاريجيا ,الصهاريج الرومانية,01/03/1905,"36°33'24.59""N","8°45'8.77""E",,
Jendouba,جندوبة,22,بلاريجيا ,المسرح الآثري,01/03/1905,"36°33'32.13""N","8°45'24.90""E",,
Jendouba,جندوبة,22,بلاريجيا ,المقبرة الجلمودية,01/03/1905,"36°33'38.31""N","8°45'6.60""E",,
Jendouba,جندوبة,22,بلاريجيا ,المنزل الروماني ذو الطابقين,01/03/1905,"36°33'36.52""N","8°45'12.01""E",,
Jendouba,جندوبة,22,بلاريجيا ,حمام يوليا ماميا,01/03/1905,"36°33'27.09""N","8°45'15.71""E",,
Jendouba,جندوبة,22,بلاريجيا ,دار الآنفيتريت,13/03/1912,"36°33'41.84""N","8°45'11.50""E",,
Jendouba,جندوبة,22,بلاريجيا ,دار التريدانت,03/05/1920,"36°33'37.75""N","8°45'10.86""E",,
Jendouba,جندوبة,22,بلاريجيا ,دار الصيد,13/03/1912,"36°33'36.87""N","8°45'11.15""E",,
Jendouba,جندوبة,22,بلاريجيا ,كنيسة الآب الكسندر,03/05/1920,"36°33'32.09""N","8°45'10.50""E",,
Jendouba,جندوبة,22,بلاريجيا ,معبد أبولون,13/03/1912,"36°33'35.29""N","8°45'21.15""E",,
Jendouba,جندوبة,22,بلاريجيا ,ملعب المصارعة الدائري,01/03/1905,"36°33'34.83""N","8°45'14.91""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,المبنى البلدي ,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,الآثار الكبيرة القريبة من القنطرة,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,الصهاريج الرومانية,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,الضريح الصغير ذو الطابقين,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,الضريح الكبير,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,القنطرة الرومانية,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي علي بلقاسم,قوس النصر,25/03/1892,"36°31'32.18""N","8°28'8.87""E",,
Jendouba,جندوبة,22,سيدي محمد الآزرق,الضريح الروماني,25/03/1892,"36°26'55.80""N","8°26'15.02""E",,
Jendouba,جندوبة,22,شمتو,الآثار الموجودة بالربوة,25/03/1892,"36°29'20.82""N","8°34'40.61""E",,
