gov_id,gov_name_f,gov_name_a,bibliotheque_a,bibliotheque_f,adresse_a,adresse_f,Longitude,Latitude
43,Sidi Bou Zid,سيدي بوزيد,المكتبة العمومية بأولاد حفوز,,المكتبة العمومية بأولاد حفوز 9200,,9.8693222,35.081888
43,Sidi Bou Zid,سيدي بوزيد,المكتبة العمومية بالرقاب,, شارع 91 محمد العكرمي 9170,,9.7890705,34.6029066
43,Sidi Bou Zid,سيدي بوزيد,المكتبة العمومية بالسبالة,,شارع البيئة حي الفتح 9122,,9.274427,35.1788947
43,Sidi Bou Zid,سيدي بوزيد,المكتبة العمومية ببئر الحفي,,شارع إبن خلدون 9113,,9.193277,34.932699
43,Sidi Bou Zid,سيدي بوزيد,المكتبة العمومية سوق الجديد,,المكتبة العمومية بسوق الجديد 9121,,9.561731,34.937742
51,Gabès,قابس,المكتبة العمومية بمارث,,شارع 27 أكتوبر 6080,,10.284941,33.618843
51,Gabès,قابس,المكتبة العمومية بتبلبو,,تبلبو 6032 قابس,,10.114524,33.843528
51,Gabès,قابس,المكتبة العمومية بنحال,,نحال 6051 قابس,,10.073661,33.888760
51,Gabès,قابس,المكتبة العمومية بدخيلة توجان,,دخيلة توجان 6055 قابس,,10.209551,33.436237
51,Gabès,قابس,المكتبة العمومية وذرف,,حي خيرالدين 6052,,9.964209,33.983454
51,Gabès,قابس,المكتبة العمومية بشنيني,,نهج حليمة السعدية 6041,,10.060039,33.868333
51,Gabès,قابس,المكتبة العمومية ببوشمة,,شارع طه حسين,,10.058421,33.904699
51,Gabès,قابس,المكتبة العمومية شط السلام ,,شارع الكرنيش 6061,,10.105634,33.903347
51,Gabès,قابس,مكتبة الأطفال بمارث,,نهج جمال عبد الناصر 6080,,10.290137,33.617064
51,Gabès,قابس,المكتبة العمومية بالزارات,,شارع قابس الزارات 6026,,10.347398,33.669898
51,Gabès,قابس,المكتبة العمومية بقابس المدينة,,فضاء الفرجاني منجة 6001,,10.087636,33.881382
51,Gabès,قابس,المكتبة الجهوية بقابس,,فضاء الفرجاني منجة 6001,,10.102197,33.881321
51,Gabès,قابس,المكتبة العمومية بمطماطة الجديدة,,المكتبة العمومية بمطماطة الجديدة,,10.014934,33.665912
51,Gabès,قابس,المكتبة العمومية بغنوش,,شارع طه حسين 6021,,10.070498,33.936248
51,Gabès,قابس,المكتبة العمومية بالحامة,,شارع الأهرام حي الرجراج 6020,,9.799634,33.886150
51,Gabès,قابس,المكتبة العمومية بالحامة  أطفال,,نهج المراكش 6020,,9.794831,33.884022
51,Gabès,قابس,المكتبة العمومية الصمباط الحامة,,المكتبة العمومية الصمباط 6013,,9.774360,33.880534
51,Gabès,قابس,المكتبة العمومية بمطماطة القديمة,,المكتبة العمومية بمطماطة القديمة 6070,,9.969309,33.545030
51,Gabès,قابس,المكتبة العمومية بمنزل الحبيب,,المكتبة العمومية بمنزل الحبيب 6030,,9.600847,34.227483
51,Gabès,قابس,المكتبة العمومية محمد العروسي المطوي,,شارع الحبيب بورقيبة 6010,,10.010214,33.957461
51,Gabès,قابس,المكتبة العمومية بالمطوية أطفال,,شارع الحبيب بورقيبة 6010,,10.000000,33.959307
52,Médenine,مدنين,المكتبة العمومية بجربة ميدون,,شارع ابن خلدون جربة ميدون 4116,,10.992967,33.804666
52,Médenine,مدنين,المكتبة العمومية بجربة حومة السوق,,شارع المنصف باي حومة السوق جربة4180  ,,10.856986,33.877261
52,Médenine,مدنين,المكتبة العمومية بقلالة,,شارع صالح بن يوسف جربة 4155,,10.849063,33.742149
52,Médenine,مدنين,المكتبة الجهوية,,نهج الرازي مدنين الجنوبية4100,,10.490212,33.338053
52,Médenine,مدنين,المكتبة العمومية بمدنين الشمالية,,طريق قابس مدنين الجديدة4100,,10.466017,33.363008
52,Médenine,مدنين,المكتبة العمومية بسيدي مخلوف,,قرب المعتمدية الشارع الرئيسي سيدي مخلوف 4191,,10.478025,33.506723
52,Médenine,مدنين,المكتبة العمومية بجرجيس,,شارع الإتحاد المغرب العربي جرجيس 4170,,11.112032,33.503590
52,Médenine,مدنين,المكتبة العمومية بالمؤانسة جرجيس,,شارع الجمهورية جرجيس 4170,,11.088685,33.503100
52,Médenine,مدنين,المكتبة العمومية ببني خداش,,المكتبة العمومية ببني خداش 4110,,10.202271,33.250368
52,Médenine,مدنين,المكتبة العمومية ببن قردان,,شارع الطيب المهيري بنقردان 4160,,11.216159,33.140386
52,Médenine,مدنين,المكتبة العمومية حومة السوق,,نهج طه حسين حومة السوق جربة 4180,,10.856525,33.872217
52,Médenine,مدنين,المكتبة العمومية الرياض,,شارع الحبيب بورقيبة الرياض جربة 4146,,10.853722,33.818955
52,Médenine,مدنين,المكتبة العمومية سيدويكش,,نهج أبو القاسم الشابي سدويكش جربة 4145,,10.919057,33.747120
52,Médenine,مدنين,المكتبة العمومية بجربة آجيم,,نهج ابن خلدون جربة اجيم 4135,,10.746871,33.724393
53,Tataouine,تطاوين,المكتبة الجهوية,,المكتبة الجهوية  شارع 02 مارس –تطاوين 3200,,10.445708,32.926831
53,Tataouine,تطاوين,المكتبة العمومية بغمراسن,,المكتبة العمومية بغمراسن 3220,,10.337643,33.060401
53,Tataouine,تطاوين,المكتبة العمومية الفرش,,المكتبة العمومية بالفرش 3241,,10.348539,32.973601
53,Tataouine,تطاوين,المكتبة العمومية أولاد سلطان,,المكتبة العمومية بقصر اولاد سلطان,,10.519458,32.793054
53,Tataouine,تطاوين,المكتبة العمومية بالرقبة,,المكتبة العمومية بالرقبة 3293,,10.425144,32.910251
53,Tataouine,تطاوين,المكتبة العمومية بقصر حدادة,,المكتبة العمومية بقصر الحدادة 3261,,10.313201,33.099020
53,Tataouine,تطاوين,المكتبة العمومية ببني مهيرة,,المكتبة العمومية ببني مهيرة 3240,,10.819701,32.871414
53,Tataouine,تطاوين,المكتبة العمومية ببئر الأحمر,,المكتبة العمومية بالبئر الاحمر 3212,,10.434551,33.175638
53,Tataouine,تطاوين,المكتبة العمومية بالذهبية,,المكتبة العمومية بذهيبة 3212,,10.697786,32.010225
53,Tataouine,تطاوين,المكتبة العمومية برمادة,,المكتبة العمومية برمادة 3240,,10.399980,32.318322
53,Tataouine,تطاوين,المكتبة العمومية بتطاوين الشمالية,,المكتبة العمومية بتطاوين الشمالية - حي المهرجان 3221,,10.465062,32.945974
53,Tataouine,تطاوين,المكتبة العمومية بالصمار,,حي النزهة - الصمار 3223,,10.819438,32.996137
61,Gafsa,قفصة,المكتبة الجهوية بقفصة ,,المكتبة الجهوية بقفصة ,,8.782956,34.422460
61,Gafsa,قفصة,المكتبة العمومية المتلوي طريق المعاهد,,طريق المعاهد الثانوية  حي السعادة 2130,,8.402306,34.312481
61,Gafsa,قفصة,المكتبة العمومية بالسند,,شارع 14 جانفي السند 2190,,9.263533,34.541678
61,Gafsa,قفصة,المكتبة العمومية بالخير,,المكتبة العمومية بالخير 2115,,9.321978,34.384455 
61,Gafsa,قفصة,المكتبة العمومية بمنزل ميمون,,المكتبة العمومية منزل ميمون 2141,,9.076714,34.645717
61,Gafsa,قفصة,المكتبة العمومية الدوالي,,نهج السنوبر دوالي 2100,,8.795740,34.425523
61,Gafsa,قفصة,المكتبة العمومية بالمتلوي حي الرئيس,,حي الرئيس 2130,,8.404881,34.315451 
61,Gafsa,قفصة,المكتبة العمومية بأم العرايس,,الحي العصري 2210,,8.273859,34.487260
61,Gafsa,قفصة,المكتبة العمومية بالقطار,,حي الحدائق 2180,,8.952535,34.335407
61,Gafsa,قفصة,شارع أحمد التليلي قصر قفصة,,المكتبة العمومية القصر قفصة  2111,,8.802791,34.399533
61,Gafsa,قفصة,المكتبة العمومية لالة,,المكتبة العمومية بلالة القصر حي الحشاد 2121,,8.816752,34.393681
61,Gafsa,قفصة,المكتبة العمومية بالمظيلة,,حي النسيم 2170,,8.763191,34.297176
61,Gafsa,قفصة,المكتبة العمومية بزانوش,,المكتبة العمومية بزانوش,,9.051598,34.469961
61,Gafsa,قفصة,المكتبة العمومية بالرديف,,المكتبة العمومية بالرديف 2120,,8.147392,34.380252
61,Gafsa,قفصة,المكتبة العمومية حي ا لسرور,,المكتبة العمومية حي ا لسرور,,8.786016,34.435240
61,Gafsa,قفصة,المكتبة العمومية حي النور ,,المكتبة العمومية حي النور ,,8.782446,34.429260
61,Gafsa,قفصة,المكتبة العمومية سيدي احمد زروق,,المكتبة العمومية سيدي احمد زروق,,8.765711,34.427858
61,Gafsa,قفصة,المكتبة العمومية أولاد شريط,,المكتبة العمومية أولاد شريط,,8.934887,34.445888
61,Gafsa,قفصة,المكتبة العمومية بسيدي عيش,,المكتبة العمومية بسيدي عيش- المركز 2131,,8.782546,34.731713
62,Tozeur,توزر,المكتبة العمومية بحزوة,,شارع المغرب العربي 2223,,7.592432,33.736523
62,Tozeur,توزر,المكتبة العمومية بنفطة,,طريق حزوة نفطة 2240,,7.875076,33.870360
62,Tozeur,توزر,المكتبة العمومية بحامة الجريد,,حامة الجريد 2214,,8.172986,33.997115
62,Tozeur,توزر,المكتبة العمومية بالمحاسن,,المحاسن 2224,,8.247193,34.007546
62,Tozeur,توزر,المكتبة العمومية بنفطة أطفال,,ساحة التحرير 2240,,7.884190,33.870152
62,Tozeur,توزر,المكتبة العمومية بتمغزة,,تمغزة 2212,,7.929467,34.385792
62,Tozeur,توزر,المكتبة الجهوية توزر,,شارع الشابي 2200,,8.131222,33.933349
62,Tozeur,توزر,المكتبة العمومية أبو القاسم الشابي توزر,,شارع أبو القاسم الشابي 2200,,8.128905,33.913858
62,Tozeur,توزر,المكتبة العمومية الميداني بن صالح,,نفطة 2240,,7.866077,33.876399
62,Tozeur,توزر,المكتبة العمومية بدقاش,,طريق توزر دقاش 2260,,8.210483,33.980219
63,Kebili,قبلي,المكتبة العمومية بدوز الجنوبية,,طريق جامع الدشر بدوز 4260,,9.12117,33.27196
63,Kebili,قبلي,المكتبة العمومية بجمنة,,نهج 6 بالقاسم البازمي 4214,,9.12782,33.28328
63,Kebili,قبلي,المكتبة العمومية بشري,,المكتبة العمومية بشري4231,,8.46273,33.47491
63,Kebili,قبلي,المكتبة العمومية بالفوار,,المكتبة العمومية بالفوار 4264,,8.41622,33.21459
63,Kebili,قبلي,المكتبة العمومية بسوق الأحد,,المكتبة العمومية بسوق الأحد 4236,,8.50129,33.46450
63,Kebili,قبلي,المكتبة العمومية دوز الشمالية ,,الحي الشعبي  دوز الشرقي 4215,,9.12782,33.28328
63,Kebili,قبلي,المكتبة العمومية بجنعورة ,,جنعورة 4242 ,,8.59020,33.41226
63,Kebili,قبلي,المكتبة الجهوية بقبلي,,طريق توزر قبلي 4200,,8.57364,33.42212
63,Kebili,قبلي,المكتبة العمومية بالقلعة,,شارع البيئة القلعة 4234,,9.02600,33.28555
