CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
سليانة;م.إ.  عبد الصادق;0;12;عبد الصادق الروحية 6150;130;لا;9,249899;35,684254
سليانة;م.إ.  الحبابسة;0;115;الحبابسة الروحية 6150;136;لا;9,345438;35,576441
سليانة;م.إ.  أولاد بلغيث;0;121;اولاد بلغيث الروحية 6150;136;لا;9,311006;35,549722
سليانة;م.إ.  15 أكتوبر خنقة الزقلاص;0;24;خنقة زقالاص الروحية 6150;138;لا;9,349693;35,481684
سليانة;م.إ.  الشوشة;0;117;الشوشة الروحية6150;139;لا;9,390957;35,533551
سليانة;م.إ.  بربرو;0;36;بربرو الروحية 6150;140;لا;9,311006;35,549722
سليانة;م.إ.  المقرونة;0;203;المقرونة الروحية 6150;145;لا;9,352224;35,519941
سليانة;م.إ.  الباطن;0;203;الباطن  الروحية 6150;156;نعم;9,30583;35,553161
سليانة;مدرسة البياض;0;25;البياض برقو 6170;50;نعم;;
سليانة;مدرسة الكنازير;0;33;الكنازيز برقو6170;50;لا;;
سليانة;مدرسة شاكر;0;267;شاكر مكثر 6140;45;نعم;;
سليانة;مدرسة زواغة;0;38;زواغة سليانة الشمالية6100;20;لا;;
نابل;م.إ. سيدي جمال الدين;260;50;م.إ. سيدي جمال الدين;5;لا;11,018266;36,794248
نابل;م.إ. القيطون;64;50;م.إ. القيطون;30;نعم;10,830742;36,838053
نابل;م.إ.  القبة;250;80;م.إ.  القبة;6;لا;10,929486;36,805092
نابل;م.إ. الغريس;133;50;م.إ. الغريس;8;نعم;10,917323;36,817901
نابل;م.إ. السعادة - منزل حرّ1;518;60;م.إ. السعادة - منـــــزل حـــــرّ1;9;لا;10,95694371;36,72781384
نابل;م.إ.  بني حماد;161;50;م.إ.  بني حماد;9;لا;10,978819;36,842573
نابل;م.إ. الفرابي منزل حرّ;150;50;م.إ. الفرابي منزل حرّ;9;لا;10,95682901;36,72297963
نابل;م.إ.  تامزراط;65;50;م.إ.  تامزراط;10;لا;10,884745;36,75398
نابل;م.إ.  لزدين;139;40;م.إ.  لزدين;11;لا;10,89124664;36,8202785
نابل;م.إ. وادي الخطف;315;120;م.إ. وادي الخطف;12;نعم;11,02900668;36,86193514
نابل;م.إ.  سيدي عبد المنعم;329;80;م.إ.  سيدي عبد المنعم;12;نعم;10,959165;36,852687
نابل;م.إ.  الرعينين;238;60;م.إ.  الرعينين;14;لا;10,91293119;36,83956789
نابل;السودان منزل تميم;147;80;السودان منزل تميم;14;لا;;
نابل;م.إ.  الوديان;173;60;م.إ.  الوديان;15;لا;10,84744397;36,79516966
نابل;م.إ.  منزل عيسى;120;50;م.إ.  منزل عيسى;15;لا;10,658596;36,809967
نابل;م.إ.  منزل ابراهيم;69;50;م.إ.  منزل ابراهيم;16;لا;11,001534;36,893796
نابل;م.إ.  هنشير لبنة;208;60;م.إ.  هنشير لبنة;16;نعم;10,943688;36,703608
نابل;م.إ.  بودخان;157;60;م.إ.  بودخان;16;لا;10,835465;36,754867
نابل;م.إ.  القرصوليـــن;176;80;م.إ.  القرصوليـــن;16;نعم;10,93365449;36,88338085
نابل;م.إ. الحزايــزية;188;70;م.إ. الحزايــزية;16;لا;10,893232;36,878393
نابل;م.إ.  زاوية ازمور;256;90;م.إ.  زاوية ازمور;20;لا;11,006374;36,925377
نابل;م.إ.  سيدي معاوية قليبية;84;50;م.إ.  سيدي معاوية قليبية;20;لا;10,979882;36,915383
نابل;م.إ.  ملول;147;60;م.إ.  ملول;20;لا;10,97199482;36,8872321
نابل;م.إ. البوشة;152;60;م.إ. البوشة;20;لا;10,972279;36,932661
نابل;م.إ.  قصر سعد;128;50;م.إ.  قصر سعد;20;نعم;10,90202;36,655169
نابل;م.إ.  الميدة طريق منزل تميم;586;80;م.إ.  الميدة طريق منزل تميم;20;لا;10,851699;36,72498
نابل;م.إ.  ظهرة الزاوية الميدة;143;60;م.إ.  ظهرة الزاوية الميدة;20;نعم;10,861906;36,735737
نابل;م.إ.  القمبار;224;30;م.إ.  القمبار;20;لا;10,821861;36,781621
نابل;م.إ.  ام ذويل القرية;369;100;م.إ.  ام ذويل;21;لا;10,833986;36,725327
نابل;م.إ.  المعيصرة;81;60;م.إ.  المعيصرة;21;لا;10,826309;36,714414
نابل;م.إ.  منزل بلقاسم;32;50;م.إ.  منزل بلقاسم;22;لا;10,987347;36,948117
نابل;م.إ.  عين غراب;167;70;م.إ.  عين غراب;22;نعم;10,808438;36,751755
نابل;م.إ. الرويقات;187;30;م.إ. الرويقات;22;لا;10,810061;36,767141
نابل;م.إ.  الحمادة;246;60;م.إ.  الحمادة;22;لا;10,850095;36,681249
نابل;م.إ. سيدي حسون;139;70;م.إ. سيدي حسون;22;نعم;10,851184;36,851364
نابل;م.إ.  فرتونة;348;100;م.إ.  فرتونة;25;لا;10,78028679;36,75120326
نابل;م.إ. القرشين;192;50;م.إ. القرشين;25;لا;10,86568239;36,67686029
نابل;م.إ.  الخلايفــة;115;30;م.إ.  الخلايفــة;25;لا;10,850153;36,716442
نابل;م.إ.  الصقالبة الحمادية;506;50;م.إ.  الصقالبة الحمادية;25;لا;10,97006689;36,79151768
نابل;م.إ. الشعيبين;80;50;م.إ. الشعيبين;25;لا;10,870022;36,834531
نابل;م.إ. زوقاق;186;70;م.إ. زوقاق;25;لا;10,802075;36,892177
نابل;م.إ.  قرعة ساسي;251;70;م.إ.  قرعة ساسي;30;نعم;10,855744;36,653443
نابل;م.إ.  بني عياش قربة;76;70;م.إ.  بني عياش;30;لا;10,800294;36,670711
نابل;م.إ.  بولزهار;135;70;م.إ.  بولزهار;30;نعم;10,813508;36,681296
نابل;م.إ.  سيدي بوعلي;148;50;م.إ.  سيدي بوعلي;30;لا;10,762937;36,771173
نابل;م.إ. النور  ام ذويل;72;40;م.إ. النور  ام ذويل;30;لا;10,833986;36,725327
نابل;م.إ.  داموس الحاجة;249;100;م.إ.  داموس الحاجة;30;نعم;10,73023872;36,75271276
نابل;م.إ.  الرتيبة;115;60;م.إ.  الرتيبة;30;لا;10,766485;36,885291
نابل;م.إ.  الشرفين;119;60;م.إ.  الشرفين;33;لا;10,709116;36,679716
نابل;م.إ.  بوليدين;186;50;م.إ.  بوليدين;34;لا;10,8072631;36,61841378
نابل;م.إ. الاثلاث;69;50;م.إ. الاثلاث;35;لا;10,828877;36,634469
نابل;م.إ.  بني خيرة صاحب الجبل;205;80;م.إ.  بني خيرة صاحب الجبل;35;لا;10,927846;36,997899
نابل;م.إ.  بوحبيب;133;70;م.إ.  بوحبيب;35;لا;10,852378;36,876783
نابل;م.إ. الرحمة;273;50;م.إ. الرحمة;35;لا;10,723614;36,716779
نابل;م.إ.  القصيرات;140;60;م.إ.  القصيرات;35;لا;10,737094;36,685481
نابل;م.إ.  هنشير الشاذلي;68;60;م.إ.  هنشير الشاذلي;35;نعم;10,68702209;36,832174
نابل;م.إ. وادي العبيد-الفوز;121;80;م.إ. وادي العبيد-الفوز;35;لا;10,74262703;36,862109
نابل;م.إ.  النجاح;165;50;م.إ.  النجاح;35;لا;10,661623;36,762576
نابل;م.إ. سيدي علي الصمعي الصمعة;356;50;م.إ. سيدي علي الصمعي الصمعة;38;لا;10,77841;36,543781
نابل;م.إ.  القصبات;120;50;م.إ.  القصبات;40;لا;10,760837;36,650317
نابل;م.إ.  خراز;69;40;م.إ.  خراز;40;لا;10,759873;36,678477
نابل;م.إ.  جبل الحداد;164;80;م.إ.  جبل الحداد;42;لا;10,794869;36,599846
نابل;م.إ.  بئر دراسن;229;100;م.إ.  بئر دراسن;43;لا;10,69306553;36,62325981
نابل;م.إ.  سيدي عمر;187;100;م.إ.  سيدي عمر;44;لا;10,740022;36,460995
نابل;م.إ.  الحلفاء;158;50;م.إ.  الحلفاء;45;لا;10,709841;36,574416
نابل;م.إ. قبة لاغا;190;50;م.إ. قبة لاغا;45;نعم;10,712131;36,616454
نابل;م.إ. القفصية;48;40;م.إ. القفصية;45;لا;10,6755;36,798013
نابل;م.إ. الطيب المهيري غرداية;305;100;م.إ. الطيب المهيري غرداية;47;لا;10,714505;36,548335
نابل;م.إ.  الفرينين;183;50;م.إ.  الفرينين;50;نعم;10,672318;36,564407
نابل;م.إ.  بيوب خميس الحجري;224;50;م.إ.  بيوب خميس الحجري;50;لا;10,652514;36,55192
نابل;م.إ.  البطين;88;40;م.إ.  البطين;50;نعم;10,702461;36,501901
نابل;م.إ. البريج;349;90;م.إ. البريج;50;لا;10,605286;36,80365
نابل;م.إ. بئر مروة 34/3/2;489;60;م.إ. بئر مروة 34/3/2;50;لا;10,6119822;36,742953
نابل;م.إ.  البكاكشة;168;100;م.إ.  البكاكشة;50;لا;10,64725393;36,844396
نابل;م.إ. دار نادر;41;50;م.إ. دار نادر;50;لا;10,67444;36,778775
نابل;م.إ.  زامو;39;50;م.إ.  زامو;51;لا;10,730193;36,510562
نابل;م.إ.  الدوالة;0;80;م.إ.  الدوالة;51;لا;10,6132931;36,830684
نابل;م.إ.  بوشراي;437;80;م.إ.  بوشراي;52;نعم;10,535362;36,659553
نابل;م.إ.  بدار- فرحات حشاد;418;80;م.إ.  بدار- فرحات حشاد;52;لا;10,627063;36,792734
نابل;م.إ.  سيدي عيسى;424;70;م.إ.  سيدي عيسى;52;لا;10,658596;36,809967
نابل;م.إ. الوفاء -الجبوزة;97;80;م.إ. الوفاء -الجبوزة;53;لا;10,70578527;36,777027
نابل;م.إ.  بوجريدة;213;80;م.إ.  بوجريدة;54;لا;10,75803224;36,60302226
نابل;م.إ.  حي الهوارية السلامة;40;30;م.إ.  حي الهوارية السلامة;55;لا;10,666858;36,486256
نابل;م.إ.  الشريفات;394;90;م.إ.  الشريفات;55;لا;10,523827;36,705493
نابل;م.إ. الظهاري;204;70;م.إ. الظهاري;55;نعم;10,455811;36,695251
نابل;م.إ. قربص-الانطلاق;48;30;م.إ. قربص-الانطلاق;55;لا;10,568924;36,816063
نابل;م.إ.  عين كميشة - شبي;196;40;م.إ.  عين كميشة - شبي;56;لا;10,678597;36,504061
نابل;م.إ. هنشير عمرون;100;50;م.إ. هنشير عمرون;57;لا;10,71677;36,503653
نابل;م.إ.  بلحسن;256;100;م.إ.  بلحسن;57;لا;10,364249;36,533436
نابل;م.إ.  سيدي التومي;320;40;م.إ.  سيدي التومي;58;لا;10,616842;36,628644
نابل;م.إ. المريصة;302;80;م.إ. المريصة;60;لا;10,555061;36,753924
نابل;م.إ.  زمنيت;260;110;م.إ.  زمنيت;60;لا;10,39703;36,506287
نابل;م.إ.  المشروحة;343;90;م.إ.  المشروحة;65;نعم;10,586834;36,528586
نابل;م.إ. برج حفيظ;326;110;م.إ. برج حفيظ;66;لا;10,578816;36,491429
نابل;م.إ.  دوار اللوز;239;70;م.إ.  دوار اللوز;68;لا;10,51559;36,698153
نابل;م.إ.  الخروبة;233;120;م.إ.  الخروبة;68;لا;10,608891;36,577468
نابل;م.إ.  ابن خلدون بئر بورقبة;566;120;م.إ.  ابن خلدون بئر بورقبة;68;لا;10,57007;36,430267
نابل;م.إ.  القبة الكبيرة;181;80;م.إ.  القبة الكبيرة;70;لا;10,586755;36,603868
نابل;م.إ.  المزنين;157;140;م.إ.  المزنين;70;نعم;10,691498;36,601438
نابل;م.إ. عين طبرنق;348;150;م.إ. عين طبرنق;70;نعم;10,456912;36,534342
نابل;م.إ. هنشير قرط;71;70;م.إ. هنشير قرط;70;لا;10,553961;36,567907
نابل;م.إ.  المقطع;164;90;م.إ.  المقطع;70;لا;10,519775;36,531257
نابل;م.إ.  خنقة الحجاج;300;80;م.إ.  خنقة الحجاج;75;نعم;10,406778;36,616297
نابل;م.إ.  أبو سهم;137;80;م.إ.  أبو سهم;75;نعم;10,621188;36,510052
نابل;م.إ.  المزيرعة;102;100;م.إ.  المزيرعة;75;نعم;10,438101;36,473272
نابل;م.إ.  بئر البيتة;296;50;م.إ.  بئر البيتة;75;لا;10,54104;36,384326
نابل;م.إ.  سيدي حماد;542;50;م.إ.  سيدي حماد;75;لا;10,515417;36,416454
نابل;م.إ. الجوهرة بني وائل;195;60;م.إ. الجوهرة بني وائل;77;لا;10,594333;36,503578
نابل;م.إ.  جبل الأطرش;188;150;م.إ.  جبل الأطرش;80;لا;10,503112;36,469037
نابل;م.إ.  المنشار;132;90;م.إ.  المنشار;80;لا;10,493731;36,435584
نابل;م.إ.  تافرنين;179;160;م.إ.  تافرنين;80;لا;10,447275;36,396691
نابل;م.إ. حنوس;142;60;م.إ. حنوس;85;لا;10,67248;36,631532
نابل;م.إ.  حتوس;93;60;م.إ.  حتوس;85;لا;10,359864;36,423285
نابل;م.إ. سيدي الجديدي;478;100;م.إ. سيدي الجديدي;92;لا;10,460325;36,416389
نابل;م.إ.  بني عياش  قرمبالية;246;120;م.إ.  بني عياش  قرمبالية;93;نعم;10,376038;36,576737
نابل;م.إ. حمام بنت الجديدي;146;50;م.إ. حمام بنت الجديدي;93;نعم;10,383971;36,391035
القيروان;م.إ.  الشرقية;0;50;لا توجد معطيات;7;نعم;10,174943;35,680903
القيروان;م.إ.  ذراع التمار;0;43;القيروان الشمالية;12;نعم;10,10224555;35,736828
القيروان;م.إ. المرازيق;0;100;لا توجد معطيات;12;نعم;10,19886001;35,696977
القيروان;م.إ.  المخصومة;0;210;لا توجد معطيات;12;نعم;10,191561;35,590481
القيروان;م.إ.  عبيدة الشرقية;0;180;معتمدية الشبيكة;13;نعم;10,003536;35,587589
القيروان;م.إ.  القطرانية;0;55;لا توجد معطيات;15;نعم;10,05618817;35,753206
القيروان;م.إ.  الحنباز;0;200;لا توجد معطيات;15;نعم;10,257939;35,604569
القيروان;م.إ.  عين الخزازية;0;200;لا توجد معطيات;17;نعم;10,21220717;35,62971322
القيروان;م.إ.  الجواودة الهداية;0;170;لا توجد معطيات;17;نعم;9,9271456;35,696596
القيروان;م.إ.  النبش;0;85;لا توجد معطيات;18;نعم;10,20884345;35,52079829
القيروان;م.إ.  زعفرانة;0;200;لا توجد معطيات;18;نعم;10,05663843;35,53336699
القيروان;م.إ.  سيدي عمر الكناني;0;90;القيروان الجنوبية;20;نعم;10,113211;35,560309
القيروان;م.إ.  هنشير بيشي;0;160;لا توجد معطيات;22;نعم;10,012146;35,510354
القيروان;م.إ.  الحمام;0;140;لا توجد معطيات;22;نعم;9,595029;35,321475
القيروان;م.إ.  أولاد حمودة;0;70;لا توجد معطيات;23;نعم;10,20736645;35,730795
القيروان;م.إ.  الخضراء;0;230;لا توجد معطيات;25;نعم;10,102993;35,301505
القيروان;م.إ.  الصوالحية;0;120;لا توجد معطيات;25;نعم;9,963696401;35,559242
القيروان;م.إ.  الملالسة;0;120;لا توجد معطيات;26;نعم;9,939068826;35,59444852
القيروان;م.إ. الدخيلة;0;160;لا توجد معطيات;27;نعم;10,005125;35,867597
القيروان;م.إ.  بن ونيس;0;75;لا توجد معطيات;28;نعم;10,05361;35,47613
القيروان;م.إ. الكرمة;0;82;لا توجد معطيات;28;نعم;9,8405734;35,563965
القيروان;م.إ.  سيدي علي بن سالم;0;140;لا توجد معطيات;28;نعم;9,908846095;35,586525
القيروان;م.إ.  الشرفة;0;120;لا توجد معطيات;30;نعم;9,933414556;35,84919015
القيروان;م.إ.  الحسيان;0;74;لا توجد معطيات;32;نعم;9,810591;35,846839
القيروان;م.إ.  عبيدة الغربية;0;170;لا توجد معطيات;32;نعم;9,908678614;35,518067
القيروان;م.إ. عين جلولة;0;160;لا توجد معطيات;35;نعم;9,803653;35,797447
القيروان;م.إ.  مقرة;0;55;لا توجد معطيات;35;نعم;9,731652;35,792982
القيروان;م.إ.  ذراع عفان;0;110;لا توجد معطيات;35;نعم;9,844046674;35,520022
القيروان;م.إ.  الطفيفيلة;0;33;لا توجد معطيات;36;نعم;9,731897;35,853035
القيروان;م.إ. السوالمية;0;75;لا توجد معطيات;37;نعم;10,061206;35,376573
القيروان;م.إ.  عين زانة;0;175;لا توجد معطيات;38;نعم;9,738595;35,649506
القيروان;م.إ.  الشريشيرة;0;100;لا توجد معطيات;38;نعم;9,808535;35,666527
القيروان;م.إ.  بئر الجديد;0;145;لا توجد معطيات;40;نعم;10,036724;35,341752
القيروان;م.إ.  الحوفية;0;220;لا توجد معطيات;40;نعم;9,7792634;35,599226
القيروان;م.إ. البلاطة;0;100;لا توجد معطيات;40;نعم;10,125876;35,914533
