OBJECTID_1;OBJECTID;Code_Fiche;nb_annee;Code_Ligne;Pk;libelle;code_famil;code_sous_;Code_immob;Date_Aquis;Date_MS;Amrt_Cumul;Montant_br;Date_affec;Dt_Cession;emplacemen;nat_dos;dossier;Zone;direction;etat_resea;inventoria;PK_PN;Code_PN;Etat;X;Y;Code_Categ;Code_mere;Unite_d_af;Caracteris;Detail_emp
167;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;8.813;P 1206;Ancien;10.2290770774;36.7484219668; ; ;0; ;0
168;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;9.183;P 1207;Ancien;10.2352723675;36.7526375583; ; ;0; ;0
169;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;10.046;P 1209;Ancien;10.2338496314;36.7210627369; ; ;0; ;0
170;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;11.131;P 1210;Ancien;10.2478315535;36.7611612333; ; ;0; ;0
171;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;11.803;P 1211;Ancien;10.2335791975;36.7048286824; ; ;0; ;0
172;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;11.998;P 1213;Ancien;10.2331802295;36.7040913682; ; ;0; ;0
173;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;13.445;P 1215;Ancien;10.2687108348;36.7753437319; ; ;0; ;0
174;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;14.432;P 1216;Ancien;10.2190176081;36.6800371485; ; ;0; ;0
175;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;14.6;P 1217;Ancien;10.2736753877;36.7830060841; ; ;0; ;0
176;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;14.75;P 1218;Ancien;10.3166792008;36.7399659175; ; ;0; ;0
177;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;15.789;P 1219;Ancien;10.2777857567;36.7938556482; ; ;0; ;0
178;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;16.353;P 1221;Ancien;10.2840676487;36.8009585958; ; ;0; ;0
179;0;0;0;7; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;16.685;P 1222;Ancien;10.2987643894;36.8073369026; ; ;0; ;0
180;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;20.24;P 1225;Ancien;10.3686373267;36.713874852; ; ;0; ;0
181;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;29.1;P 1229;Ancien;10.4475321044;36.6679894619; ; ;0; ;0
182;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;30.474;P 1231;Ancien;10.4563339723;36.6576829932; ; ;0; ;0
183;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;34.036;P 1232;Ancien;10.4605719715;36.6258949915; ; ;0; ;0
184;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;35.15;P 1236;Ancien;10.0648622576;36.5577392648; ; ;0; ;0
185;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;37.411;P 1239;Ancien;10.4879437424;36.604815777; ; ;0; ;0
186;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;38.297;P 1240;Ancien;10.4951726664;36.5994172207; ; ;0; ;0
187;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;38.596;P 1242;Ancien;10.4970489952;36.5972858801; ; ;0; ;0
188;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;42.3;P 1247;Ancien;10.0190208959;36.5113549819; ; ;0; ;0
189;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;46.298;P 1251;Ancien;10.5484320899;36.5354942378; ; ;0; ;0
190;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;47.298;P 1252;Ancien;10.5506082264;36.5322722019; ; ;0; ;0
191;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;48.96;P 1255;Ancien;10.0232299782;36.4549617392; ; ;0; ;0
192;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;49.463;P 1256;Ancien;10.5556289621;36.525047521; ; ;0; ;0
193;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;56.27;P 1260;Ancien;9.96475984704;36.4093941804; ; ;0; ;0
194;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;59.328;P 1262;Ancien;10.5746174747;36.429323159; ; ;0; ;0
195;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;61.26;P 1264;Ancien;10.5896028639;36.4192577707; ; ;0; ;0
196;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;62.38;P 1266;Ancien;9.90886651018;36.3826740812; ; ;0; ;0
197;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;63.403;P 1268;Ancien;10.6092887295;36.4094679057; ; ;0; ;0
198;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;63.499;P 1270;Ancien;10.5426212929;36.4074183762; ; ;0; ;0
199;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;64.949;P 1272;Ancien;10.6180807811;36.406424247; ; ;0; ;0
200;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;65.264;P 1273;Ancien;10.6247577745;36.4074724252; ; ;0; ;0
201;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;65.868;P 1274;Ancien;10.6282301258;36.4067188625; ; ;0; ;0
202;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;66.786;P 1275;Ancien;10.6348244009;36.4067098697; ; ;0; ;0
203;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;68.132;P 1277;Ancien;10.6439747925;36.4095732102; ; ;0; ;0
204;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;69.392;P 1279;Ancien;10.6573202562;36.4158020693; ; ;0; ;0
205;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;70.122;P 1281;Ancien;10.6669619393;36.4229471627; ; ;0; ;0
206;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;70.706;P 1282;Ancien;10.6744462083;36.4260725485; ; ;0; ;0
207;0;0;0;5; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;71.8;P 1283;Ancien;10.4784314033;36.3578659423; ; ;0; ;0
208;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;72.033;P 1284;Ancien;10.694320691;36.432248849; ; ;0; ;0
209;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;72.72;P 1285;Ancien;10.701680646;36.4344801417; ; ;0; ;0
210;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;73.85;P 1286;Ancien;10.7156755351;36.441225992; ; ;0; ;0
211;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;74.215;P 1287;Ancien;10.7239569829;36.4468840152; ; ;0; ;0
212;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;75.15;P 1288;Ancien;10.7294308212;36.4495835508; ; ;0; ;0
213;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;75.4;P 1289;Ancien;10.7311647525;36.4499886334; ; ;0; ;0
214;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;88.35;P 1292;Ancien;9.62796608057;36.3558180858; ; ;0; ;0
215;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;104.04;P 1299;Ancien;9.45622756723;36.3808864327; ; ;0; ;0
216;0;0;0;6; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;104.464;P 1300;Ancien;9.45168143305;36.3816211708; ; ;0; ;0
217;0;0;0;10; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;64.399;P 1421;Ancien;10.6160192647;36.405990066; ; ;0; ;0
218;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;0.32;P 1422;Ancien;10.1654976104;36.7867736569; ; ;0; ;0
219;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;0.948;P 1423;Ancien;10.1785644978;36.7876766197; ; ;0; ;0
220;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;2.682;P 1424;Ancien;10.162826152;36.79000099; ; ;0; ;0
221;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;3.97;P 1425;Ancien;10.1528416693;36.7980810338; ; ;0; ;0
222;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;4.36;P 1426;Ancien;10.1481028412;36.8014060933; ; ;0; ;0
223;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;5.422;P 1427;Ancien;10.1402478569;36.8058389901; ; ;0; ;0
224;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;5.72;P 1428;Ancien;10.1383869965;36.8065839899; ; ;0; ;0
225;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;5.96;P 1429;Ancien;10.1348736992;36.8074536117; ; ;0; ;0
226;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;10.19;P 1430;Ancien;10.0888381065;36.8179269596; ; ;0; ;0
227;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;11.075;P 1431;Ancien;10.0789559154;36.8193774805; ; ;0; ;0
228;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;13.068;P 1432;Ancien;10.0568409947;36.8226371398; ; ;0; ;0
229;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;15.05;P 1433;Ancien;10.0353279015;36.8260372455; ; ;0; ;0
230;0;0;0; TA; ; ;0;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000;0;0;1899-12-30T00:00:00.000;1899-12-30T00:00:00.000; ;0;0;0;0; ;0;0.68;P 1454;Ancien;10.1805890932;36.7894567751; ; ;0; ;0
