FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,RTE_,RTE_ID,RTE_MAN_,RTE_MAN_ID,RTE_NOM,RTE_TYP,long_piste
"0","0","0","0",128.43890,"0","0","0","0",,P,"0"
"0","0","0","0",258.57138,"0","0","0","0",,P,"0"
"0","0","0","0",478.66824,"0","0","0","0",,P,"0"
"0","0","0","0",1228.72334,"0","0","0","0",,P,"1"
"0","0","0","0",466.36505,"0","0","0","0",,P,"0"
"0","0","0","0",304.07746,"0","0","0","0",,P,"0"
"0","0","0","0",15.84742,"0","0","0","0",,P,"0"
"0","0","0","0",214.62251,"0","0","0","0",,P,"0"
"0","0","0","0",446.19089,"0","0","0","0",,P,"0"
"0","0","0","0",475.08195,"0","0","0","0",,P,"0"
"0","0","0","0",428.64981,"0","0","0","0",,P,"0"
"0","0","0","0",1199.48466,"0","0","0","0",,P,"1"
"0","0","0","0",1119.07666,"0","0","0","0",,P,"1"
"0","0","0","0",1158.19299,"0","0","0","0",,P,"1"
"0","0","0","0",154.50128,"0","0","0","0",,P,"0"
"0","0","0","0",939.96629,"0","0","0","0",,P,"1"
"0","0","0","0",122.08731,"0","0","0","0",,P,"0"
"0","0","0","0",212.79105,"0","0","0","0",,P,"0"
"0","0","0","0",170.70804,"0","0","0","0",,P,"0"
"0","0","0","0",83.61416,"0","0","0","0",,P,"0"
"0","0","0","0",613.02583,"0","0","0","0",,P,"1"
"0","0","0","0",0.00011,"0","0","0","0",,P,"0"
"0","0","0","0",244.12892,"0","0","0","0",,P,"0"
"0","0","0","0",268.90057,"0","0","0","0",,P,"0"
"0","0","0","0",460.48447,"0","0","0","0",,P,"0"
"0","0","0","0",448.65385,"0","0","0","0",,P,"0"
"0","0","0","0",93.91003,"0","0","0","0",,P,"0"
"0","0","0","0",292.51455,"0","0","0","0",,P,"0"
"0","0","0","0",676.15315,"0","0","0","0",,P,"1"
"0","0","0","0",138.13783,"0","0","0","0",,P,"0"
"0","0","0","0",384.92409,"0","0","0","0",,P,"0"
"0","0","0","0",102.99321,"0","0","0","0",,P,"0"
"0","0","0","0",186.92023,"0","0","0","0",,P,"0"
"0","0","0","0",105.51400,"0","0","0","0",,P,"0"
"0","0","0","0",71.70179,"0","0","0","0",,P,"0"
"0","0","0","0",21.46400,"0","0","0","0",,P,"0"
"0","0","0","0",942.55106,"0","0","0","0",,P,"1"
"0","0","0","0",248.46284,"0","0","0","0",,P,"0"
"0","0","0","0",88.61771,"0","0","0","0",,P,"0"
"0","0","0","0",225.55053,"0","0","0","0",,P,"0"
"0","0","0","0",347.61635,"0","0","0","0",,P,"0"
"0","0","0","0",96.06293,"0","0","0","0",,P,"0"
"0","0","0","0",77.84759,"0","0","0","0",,P,"0"
"0","0","0","0",163.96250,"0","0","0","0",,P,"0"
"0","0","0","0",745.53932,"0","0","0","0",,P,"1"
"0","0","0","0",259.16170,"0","0","0","0",,P,"0"
"0","0","0","0",90.55760,"0","0","0","0",,P,"0"
"0","0","0","0",42.14671,"0","0","0","0",,P,"0"
"0","0","0","0",9.19239,"0","0","0","0",,P,"0"
"0","0","0","0",1043.97973,"0","0","0","0",,P,"1"
"0","0","0","0",81.91680,"0","0","0","0",,P,"0"
"0","0","0","0",1565.68827,"0","0","0","0",,P,"2"
"0","0","0","0",2011.79051,"0","0","0","0",,P,"2"
"0","0","0","0",69.02620,"0","0","0","0",,P,"0"
"0","0","0","0",558.80628,"0","0","0","0",,P,"1"
"0","0","0","0",630.37315,"0","0","0","0",,P,"1"
"0","0","0","0",770.54451,"0","0","0","0",,P,"1"
"0","0","0","0",724.08862,"0","0","0","0",,P,"1"
"0","0","0","0",137.35894,"0","0","0","0",,P,"0"
"0","0","0","0",595.02172,"0","0","0","0",,P,"1"
"0","0","0","0",292.59433,"0","0","0","0",,P,"0"
"0","0","0","0",289.90726,"0","0","0","0",,P,"0"
"0","0","0","0",1001.20580,"0","0","0","0",,P,"1"
"0","0","0","0",281.31891,"0","0","0","0",,P,"0"
"0","0","0","0",184.76859,"0","0","0","0",,P,"0"
"0","0","0","0",582.52510,"0","0","0","0",,P,"1"
"0","0","0","0",141.83441,"0","0","0","0",,P,"0"
"0","0","0","0",271.94131,"0","0","0","0",,P,"0"
"0","0","0","0",64.79246,"0","0","0","0",,P,"0"
"0","0","0","0",221.60686,"0","0","0","0",,P,"0"
"0","0","0","0",3.28696,"0","0","0","0",,P,"0"
"0","0","0","0",427.93604,"0","0","0","0",,P,"0"
"0","0","0","0",1557.46348,"0","0","0","0",,P,"2"
"0","0","0","0",163.63087,"0","0","0","0",,P,"0"
"0","0","0","0",225.00240,"0","0","0","0",,P,"0"
"0","0","0","0",38.58046,"0","0","0","0",,P,"0"
"0","0","0","0",390.70145,"0","0","0","0",,P,"0"
"0","0","0","0",458.56735,"0","0","0","0",,P,"0"
"0","0","0","0",489.28701,"0","0","0","0",,P,"0"
"0","0","0","0",109.48827,"0","0","0","0",,P,"0"
"0","0","0","0",152.70773,"0","0","0","0",,P,"0"
"0","0","0","0",411.41093,"0","0","0","0",,P,"0"
"0","0","0","0",150.06070,"0","0","0","0",,P,"0"
"0","0","0","0",234.24151,"0","0","0","0",,P,"0"
"0","0","0","0",44.11030,"0","0","0","0",,P,"0"
"0","0","0","0",155.11692,"0","0","0","0",,P,"0"
"0","0","0","0",239.14846,"0","0","0","0",,P,"0"
"0","0","0","0",186.21897,"0","0","0","0",,P,"0"
"0","0","0","0",55.96682,"0","0","0","0",,P,"0"
"0","0","0","0",125.60226,"0","0","0","0",,P,"0"
"0","0","0","0",328.35128,"0","0","0","0",,P,"0"
"0","0","0","0",940.88707,"0","0","0","0",,P,"1"
"0","0","0","0",71.26814,"0","0","0","0",,P,"0"
"0","0","0","0",61.97025,"0","0","0","0",,P,"0"
"0","0","0","0",59.27376,"0","0","0","0",,P,"0"
"0","0","0","0",427.97131,"0","0","0","0",,P,"0"
"0","0","0","0",661.45217,"0","0","0","0",,P,"1"
"0","0","0","0",119.56859,"0","0","0","0",,P,"0"
"0","0","0","0",24.30350,"0","0","0","0",,P,"0"
"0","0","0","0",143.92637,"0","0","0","0",,P,"0"
"0","0","0","0",405.99712,"0","0","0","0",,P,"0"
"0","0","0","0",881.72931,"0","0","0","0",,P,"1"
"0","0","0","0",47.01197,"0","0","0","0",,P,"0"
"0","0","0","0",43.43996,"0","0","0","0",,P,"0"
"0","0","0","0",219.80913,"0","0","0","0",,P,"0"
"0","0","0","0",206.57838,"0","0","0","0",,P,"0"
"0","0","0","0",137.50784,"0","0","0","0",,P,"0"
"0","0","0","0",263.70375,"0","0","0","0",,P,"0"
"0","0","0","0",199.62187,"0","0","0","0",,P,"0"
"0","0","0","0",147.70285,"0","0","0","0",,P,"0"
"0","0","0","0",475.93444,"0","0","0","0",,P,"0"
"0","0","0","0",39.05322,"0","0","0","0",,P,"0"
"0","0","0","0",149.33030,"0","0","0","0",,P,"0"
"0","0","0","0",403.76745,"0","0","0","0",,P,"0"
"0","0","0","0",148.04223,"0","0","0","0",,P,"0"
"0","0","0","0",377.03755,"0","0","0","0",,P,"0"
"0","0","0","0",20.24238,"0","0","0","0",,P,"0"
"0","0","0","0",14.97333,"0","0","0","0",,P,"0"
"0","0","0","0",76.84466,"0","0","0","0",,P,"0"
"0","0","0","0",32.72245,"0","0","0","0",,P,"0"
"0","0","0","0",176.25322,"0","0","0","0",,P,"0"
"0","0","0","0",37.97229,"0","0","0","0",,P,"0"
"0","0","0","0",763.48226,"0","0","0","0",,P,"1"
"0","0","0","0",594.85724,"0","0","0","0",,P,"1"
"0","0","0","0",788.42603,"0","0","0","0",,P,"1"
"0","0","0","0",209.02760,"0","0","0","0",,P,"0"
"0","0","0","0",535.06666,"0","0","0","0",,P,"1"
"0","0","0","0",96.80196,"0","0","0","0",,P,"0"
"0","0","0","0",520.23913,"0","0","0","0",,P,"1"
"0","0","0","0",224.30780,"0","0","0","0",,P,"0"
"0","0","0","0",200.33115,"0","0","0","0",,P,"0"
"0","0","0","0",159.08690,"0","0","0","0",,P,"0"
"0","0","0","0",342.15009,"0","0","0","0",,P,"0"
"0","0","0","0",159.45190,"0","0","0","0",,P,"0"
"0","0","0","0",27.04426,"0","0","0","0",,P,"0"
"0","0","0","0",741.97354,"0","0","0","0",,P,"1"
"0","0","0","0",117.38825,"0","0","0","0",,P,"0"
"0","0","0","0",144.66261,"0","0","0","0",,P,"0"
"0","0","0","0",153.27070,"0","0","0","0",,P,"0"
"0","0","0","0",336.26916,"0","0","0","0",,P,"0"
"0","0","0","0",171.95383,"0","0","0","0",,P,"0"
"0","0","0","0",576.62051,"0","0","0","0",,P,"1"
"0","0","0","0",435.44941,"0","0","0","0",,P,"0"
"0","0","0","0",337.95756,"0","0","0","0",,P,"0"
"0","0","0","0",964.83487,"0","0","0","0",,P,"1"
"0","0","0","0",1457.97590,"0","0","0","0",,P,"1"
"0","0","0","0",951.37958,"0","0","0","0",,P,"1"
"0","0","0","0",360.61371,"0","0","0","0",,P,"0"
"0","0","0","0",392.78765,"0","0","0","0",,P,"0"
"0","0","0","0",166.26096,"0","0","0","0",,P,"0"
"0","0","0","0",392.34120,"0","0","0","0",,P,"0"
"0","0","0","0",80.63113,"0","0","0","0",,P,"0"
"0","0","0","0",464.51842,"0","0","0","0",,P,"0"
"0","0","0","0",760.47127,"0","0","0","0",,P,"1"
"0","0","0","0",218.84812,"0","0","0","0",,P,"0"
"0","0","0","0",944.03969,"0","0","0","0",,P,"1"
"0","0","0","0",570.59524,"0","0","0","0",,P,"1"
"0","0","0","0",33.01000,"0","0","0","0",,P,"0"
"0","0","0","0",864.25268,"0","0","0","0",,P,"1"
"0","0","0","0",523.70085,"0","0","0","0",,P,"1"
"0","0","0","0",155.36797,"0","0","0","0",,P,"0"
"0","0","0","0",269.87046,"0","0","0","0",,P,"0"
"0","0","0","0",201.78039,"0","0","0","0",,P,"0"
"0","0","0","0",254.80237,"0","0","0","0",,P,"0"
"0","0","0","0",317.23008,"0","0","0","0",,P,"0"
"0","0","0","0",75.53168,"0","0","0","0",,P,"0"
"0","0","0","0",3.41569,"0","0","0","0",,P,"0"
"0","0","0","0",245.55147,"0","0","0","0",,P,"0"
"0","0","0","0",228.23130,"0","0","0","0",,P,"0"
"0","0","0","0",132.18777,"0","0","0","0",,P,"0"
"0","0","0","0",101.41454,"0","0","0","0",,P,"0"
"0","0","0","0",320.26457,"0","0","0","0",,P,"0"
"0","0","0","0",161.55645,"0","0","0","0",,P,"0"
"0","0","0","0",528.63867,"0","0","0","0",,P,"1"
"0","0","0","0",83.94588,"0","0","0","0",,P,"0"
"0","0","0","0",542.40762,"0","0","0","0",,P,"1"
"0","0","0","0",934.83136,"0","0","0","0",,P,"1"
"0","0","0","0",360.19918,"0","0","0","0",,P,"0"
"0","0","0","0",52.35490,"0","0","0","0",,P,"0"
"0","0","0","0",338.29490,"0","0","0","0",,P,"0"
"0","0","0","0",12.07852,"0","0","0","0",,P,"0"
"0","0","0","0",162.19730,"0","0","0","0",,P,"0"
"0","0","0","0",181.13714,"0","0","0","0",,P,"0"
"0","0","0","0",65.55497,"0","0","0","0",,P,"0"
"0","0","0","0",322.97022,"0","0","0","0",,P,"0"
"0","0","0","0",338.81152,"0","0","0","0",,P,"0"
"0","0","0","0",146.16155,"0","0","0","0",,P,"0"
"0","0","0","0",339.80666,"0","0","0","0",,P,"0"
"0","0","0","0",19.02630,"0","0","0","0",,P,"0"
"0","0","0","0",104.81727,"0","0","0","0",,P,"0"
"0","0","0","0",298.13689,"0","0","0","0",,P,"0"
"0","0","0","0",97.80081,"0","0","0","0",,P,"0"
"0","0","0","0",443.72388,"0","0","0","0",,P,"0"
"0","0","0","0",238.09394,"0","0","0","0",,P,"0"
"0","0","0","0",717.58316,"0","0","0","0",,P,"1"
"0","0","0","0",353.33078,"0","0","0","0",,P,"0"
"0","0","0","0",209.65453,"0","0","0","0",,P,"0"
"0","0","0","0",389.37101,"0","0","0","0",,P,"0"
"0","0","0","0",583.46803,"0","0","0","0",,P,"1"
"0","0","0","0",97.85864,"0","0","0","0",,P,"0"
"0","0","0","0",137.05283,"0","0","0","0",,P,"0"
"0","0","0","0",344.61087,"0","0","0","0",,P,"0"
"0","0","0","0",409.83337,"0","0","0","0",,P,"0"
"0","0","0","0",55.10558,"0","0","0","0",,P,"0"
"0","0","0","0",439.33419,"0","0","0","0",,P,"0"
"0","0","0","0",381.27490,"0","0","0","0",,P,"0"
"0","0","0","0",278.62757,"0","0","0","0",,P,"0"
"0","0","0","0",289.91763,"0","0","0","0",,P,"0"
"0","0","0","0",228.24396,"0","0","0","0",,P,"0"
"0","0","0","0",645.71626,"0","0","0","0",,P,"1"
"0","0","0","0",483.59005,"0","0","0","0",,P,"0"
"0","0","0","0",318.57379,"0","0","0","0",,P,"0"
"0","0","0","0",204.95370,"0","0","0","0",,P,"0"
"0","0","0","0",373.35699,"0","0","0","0",,P,"0"
"0","0","0","0",321.64666,"0","0","0","0",,P,"0"
"0","0","0","0",116.39057,"0","0","0","0",,P,"0"
"0","0","0","0",285.05458,"0","0","0","0",,P,"0"
"0","0","0","0",187.64164,"0","0","0","0",,P,"0"
"0","0","0","0",13.53756,"0","0","0","0",,P,"0"
"0","0","0","0",136.73144,"0","0","0","0",,P,"0"
"0","0","0","0",54.54980,"0","0","0","0",,P,"0"
"0","0","0","0",86.51354,"0","0","0","0",,P,"0"
"0","0","0","0",290.82145,"0","0","0","0",,P,"0"
"0","0","0","0",332.08423,"0","0","0","0",,P,"0"
"0","0","0","0",959.32089,"0","0","0","0",,P,"1"
"0","0","0","0",60.33478,"0","0","0","0",,P,"0"
"0","0","0","0",173.28107,"0","0","0","0",,P,"0"
"0","0","0","0",850.42408,"0","0","0","0",,P,"1"
"0","0","0","0",421.61634,"0","0","0","0",,P,"0"
"0","0","0","0",2352.33941,"0","0","0","0",,P,"2"
"0","0","0","0",126.25237,"0","0","0","0",,P,"0"
"0","0","0","0",290.66169,"0","0","0","0",,P,"0"
"0","0","0","0",274.86734,"0","0","0","0",,P,"0"
"0","0","0","0",162.22036,"0","0","0","0",,P,"0"
"0","0","0","0",10.05609,"0","0","0","0",,P,"0"
"0","0","0","0",182.62459,"0","0","0","0",,P,"0"
"0","0","0","0",12.27867,"0","0","0","0",,P,"0"
"0","0","0","0",327.28217,"0","0","0","0",,P,"0"
"0","0","0","0",61.28104,"0","0","0","0",,P,"0"
"0","0","0","0",2.69995,"0","0","0","0",,P,"0"
"0","0","0","0",359.09455,"0","0","0","0",,P,"0"
"0","0","0","0",82.62301,"0","0","0","0",,P,"0"
"0","0","0","0",376.30937,"0","0","0","0",,P,"0"
"0","0","0","0",307.95645,"0","0","0","0",,P,"0"
"0","0","0","0",95.01823,"0","0","0","0",,P,"0"
"0","0","0","0",414.80479,"0","0","0","0",,P,"0"
"0","0","0","0",525.92427,"0","0","0","0",,P,"1"
"0","0","0","0",116.63151,"0","0","0","0",,P,"0"
"0","0","0","0",140.62124,"0","0","0","0",,P,"0"
"0","0","0","0",409.68633,"0","0","0","0",,P,"0"
"0","0","0","0",596.19794,"0","0","0","0",,P,"1"
"0","0","0","0",280.06141,"0","0","0","0",,P,"0"
"0","0","0","0",135.42415,"0","0","0","0",,P,"0"
"0","0","0","0",120.57714,"0","0","0","0",,P,"0"
"0","0","0","0",225.14763,"0","0","0","0",,P,"0"
"0","0","0","0",212.26338,"0","0","0","0",,P,"0"
"0","0","0","0",44.67197,"0","0","0","0",,P,"0"
"0","0","0","0",273.02900,"0","0","0","0",,P,"0"
"0","0","0","0",62.30984,"0","0","0","0",,P,"0"
"0","0","0","0",66.96644,"0","0","0","0",,P,"0"
"0","0","0","0",102.91043,"0","0","0","0",,P,"0"
"0","0","0","0",207.14138,"0","0","0","0",,P,"0"
"0","0","0","0",448.25787,"0","0","0","0",,P,"0"
"0","0","0","0",48.71068,"0","0","0","0",,P,"0"
"0","0","0","0",389.00047,"0","0","0","0",,P,"0"
"0","0","0","0",77.91419,"0","0","0","0",,P,"0"
"0","0","0","0",66.24744,"0","0","0","0",,P,"0"
"0","0","0","0",233.68599,"0","0","0","0",,P,"0"
"0","0","0","0",55.27645,"0","0","0","0",,P,"0"
"0","0","0","0",210.62204,"0","0","0","0",,P,"0"
"0","0","0","0",274.61030,"0","0","0","0",,P,"0"
"0","0","0","0",118.50697,"0","0","0","0",,P,"0"
"0","0","0","0",1208.37272,"0","0","0","0",,P,"1"
"0","0","0","0",165.48074,"0","0","0","0",,P,"0"
"0","0","0","0",102.53134,"0","0","0","0",,P,"0"
"0","0","0","0",84.59976,"0","0","0","0",,P,"0"
"0","0","0","0",61.99244,"0","0","0","0",,P,"0"
"0","0","0","0",131.91983,"0","0","0","0",,P,"0"
"0","0","0","0",92.59475,"0","0","0","0",,P,"0"
"0","0","0","0",132.47911,"0","0","0","0",,P,"0"
"0","0","0","0",191.59380,"0","0","0","0",,P,"0"
"0","0","0","0",199.37737,"0","0","0","0",,P,"0"
"0","0","0","0",490.09408,"0","0","0","0",,P,"0"
"0","0","0","0",63.58116,"0","0","0","0",,P,"0"
"0","0","0","0",46.74335,"0","0","0","0",,P,"0"
"0","0","0","0",453.25005,"0","0","0","0",,P,"0"
"0","0","0","0",165.30275,"0","0","0","0",,P,"0"
"0","0","0","0",199.83556,"0","0","0","0",,P,"0"
"0","0","0","0",178.51858,"0","0","0","0",,P,"0"
"0","0","0","0",397.08026,"0","0","0","0",,P,"0"
"0","0","0","0",51.29666,"0","0","0","0",,P,"0"
"0","0","0","0",215.27080,"0","0","0","0",,P,"0"
"0","0","0","0",896.73898,"0","0","0","0",,P,"1"
"0","0","0","0",31.14482,"0","0","0","0",,P,"0"
"0","0","0","0",1203.98927,"0","0","0","0",,P,"1"
"0","0","0","0",295.81847,"0","0","0","0",,P,"0"
"0","0","0","0",1793.82252,"0","0","0","0",,P,"2"
"0","0","0","0",282.15168,"0","0","0","0",,P,"0"
"0","0","0","0",107.12640,"0","0","0","0",,P,"0"
"0","0","0","0",14.06736,"0","0","0","0",,P,"0"
"0","0","0","0",288.10309,"0","0","0","0",,P,"0"
"0","0","0","0",314.79684,"0","0","0","0",,P,"0"
"0","0","0","0",229.90164,"0","0","0","0",,P,"0"
"0","0","0","0",48.33934,"0","0","0","0",,P,"0"
"0","0","0","0",52.23598,"0","0","0","0",,P,"0"
"0","0","0","0",98.13286,"0","0","0","0",,P,"0"
"0","0","0","0",295.66059,"0","0","0","0",,P,"0"
"0","0","0","0",55.06265,"0","0","0","0",,P,"0"
"0","0","0","0",49.08542,"0","0","0","0",,P,"0"
"0","0","0","0",167.42335,"0","0","0","0",,P,"0"
"0","0","0","0",134.07699,"0","0","0","0",,P,"0"
"0","0","0","0",870.95078,"0","0","0","0",,P,"1"
"0","0","0","0",209.59261,"0","0","0","0",,P,"0"
"0","0","0","0",117.46451,"0","0","0","0",,P,"0"
"0","0","0","0",75.37168,"0","0","0","0",,P,"0"
"0","0","0","0",425.06917,"0","0","0","0",,P,"0"
"0","0","0","0",367.89715,"0","0","0","0",,P,"0"
"0","0","0","0",18.29276,"0","0","0","0",,P,"0"
"0","0","0","0",124.24507,"0","0","0","0",,P,"0"
"0","0","0","0",135.38230,"0","0","0","0",,P,"0"
"0","0","0","0",363.26820,"0","0","0","0",,P,"0"
"0","0","0","0",297.42111,"0","0","0","0",,P,"0"
"0","0","0","0",45.58684,"0","0","0","0",,P,"0"
"0","0","0","0",467.19431,"0","0","0","0",,P,"0"
"0","0","0","0",198.18694,"0","0","0","0",,P,"0"
"0","0","0","0",53.15382,"0","0","0","0",,P,"0"
"0","0","0","0",45.03905,"0","0","0","0",,P,"0"
"0","0","0","0",46.02801,"0","0","0","0",,P,"0"
"0","0","0","0",47.52043,"0","0","0","0",,P,"0"
"0","0","0","0",47.96352,"0","0","0","0",,P,"0"
"0","0","0","0",794.28864,"0","0","0","0",,P,"1"
"0","0","0","0",41.67883,"0","0","0","0",,P,"0"
"0","0","0","0",65.82743,"0","0","0","0",,P,"0"
"0","0","0","0",211.33461,"0","0","0","0",,P,"0"
"0","0","0","0",7.37500,"0","0","0","0",,P,"0"
"0","0","0","0",480.51475,"0","0","0","0",,P,"0"
"0","0","0","0",7.37500,"0","0","0","0",,P,"0"
"0","0","0","0",20.27169,"0","0","0","0",,P,"0"
"0","0","0","0",857.09205,"0","0","0","0",,P,"1"
"0","0","0","0",145.66902,"0","0","0","0",,P,"0"
"0","0","0","0",98.94169,"0","0","0","0",,P,"0"
"0","0","0","0",51.25211,"0","0","0","0",,P,"0"
"0","0","0","0",414.65278,"0","0","0","0",,P,"0"
"0","0","0","0",733.20952,"0","0","0","0",,P,"1"
"0","0","0","0",114.62655,"0","0","0","0",,P,"0"
"0","0","0","0",877.52359,"0","0","0","0",,P,"1"
"0","0","0","0",69.85527,"0","0","0","0",,P,"0"
"0","0","0","0",298.82082,"0","0","0","0",,P,"0"
"0","0","0","0",424.38207,"0","0","0","0",,P,"0"
"0","0","0","0",166.75713,"0","0","0","0",,P,"0"
"0","0","0","0",805.73746,"0","0","0","0",,P,"1"
"0","0","0","0",500.92998,"0","0","0","0",,P,"1"
"0","0","0","0",28.92798,"0","0","0","0",,P,"0"
"0","0","0","0",46.33927,"0","0","0","0",,P,"0"
"0","0","0","0",331.74840,"0","0","0","0",,P,"0"
"0","0","0","0",70.20531,"0","0","0","0",,P,"0"
"0","0","0","0",247.70446,"0","0","0","0",,P,"0"
"0","0","0","0",51.15849,"0","0","0","0",,P,"0"
"0","0","0","0",49.50951,"0","0","0","0",,P,"0"
"0","0","0","0",48.68922,"0","0","0","0",,P,"0"
"0","0","0","0",27.78404,"0","0","0","0",,P,"0"
"0","0","0","0",15.95514,"0","0","0","0",,P,"0"
"0","0","0","0",279.46860,"0","0","0","0",,P,"0"
"0","0","0","0",670.94901,"0","0","0","0",,P,"1"
"0","0","0","0",690.31196,"0","0","0","0",,P,"1"
"0","0","0","0",118.00690,"0","0","0","0",,P,"0"
"0","0","0","0",401.12015,"0","0","0","0",,P,"0"
"0","0","0","0",552.10075,"0","0","0","0",,P,"1"
"0","0","0","0",886.57528,"0","0","0","0",,P,"1"
"0","0","0","0",94.85830,"0","0","0","0",,P,"0"
"0","0","0","0",98.23645,"0","0","0","0",,P,"0"
"0","0","0","0",58.90100,"0","0","0","0",,P,"0"
"0","0","0","0",135.24811,"0","0","0","0",,P,"0"
"0","0","0","0",259.14697,"0","0","0","0",,P,"0"
"0","0","0","0",196.70169,"0","0","0","0",,P,"0"
"0","0","0","0",70.41407,"0","0","0","0",,P,"0"
"0","0","0","0",115.15222,"0","0","0","0",,P,"0"
"0","0","0","0",187.52514,"0","0","0","0",,P,"0"
"0","0","0","0",708.68633,"0","0","0","0",,P,"1"
"0","0","0","0",274.33879,"0","0","0","0",,P,"0"
"0","0","0","0",350.76834,"0","0","0","0",,P,"0"
"0","0","0","0",231.26991,"0","0","0","0",,P,"0"
"0","0","0","0",158.44643,"0","0","0","0",,P,"0"
"0","0","0","0",929.41231,"0","0","0","0",,P,"1"
"0","0","0","0",233.59821,"0","0","0","0",,P,"0"
"0","0","0","0",8.01561,"0","0","0","0",,P,"0"
"0","0","0","0",755.23929,"0","0","0","0",,P,"1"
"0","0","0","0",83.60284,"0","0","0","0",,P,"0"
"0","0","0","0",185.77026,"0","0","0","0",,P,"0"
"0","0","0","0",293.02468,"0","0","0","0",,P,"0"
"0","0","0","0",74.03525,"0","0","0","0",,P,"0"
"0","0","0","0",182.79518,"0","0","0","0",,P,"0"
"0","0","0","0",606.82943,"0","0","0","0",,P,"1"
"0","0","0","0",70.90192,"0","0","0","0",,P,"0"
"0","0","0","0",53.33323,"0","0","0","0",,P,"0"
"0","0","0","0",93.29324,"0","0","0","0",,P,"0"
"0","0","0","0",222.60550,"0","0","0","0",,P,"0"
"0","0","0","0",506.90176,"0","0","0","0",,P,"1"
"0","0","0","0",324.09114,"0","0","0","0",,P,"0"
"0","0","0","0",1314.91214,"0","0","0","0",,P,"1"
"0","0","0","0",291.44314,"0","0","0","0",,P,"0"
"0","0","0","0",442.04484,"0","0","0","0",,P,"0"
"0","0","0","0",844.11982,"0","0","0","0",,P,"1"
"0","0","0","0",36.76374,"0","0","0","0",,P,"0"
"0","0","0","0",574.07510,"0","0","0","0",,P,"1"
"0","0","0","0",506.15015,"0","0","0","0",,P,"1"
"0","0","0","0",8.38525,"0","0","0","0",,P,"0"
"0","0","0","0",282.40415,"0","0","0","0",,P,"0"
"0","0","0","0",38.62835,"0","0","0","0",,P,"0"
"0","0","0","0",464.12261,"0","0","0","0",,P,"0"
"0","0","0","0",28.47925,"0","0","0","0",,P,"0"
"0","0","0","0",288.30772,"0","0","0","0",,P,"0"
"0","0","0","0",61.90722,"0","0","0","0",,P,"0"
"0","0","0","0",413.65199,"0","0","0","0",,P,"0"
"0","0","0","0",203.81473,"0","0","0","0",,P,"0"
"0","0","0","0",11.75598,"0","0","0","0",,P,"0"
"0","0","0","0",276.37229,"0","0","0","0",,P,"0"
"0","0","0","0",98.47628,"0","0","0","0",,P,"0"
"0","0","0","0",51.04425,"0","0","0","0",,P,"0"
"0","0","0","0",150.17365,"0","0","0","0",,P,"0"
"0","0","0","0",47.63665,"0","0","0","0",,P,"0"
"0","0","0","0",35.58875,"0","0","0","0",,P,"0"
"0","0","0","0",67.32675,"0","0","0","0",,P,"0"
"0","0","0","0",309.01697,"0","0","0","0",,P,"0"
"0","0","0","0",36.33215,"0","0","0","0",,P,"0"
"0","0","0","0",671.22467,"0","0","0","0",,P,"1"
"0","0","0","0",126.18376,"0","0","0","0",,P,"0"
"0","0","0","0",189.47797,"0","0","0","0",,P,"0"
"0","0","0","0",1164.86957,"0","0","0","0",,P,"1"
"0","0","0","0",48.79629,"0","0","0","0",,P,"0"
"0","0","0","0",55.78152,"0","0","0","0",,P,"0"
"0","0","0","0",690.54306,"0","0","0","0",,P,"1"
"0","0","0","0",100.47605,"0","0","0","0",,P,"0"
"0","0","0","0",79.06286,"0","0","0","0",,P,"0"
"0","0","0","0",20.62244,"0","0","0","0",,P,"0"
"0","0","0","0",39.66106,"0","0","0","0",,P,"0"
"0","0","0","0",1543.90014,"0","0","0","0",,P,"2"
"0","0","0","0",160.18081,"0","0","0","0",,P,"0"
"0","0","0","0",93.52676,"0","0","0","0",,P,"0"
"0","0","0","0",1111.10943,"0","0","0","0",,P,"1"
"0","0","0","0",108.25065,"0","0","0","0",,P,"0"
"0","0","0","0",178.37347,"0","0","0","0",,P,"0"
"0","0","0","0",35.16568,"0","0","0","0",,P,"0"
"0","0","0","0",112.92588,"0","0","0","0",,P,"0"
"0","0","0","0",106.05724,"0","0","0","0",,P,"0"
"0","0","0","0",683.70982,"0","0","0","0",,P,"1"
"0","0","0","0",107.67565,"0","0","0","0",,P,"0"
"0","0","0","0",65.55011,"0","0","0","0",,P,"0"
"0","0","0","0",56.82432,"0","0","0","0",,P,"0"
"0","0","0","0",39.47309,"0","0","0","0",,P,"0"
"0","0","0","0",126.28784,"0","0","0","0",,P,"0"
"0","0","0","0",481.94482,"0","0","0","0",,P,"0"
"0","0","0","0",119.69927,"0","0","0","0",,P,"0"
"0","0","0","0",115.44503,"0","0","0","0",,P,"0"
"0","0","0","0",63.66152,"0","0","0","0",,P,"0"
"0","0","0","0",317.27298,"0","0","0","0",,P,"0"
"0","0","0","0",658.44501,"0","0","0","0",,P,"1"
"0","0","0","0",97.11678,"0","0","0","0",,P,"0"
"0","0","0","0",262.28161,"0","0","0","0",,P,"0"
"0","0","0","0",582.19771,"0","0","0","0",,P,"1"
"0","0","0","0",130.55758,"0","0","0","0",,P,"0"
"0","0","0","0",107.42426,"0","0","0","0",,P,"0"
"0","0","0","0",56.66986,"0","0","0","0",,P,"0"
