id_t_voyage;id_ligne;sens;t_depart
2308;272;r;06:50
2309;272;r;12:35
2395;140;a;12:00
2393;140;a;06:00
2394;140;a;09:00
2396;140;a;17:00
2397;140;a;18:00
1721;305;r;06:30
1722;305;r;09:30
1723;305;r;13:10
1724;305;r;17:30
1725;305;r;18:30
2322;133;a;12:45
2321;133;a;11:55
2320;133;a;08:55
2319;133;a;07:55
2316;133;a;06:45
2318;133;a;07:25
2317;133;a;07:05
2323;133;a;13:05
2324;133;a;13:20
2325;133;a;13:55
2326;133;a;14:55
2327;133;a;15:45
2328;133;a;16:55
2329;133;a;17:55
1751;301;r;07:20
1752;301;r;07:40
1753;301;r;08:00
1754;301;r;08:30
1755;301;r;09:30
1756;301;r;12:30
1757;301;r;13:20
1758;301;r;13:40
1759;301;r;13:55
1760;301;r;14:30
1761;301;r;15:30
1762;301;r;16:20
1763;301;r;17:30
1764;301;r;18:30
1812;51;a;06:50
1813;51;a;17:00
1814;51;a;18:00
2569;35;a;17:00
2570;35;a;18:00
2568;35;a;12:00
2567;35;a;07:00
2566;35;a;06:00
1729;306;r;06:30
1730;306;r;07:30
1731;306;r;13:15
1732;306;r;17:30
1733;306;r;18:30
2105;138;a;06:00
2108;138;a;11:00
2107;138;a;08:00
2106;138;a;07:00
2109;138;a;12:00
2110;138;a;14:00
2111;138;a;17:00
2112;138;a;18:00
2232;283;r;06:20
2233;283;r;07:20
2234;283;r;08:20
2235;283;r;11:20
2236;283;r;12:20
2237;283;r;14:20
2238;283;r;17:20
2239;283;r;18:20
1946;127;a;06:30
1945;127;a;06:00
1950;127;a;09:10
1949;127;a;08:10
1948;127;a;07:30
1947;127;a;07:10
3006;127;a;17:30
1951;127;a;10:10
1952;127;a;11:10
1953;127;a;11:45
1954;127;a;12:30
1955;127;a;12:10
1956;127;a;13:10
1957;127;a;13:30
1958;127;a;14:10
1959;127;a;15:10
3258;127;a;18:10
3007;264;r;18:20
3008;264;r;00:00
2330;264;r;06:15
2331;264;r;06:20
2332;264;r;06:45
2333;264;r;08:20
2334;264;r;09:20
2335;264;r;10:20
2336;264;r;11:20
2337;264;r;12:10
2338;264;r;12:25
2339;264;r;12:45
2340;264;r;13:20
2341;264;r;13:40
2342;264;r;14:20
2343;264;r;15:20
2344;264;r;16:20
2345;264;r;17:45
1821;16;a;10:30
1820;16;a;09:00
1819;16;a;05:30
1822;16;a;15:00
1824;16;a;00:00
1825;16;a;00:00
1826;16;a;00:00
2353;183;r;07:00
2354;183;r;11:00
2355;183;r;14:00
2356;183;r;17:30
2357;183;r;00:00
2358;183;r;00:00
1817;79;a;06:00
2591;79;a;12:30
3364;373;a;12:30
2359;184;r;07:45
2592;184;r;00:00
2876;314;a;07:00
2877;314;a;13:30
3259;314;a;17:10
3365;374;a;07:00
3366;374;a;17:10
2878;315;r;00:00
2879;315;r;00:00
3367;375;r;08:30
3368;375;r;18:30
1961;78;a;05:40
1966;78;a;10:15
1965;78;a;09:15
1964;78;a;08:15
1963;78;a;07:00
1962;78;a;06:00
2939;335;a;00:00
2936;335;a;00:00
2934;335;a;00:00
2935;335;a;00:00
2933;335;a;00:00
2938;335;a;00:00
2937;335;a;00:00
2999;78;a;00:00
3000;78;a;00:00
3001;78;a;00:00
1967;78;a;11:15
1968;78;a;13:00
1969;78;a;14:30
1970;78;a;16:15
1971;78;a;17:15
1972;78;a;18:30
3002;219;r;18:00
3003;219;r;18:45
3004;219;r;20:00
2361;219;r;07:15
2362;219;r;07:30
2363;219;r;08:00
2364;219;r;08:30
2365;219;r;09:45
2366;219;r;11:00
2367;219;r;12:00
2368;219;r;13:00
2369;219;r;14:00
2370;219;r;14:30
2371;219;r;16:00
2372;219;r;17:30
2944;336;r;00:00
2943;336;r;00:00
2942;336;r;00:00
2941;336;r;00:00
2940;336;r;00:00
2945;336;r;00:00
2946;336;r;00:00
1973;91;a;06:45
1974;91;a;12:30
1975;91;a;15:30
2373;218;r;07:30
2374;218;r;12:00
2375;218;r;18:00
2185;43;a;13:00
2184;43;a;05:15
2186;43;a;17:20
2593;294;r;18:10
2260;294;r;06:15
2261;294;r;14:00
2013;102;a;06:00
3284;102;a;00:00
3285;102;a;00:00
2900;103;a;16:45
3291;103;a;00:00
2030;50;a;07:00
2031;50;a;08:00
2032;50;a;11:00
2033;50;a;12:00
2034;50;a;14:00
2035;50;a;17:00
2036;50;a;18:00
2310;276;r;07:20
2311;276;r;08:20
2312;276;r;11:20
2313;276;r;13:20
2314;276;r;14:30
2315;276;r;17:30
2187;67;a;06:00
2189;67;a;12:00
2188;67;a;08:00
2190;67;a;16:00
2191;67;a;17:15
2291;296;r;07:15
2292;296;r;08:30
2293;296;r;14:40
2294;296;r;16:40
2606;296;r;18:15
2192;64;a;07:15
2193;64;a;12:00
2195;64;a;16:00
2196;64;a;17:00
2295;297;r;07:35
2296;297;r;13:00
2297;297;r;16:30
2298;297;r;17:30
2198;148;a;07:30
2197;148;a;06:30
2199;148;a;13:30
2200;148;a;16:10
2201;148;a;17:15
2303;299;r;07:00
2304;299;r;08:00
2305;299;r;14:00
2306;299;r;16:50
2307;299;r;18:00
2573;143;a;15:00
2572;143;a;12:00
2571;143;a;06:00
2574;143;a;17:00
2575;143;a;18:00
2021;307;r;06:50
2022;307;r;12:50
2023;307;r;15:50
2024;307;r;17:50
2025;307;r;18:50
2037;74;a;06:00
2039;74;a;11:15
3292;74;a;15:30
3345;365;a;11:15
3346;365;a;15:30
3110;217;r;17:30
2378;217;r;08:00
2379;217;r;13:00
3347;366;r;13:00
3348;366;r;17:30
2128;40;a;06:00
2125;98;a;06:20
3104;98;a;09:15
3283;98;a;13:30
3098;344;a;07:00
3106;344;a;00:00
3100;344;a;15:30
3109;344;a;00:00
3099;344;a;12:30
3332;359;a;12:30
3333;359;a;15:30
3102;345;r;14:00
3101;345;r;09:00
3103;345;r;17:00
3108;345;r;00:00
3107;345;r;00:00
3334;360;r;14:00
3335;360;r;17:00
3432;384;a;06:20
3433;384;a;07:00
3434;384;a;09:15
3435;384;a;10:15
3436;384;a;13:30
3437;384;a;14:00
3438;385;a;06:20
3439;385;a;07:00
3440;385;a;09:15
3441;385;a;10:15
3442;385;a;14:00
3462;384;a;17:00
3463;385;a;17:00
3443;386;r;07:50
3444;386;r;09:30
3445;386;r;10:00
3446;386;r;11:00
3447;386;r;12:00
3448;387;r;07:50
3449;387;r;10:00
3450;387;r;11:00
3451;387;r;12:00
3454;386;r;15:30
3455;387;r;15:00
3464;386;r;18:30
3465;387;r;18:30
3452;388;a;06:00
3453;389;r;15:30
2203;147;a;07:00
2202;147;a;06:00
2204;147;a;16:00
2205;147;a;17:15
2346;300;r;06:30
2347;300;r;07:40
2348;300;r;16:40
2607;300;r;18:00
2135;99;a;12:00
2134;99;a;08:00
2133;99;a;06:20
2137;99;a;18:00
2136;99;a;16:30
2913;243;r;00:00
3097;100;a;08:00
3096;100;a;07:30
2576;242;r;07:30
3095;242;r;08:00
2206;113;a;06:00
2382;310;r;12:00
2051;141;a;06:45
2052;141;a;12:00
2053;141;a;16:45
2054;141;a;18:00
2584;278;r;07:15
2585;278;r;13:15
2586;278;r;17:30
2587;278;r;18:30
2142;107;r;09:00
3513;107;r;00:00
2376;241;r;18:30
2377;241;r;15:00
3286;240;r;18:30
3287;240;r;00:00
3288;240;r;00:00
