OBJECTID_1;OBJECTID;Code_Fiche;nb_annee;Code_Ligne;Pk;libelle;code_famil;code_sous_;Code_immob;Date_Aquis;Date_MS;Amrt_Cumul;Montant_br;Date_affec;Dt_Cession;emplacemen;nat_dos;dossier;Zone;direction;etat_resea;inventoria;PK_PN;Code_PN;Etat;X;Y;Code_Categ;Code_mere;Unite_d_af;Caracteris;Detail_emp
12;1135;18882;20;22;19,688;PN PK 19+688 , L 22;22251110;22251110;251800639;2008-01-01T00:00:00.000;2008-01-01T00:00:00.000;3776.344;9440.839;;;C;11;527;3;0;E;1;19.688;P 70;Nouveau;10.7892675862;35.7556335285; ; ;0; ;0
13;319;18095;1;5;164,38;PASSAGE A NIVEAU PK 164+380 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020284;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;164.38;P 78;Nouveau;10.6212507097;35.6314426556; ; ;0; ;0
14;1108;17895;20;22;35,132;PASSAGE A NIVEAU PK 35+132 SECTION  C092 LIGNE 22 Double Voie;22251110;22251110;251020349;1988-07-01T00:00:00.000;1988-07-01T00:00:00.000;13603.708;13603.708;;;C;11;207;3;0;E;1;35.132;P 81;Nouveau;10.8199471234;35.7501504023; ; ;0; ;0
15;233;17030;20;5;94,069;PASSAGE A NIVEAU PK 94+069 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020221;1991-05-01T00:00:00.000;1991-05-01T00:00:00.000;49937.616;49937.616;;;C;11;297;3;0;E;1;94.069;P 84;Nouveau;10.4177515894;36.1647929911; ; ;0; ;0
16;294;17621;1;5;99,15;PASSAGE A NIVEAU PK 99+150 SECTION  C073 LIGNE 21 Voie Unique;22251110;22251110;251021039;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;99.15;P 87;Nouveau;10.3831508125;36.1295139693; ; ;0; ;0
17;264;17461;1;5;111,5;PASSAGE A NIVEAU PK 111+501 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020228;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;111.5;P 98;Nouveau;10.3700667384;36.020026062; ; ;0; ;0
18;344;18485;20;5;160,436;PN AU PK 160+436 , L 5;22251110;22251110;251800443;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;160.436;P 105;Nouveau;10.6105177947;35.6655147948; ; ;0; ;0
19;1096;17378;20;22;11,92;PASSAGE A NIVEAU PK 11+920 SECTION  C090 LIGNE 22 double voie;22251110;22251110;251020336;1999-11-01T00:00:00.000;1999-11-01T00:00:00.000;10996.636;13603.708;;;C;11;207;3;0;E;1;11.92;P 109;Nouveau;10.725066273;35.7556371907; ; ;0; ;0
20;302;18078;1;5;153,52;PASSAGE A NIVEAU PK 153+525 SECTION  C033 LIGNE 5 voie Unique;22251110;22251110;251020267;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;153.52;P 114;Nouveau;10.598053099;35.7266796743; ; ;0; ;0
21;326;18177;1;5;172,36;PASSAGE A NIVEAU PK 172+369 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020290;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;172.36;P 117;Nouveau;10.6398546064;35.5636452742; ; ;0; ;0
22;447;35168;1;5;89,75;PASSAGE A NIVEAU PK 89+750 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020217;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;89.75;P 126;Nouveau;10.4194919035;36.2032198844; ; ;0; ;0
23;272;17548;20;5;122;PASSAGE A NIVEAU PK 122+003 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020236;1995-12-01T00:00:00.000;1995-12-01T00:00:00.000;49937.616;49937.616;;;C;11;297;3;0;E;1;122;P 128;Nouveau;10.4510522675;35.953413458; ; ;0; ;0
24;886;16489;20;12;1,85;PASSAGE A NIVEAU PK 1+850 SECTION  C036 LIGNE 12 double voie;22251110;22251110;251020617;1992-01-01T00:00:00.000;1992-01-01T00:00:00.000;23905.188;23905.188;;;C;11;166;5;0;E;1;1.85;P 134;Nouveau;10.5871073067;35.8261293413; ; ;0; ;0
25;267;17543;1;5;115,89;PASSAGE A NIVEAU PK 115+897 SECTION  C031 LIGNE 5 en gare;22251110;22251110;251020231;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;115.89;P 135;Nouveau;10.3989709384;35.9882443868; ; ;0; ;0
26;231;17028;1;5;92,762;PASSAGE A NIVEAU PK 92+762 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020219;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;92.762;P 139;Nouveau;10.4204011633;36.1762827111; ; ;0; ;0
27;285;17561;1;5;136,74;PASSAGE A NIVEAU PK 136+747 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020250;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;136.74;P 142;Nouveau;10.559628443;35.8634599675; ; ;0; ;0
28;223;17020;1;5;80,048;PASSAGE A NIVEAU PK 80+048 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020210;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;80.048;P 149;Nouveau;10.4449907881;36.2877354855; ; ;0; ;0
29;362;18873;20;5;89,75;PN PK 89+750 , L 5;22251110;22251110;251800629;2008-01-01T00:00:00.000;2008-01-01T00:00:00.000;3776.344;9440.839;;;C;11;527;3;0;E;1;89.75;P 158;Nouveau;10.4194919035;36.2032198844; ; ;0; ;0
30;1114;17901;20;22;42,016;PASSAGE A NIVEAU PK 42+016 SECTION  C092 LIGNE 22 Voie Unique;22251110;22251110;251020356;1999-04-01T00:00:00.000;1999-04-01T00:00:00.000;11395.429;13603.708;;;C;11;207;3;0;E;1;42.016;P 163;Nouveau;10.8212351471;35.7482709799; ; ;0; ;0
31;283;17559;1;5;135,91;PASSAGE A NIVEAU PK 135+913 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020248;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;135.91;P 168;Nouveau;10.552693519;35.8683464451; ; ;0; ;0
32;460;38086;1;5;134,47;PASSAGE A NIVEAU PK 134+470 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020246;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;134.47;P 175;Nouveau;10.5456506372;35.8797070359; ; ;0; ;0
33;270;17546;1;5;118,6;PASSAGE A NIVEAU PK 118+600 SECTION  C031 LIGNE 5 en gare;22251110;22251110;251020234;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;118.6;P 182;Nouveau;10.4216614708;35.9724647931; ; ;0; ;0
34;1113;17900;1;22;40,48;PASSAGE A NIVEAU PK 40+480 SECTION  C092 LIGNE 22 double voie;22251110;22251110;251020355;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;40.48;P 200;Nouveau;10.8206658283;35.7492439475; ; ;0; ;0
35;860;15596;1;12;17,95;PASSAGE A NIVEAU PK 17+950 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020630;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;17.95;P 209;Nouveau;10.6111460341;35.7495867656; ; ;0; ;0
36;1127;17993;1;22;63,428;PASSAGE A NIVEAU PK 63+428 SECTION  C093 LIGNE 22 Voie Unique;22251110;22251110;251020369;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;63.428;P 210;Nouveau;11.0301391502;35.5082759496; ; ;0; ;0
37;297;17651;20;5;147,728;PASSAGE A NIVEAU PK 147+728 SECTION  C032 LIGNE 5 voie Unique;22251110;22251110;251020262;1978-09-01T00:00:00.000;1978-09-01T00:00:00.000;24968.808;24968.808;;;C;11;297;3;0;E;1;147.728;P 217;Nouveau;10.5800958787;35.7711206109; ; ;0; ;0
38;1130;18491;20;22;19,688;PN AU PK 19+688 , L 22;22251110;22251110;251800449;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;19.688;P 242;Nouveau;10.7892675862;35.7556335285; ; ;0; ;0
39;316;18092;20;5;162,49;PASSAGE A NIVEAU PK 162+496 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020281;1989-11-01T00:00:00.000;1989-11-01T00:00:00.000;24968.808;24968.808;;;C;11;297;3;0;E;1;162.49;P 249;Nouveau;10.6162202016;35.6475912665; ; ;0; ;0
40;1124;17911;20;22;60,945;PASSAGE A NIVEAU PK 60+945 SECTION  C093 LIGNE 22 Voie Unique;22251110;22251110;251020366;1988-03-01T00:00:00.000;1988-03-01T00:00:00.000;13603.708;13603.708;;;C;11;207;3;0;E;1;60.945;P 253;Nouveau;11.0298235067;35.5279345152; ; ;0; ;0
41;235;17032;1;5;97,48;PASSAGE A NIVEAU PK 97+480 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020223;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;97.48;P 256;Nouveau;10.3912099258;36.1428583363; ; ;0; ;0
42;275;17551;1;5;126,02;PASSAGE A NIVEAU PK 126+024 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020239;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;126.02;P 259;Nouveau;10.4887683386;35.93524256; ; ;0; ;0
43;228;17025;20;5;86,988;PASSAGE A NIVEAU PK 86+988 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020215;1999-12-01T00:00:00.000;1999-12-01T00:00:00.000;40162.139;49937.616;;;C;11;297;3;0;E;1;86.988;P 266;Nouveau;10.4271096105;36.227107456; ; ;0; ;0
44;289;17565;20;5;138,59;PASSAGE A NIVEAU PK 138+596 SECTION  C031 LIGNE 5 voie Unique;22251110;22251110;251020254;1977-05-01T00:00:00.000;1977-05-01T00:00:00.000;24968.808;24968.808;;;C;11;297;3;0;E;1;138.59;P 273;Nouveau;10.5629677477;35.8473227103; ; ;0; ;0
45;861;15597;1;12;19,08;PASSAGE A NIVEAU PK 19+080 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020631;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;19.08;P 293;Nouveau;10.605568417;35.7404873521; ; ;0; ;0
46;367;18878;20;5;168,751;PN PK 168+751 , L 5;22251110;22251110;251800634;2008-01-01T00:00:00.000;2008-01-01T00:00:00.000;3776.344;9440.839;;;C;11;527;3;0;E;1;168.751;P 299;Nouveau;10.6285649884;35.5945920346; ; ;0; ;0
47;1103;17890;1;22;27,05;PASSAGE A NIVEAU PK 27+050 SECTION  C090 LIGNE 22 double voie;22251110;22251110;251020344;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;27.05;P 306;Nouveau;10.8074038134;35.7584703637; ; ;0; ;0
48;237;17034;1;5;107,6;PASSAGE A NIVEAU PK 107+600 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020226;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;107.6;P 309;Nouveau;10.3692060992;36.0543113704; ; ;0; ;0
49;279;17555;20;5;132,75;PASSAGE A NIVEAU PK 132+752 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020243;1984-05-01T00:00:00.000;1984-05-01T00:00:00.000;49937.616;49937.616;;;C;11;297;3;0;E;1;132.75;P 313;Nouveau;10.5350447216;35.8922179168; ; ;0; ;0
50;1158;21628;20;22;47,35;PN PK 47+350 , L 22;22251110;22251110;251800955;2009-04-01T00:00:00.000;2009-04-01T00:00:00.000;69777.759;206644.064;;;C;11;527;3;0;E;1;47.35;P 319;Nouveau;10.8213815583;35.7435672244; ; ;0; ;0
51;417;21620;20;5;136,75;PN PK 136+750 , L 5;22251110;22251110;251800947;2009-05-01T00:00:00.000;2009-05-01T00:00:00.000;76343.143;228872.708;;;C;11;527;3;0;E;1;136.75;P 330;Nouveau;10.5597000785;35.8633911896; ; ;0; ;0
52;1045;17750;1;18;162,5;PASSAGE A NIVEAU PK 162+500 SECTION  C069 LIGNE 18 Voie Unique;22251110;22251110;251020171;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;162.5;P 331;Nouveau;10.653212937;35.6648283197; ; ;0; ;0
53;1117;17904;1;22;47,35;PASSAGE A NIVEAU PK 47+350 SECTION  C093 LIGNE 22 Voie Unique;22251110;22251110;251020359;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;47.35;P 339;Nouveau;10.8213815583;35.7435672244; ; ;0; ;0
54;308;18084;1;5;157,41;PASSAGE A NIVEAU PK 157+415 SECTION  C033 LIGNE 5 voie Unique;22251110;22251110;251020273;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;157.41;P 344;Nouveau;10.6039044086;35.692256481; ; ;0; ;0
55;342;18483;20;5;133,994;PN AU PK 133+994 , L 5;22251110;22251110;251800441;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;133.994;P 351;Nouveau;10.5423309754;35.8830195015; ; ;0; ;0
56;1132;18709;20;22;59,231;PN AU PK 59+231 , L 22;22251110;22251110;251800451;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;59.231;P 356;Nouveau;11.0244179249;35.5426161417; ; ;0; ;0
57;307;18083;20;5;157,08;PASSAGE A NIVEAU PK 157+086 SECTION  C033 LIGNE 5 voie Unique;22251110;22251110;251020272;1978-01-01T00:00:00.000;1978-01-01T00:00:00.000;24968.808;24968.808;;;C;11;297;3;0;E;1;157.08;P 361;Nouveau;10.6032109217;35.6951773817; ; ;0; ;0
58;325;18176;1;5;170,15;PASSAGE A NIVEAU PK 170+152 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020289;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;170.15;P 364;Nouveau;10.6310787495;35.582149357; ; ;0; ;0
59;1121;17908;20;22;53,666;PASSAGE A NIVEAU PK 53+666 SECTION  C093 LIGNE 22 Voie Unique;22251110;22251110;251020363;1999-05-01T00:00:00.000;1999-05-01T00:00:00.000;11339.524;13603.708;;;C;11;207;3;0;E;1;53.666;P 367;Nouveau;11.0118640299;35.5902703525; ; ;0; ;0
60;236;17033;20;5;102,6;PASSAGE A NIVEAU PK 102+600 SECTION  C031 LIGNE 5 Double Voie;22251110;22251110;251020225;1997-07-01T00:00:00.000;1997-07-01T00:00:00.000;46202.537;49937.616;;;C;11;297;3;0;E;1;102.6;P 371;Nouveau;10.3764084187;36.0990082548; ; ;0; ;0
61;449;35174;1;5;140,784;PASSAGE A NIVEAU PK 140+784 SECTION  C031 LIGNE 5 voie Unique;22251110;22251110;251020256;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;140.784;P 373;Nouveau;10.5651941868;35.8287574685; ; ;0; ;0
62;300;17654;1;5;124,839;PASSAGE A NIVEAU PK 124+839 SECTION  C007 LIGNE TA Voie Unique;22251110;22251110;251020850;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;1;0;E;1;124.839;P 375;Nouveau;10.4768478275;35.9396460944; ; ;0; ;0
63;888;16491;20;12;6,025;PASSAGE A NIVEAU PK 6+025 SECTION  C036 LIGNE 12 double voie;22251110;22251110;251020619;1992-01-01T00:00:00.000;1992-01-01T00:00:00.000;23905.188;23905.188;;;C;11;166;5;0;E;1;6.025;P 383;Nouveau;10.6291739981;35.8350415573; ; ;0; ;0
64;415;21618;20;5;122,002;PN PK 122+002 , L 5;22251110;22251110;251800945;2010-03-01T00:00:00.000;2010-03-01T00:00:00.000;60803.762;208290.63;;;C;11;527;3;0;E;1;122.002;P 387;Nouveau;10.451066937;35.953399935; ; ;0; ;0
65;1107;17894;20;22;34,632;PASSAGE A NIVEAU PK 34+632 SECTION  C092 LIGNE 22 Double Voie;22251110;22251110;251020348;2000-07-01T00:00:00.000;2000-07-01T00:00:00.000;10544.726;13603.708;;;C;11;207;3;0;E;1;34.632;P 394;Nouveau;10.8198947582;35.7502079135; ; ;0; ;0
66;299;17653;20;5;151,114;PASSAGE A NIVEAU PK 151+114 SECTION  C033 LIGNE 5+22 triple voie;22251110;22251110;251020265;1984-08-01T00:00:00.000;1984-08-01T00:00:00.000;48873.996;48873.996;;;C;11;0;3;0;E;1;151.114;P 398;Nouveau;10.5988307311;35.7447256563; ; ;0; ;0
67;328;18179;1;5;175,71;PASSAGE A NIVEAU PK 175+711 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020292;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;175.71;P 400;Nouveau;10.6448753092;35.5349896584; ; ;0; ;0
68;221;17018;20;5;78,466;PASSAGE A NIVEAU PK 78+466 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020208;1984-10-01T00:00:00.000;1984-10-01T00:00:00.000;24968.808;24968.808;;;C;11;297;3;0;E;1;78.466;P 409;Nouveau;10.4504198738;36.3013027464; ; ;0; ;0
69;269;17545;1;5;117,44;PASSAGE A NIVEAU PK 117+447 SECTION  C031 LIGNE 5 en gare;22251110;22251110;251020233;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;117.44;P 412;Nouveau;10.411333908;35.9787008074; ; ;0; ;0
70;341;18482;20;5;122,002;PN AU PK 122+002 , L 5;22251110;22251110;251800440;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;122.002;P 418;Nouveau;10.451066937;35.953399935; ; ;0; ;0
71;226;17023;1;5;83,17;PASSAGE A NIVEAU PK 83+170 SECTION  C030 LIGNE 5 Double Voie;22251110;22251110;251020213;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;83.17;P 427;Nouveau;10.4342682065;36.2609636289; ; ;0; ;0
72;301;18077;1;5;149,48;PASSAGE A NIVEAU PK 149+487 SECTION  C033 LIGNE 5 voie Unique;22251110;22251110;251020266;1988-09-01T00:00:00.000;1988-09-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;149.48;P 430;Nouveau;10.5892226679;35.7571987514; ; ;0; ;0
73;854;15590;1;12;12,96;PASSAGE A NIVEAU PK 12+960 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020624;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;12.96;P 449;Nouveau;10.6466649054;35.7821733434; ; ;0; ;0
74;1100;17382;20;22;22,35;PASSAGE A NIVEAU PK 22+350 SECTION  C090 LIGNE 22 Double Voie;22251110;22251110;251020340;1999-08-01T00:00:00.000;1999-08-01T00:00:00.000;11168.08;13603.708;;;C;11;207;3;0;E;1;22.35;P 450;Nouveau;10.8053562315;35.7578363001; ; ;0; ;0
75;293;17569;1;5;145,99;PASSAGE A NIVEAU PK 145+994 SECTION  C032 LIGNE 5 voie Unique;22251110;22251110;251020259;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;145.99;P 455;Nouveau;10.5738386814;35.7859361777; ; ;0; ;0
76;317;18093;1;5;163,05;PASSAGE A NIVEAU PK 163+053 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020282;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;163.05;P 457;Nouveau;10.6177918729;35.6427079723; ; ;0; ;0
77;420;21623;20;5;172,045;PN PK 172+045 , L 5;22251110;22251110;251800950;2010-04-01T00:00:00.000;2010-04-01T00:00:00.000;50682.656;176182.588;;;C;11;527;3;0;E;1;172.045;P 473;Nouveau;10.6382672985;35.5661720089; ; ;0; ;0
78;1046;17751;1;18;176,97;PASSAGE A NIVEAU PK 176+979 SECTION  C069 LIGNE 18 Voie Unique;22251110;22251110;251020172;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;176.97;P 474;Nouveau;10.790868555;35.6382787825; ; ;0; ;0
79;859;15595;1;12;16,95;PASSAGE A NIVEAU PK 16+950 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020629;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;16.95;P 480;Nouveau;10.6203587042;35.7544516465; ; ;0; ;0
80;320;18096;1;5;166,63;PASSAGE A NIVEAU PK 166+630 SECTION  C034 LIGNE 5 en gare;22251110;22251110;251020286;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;166.63;P 488;Nouveau;10.6274793451;35.6133609464; ; ;0; ;0
81;857;15593;1;12;15,75;PASSAGE A NIVEAU PK 15+750 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020627;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;5;0;E;1;15.75;P 494;Nouveau;10.6312927875;35.7603960187; ; ;0; ;0
82;346;18487;20;5;172,045;PN AU PK 172+045 , L 5;22251110;22251110;251800445;2007-01-01T00:00:00.000;2007-01-01T00:00:00.000;2542.732;5650.482;;;C;11;527;3;0;E;1;172.045;P 501;Nouveau;10.6382672985;35.5661720089; ; ;0; ;0
83;1105;17892;20;22;29,963;PASSAGE A NIVEAU PK 29+963 SECTION  C090 LIGNE 22 double voie;22251110;22251110;251020346;1988-07-01T00:00:00.000;1988-07-01T00:00:00.000;13603.708;13603.708;;;C;11;207;3;0;E;1;29.963;P 505;Nouveau;10.8084728755;35.7583837832; ; ;0; ;0
84;1095;17377;20;22;9,825;PASSAGE A NIVEAU PK 9+825 SECTION  C090 LIGNE 22 double voie;22251110;22251110;251020335;1999-08-01T00:00:00.000;1999-08-01T00:00:00.000;11168.08;13603.708;;;C;11;207;3;0;E;1;9.825;P 512;Nouveau;10.7027489649;35.7592613452; ; ;0; ;0
85;1157;21627;20;22;19,688;PN PK 19+688 , L 22;22251110;22251110;251800954;2009-04-01T00:00:00.000;2009-04-01T00:00:00.000;70611.754;209113.913;;;C;11;527;3;0;E;1;19.688;P 513;Nouveau;10.7892675862;35.7556335285; ; ;0; ;0
86;889;16492;20;12;8,658;PASSAGE A NIVEAU PK 8+658 SECTION  C037 LIGNE 12 Voie Unique;22251110;22251110;251020620;1991-01-01T00:00:00.000;1991-01-01T00:00:00.000;23905.188;23905.188;;;C;11;166;5;0;E;1;8.658;P 519;Nouveau;10.6434976563;35.8170522191; ; ;0; ;0
87;453;37584;20;5;172,045;PN PK 172+045 , L 5;22251110;22251110;251800635;2008-01-01T00:00:00.000;2008-01-01T00:00:00.000;3776.344;9440.839;;;C;11;527;3;0;E;1;172.045;P 520;Nouveau;10.6382672985;35.5661720089; ; ;0; ;0
88;311;18087;1;5;158,49;PASSAGE A NIVEAU PK 158+498 SECTION  C033 LIGNE 5 voie Unique;22251110;22251110;251020276;1979-01-01T00:00:00.000;1979-01-01T00:00:00.000;1;1;;;C;11;0;3;0;E;1;158.49;P 537;Nouveau;10.6062971498;35.6827174274; ; ;0; ;0
