"Code","Nom","Adresse","Gouvernorat","Délégation"
"2125","XXX","AVENUE ABOU DHABI","NABEUL","HAMMAMET"
"2242","XXX","IMADAT BESBASIA - ROUTE REGIONALE SIDI HAMED/SIDI JEDIDI","NABEUL","HAMMAMET"
" 653","XXX","KELIBIA","NABEUL","KELIBIA"
" 668","XXX","3,RUE IBN KHALDOUN KELIBIA","NABEUL","KELIBIA"
" 672","XXX","96,AVENUE ALI BELHOUANE KELIBIA","NABEUL","KELIBIA"
" 673","XXX","AVENUE DES MARTYRS MARCHE MUNICIPAL KELIBIA","NABEUL","KELIBIA"
" 682","XXX","40 AVENUE HABIB BOURGUIBA KELIBIA","NABEUL","KELIBIA"
" 733","XXX","AVENUE HABIB THAMEUR KLIBIA","NABEUL","KELIBIA"
" 738","XXX","AVENUE ALI BELHOUENE KLIBIA","NABEUL","KELIBIA"
"1545","XXX","99 AVENUE ALI BELHOUANE","NABEUL","KELIBIA"
"1641","XXX","AVENUE DES MARTYRS - ROUTE DU PORT - KELIBIA- NABEUL","NABEUL","KELIBIA"
"1932","XXX","AVENUE ALI BELHAOUANE N° 312","NABEUL","KELIBIA"
"2367","XXX","CITE EL BOSTEN - AVENUE TUNIS - KELIBIA - NABEUL","NABEUL","KELIBIA"
"2425","XXX","73 AVENUE 1ER JUIN - CITE EZZOUHOUR - KELIBIA - NABEUL","NABEUL","KELIBIA"
" 663","XXX","AVENUE FARHAT HACHED KORBA","NABEUL","KORBA"
" 669","XXX","AVENUE HABIB BOURGUIBA KORBA","NABEUL","KORBA"
" 687","XXX","AVENUE 7 NOVEMBRE No 20 KORBA","NABEUL","KORBA"
" 700","XXX","AVENUE TAIEB MHIRI KORBA","NABEUL","KORBA"
" 710","XXX","261 AVENUE HABIB BOURGUIBA KORBA","NABEUL","KORBA"
" 729","XXX","59,RUE 9 AVRIL KORBA","NABEUL","KORBA"
" 732","XXX","RUE MUSTAPHA MESSAADI TAZERKA KORBA","NABEUL","KORBA"
"1732","XXX","RUE DE LA LIBERTE","NABEUL","KORBA"
"1880","XXX","IMADAT DIAR EL HAJJAJ","NABEUL","KORBA"
"2389","XXX","AVENUE HABIB BOURGUIBA - ROUTE DE NABEUL - KORBA - NABEUL","NABEUL","KORBA"
"2479","XXX","RUE 1ER JUIN - KORBA","NABEUL","KORBA"
" 689","XXX","25,AVENUE HABIB BOURGUIBA MENZEL BOUZELFA","NABEUL","MENZEL BOUZELFA"
" 711","XXX","PLACE MOHSEN LIMEM MENZEL BOUZELFA","NABEUL","MENZEL BOUZELFA"
" 737","XXX","11 AVENUE DE LA REPUBLIQUE MENZEL BOUZELFA","NABEUL","MENZEL BOUZELFA"
" 740","XXX","22,RUE DU 1er JUIN MENZEL BOUZELFA","NABEUL","MENZEL BOUZELFA"
"1627","XXX","59, RUE MONGI SLIM - MENZEL BOUZELFA - NABEUL","NABEUL","MENZEL BOUZELFA"
"1720","XXX","N° 99 AV. HABIB BOURGUIBA","NABEUL","MENZEL BOUZELFA"
"2216","XXX","AV. HABIB BOURGUIBA CENTRE  MEDICAL ""centre salammbo medical"" N°89","NABEUL","MENZEL BOUZELFA"
" 677","XXX","4,RUE 2 JANVIER MENZEL TEMIME","NABEUL","MENZEL TEMIME"
" 698","XXX","84, AVENUE HABIB BOURGUIBA MENZEL TEMIME","NABEUL","MENZEL TEMIME"
" 705","XXX","33,AVENUE HABIB BOURGUIBA MENZEL TEMIME","NABEUL","MENZEL TEMIME"
" 727","XXX","7,AVENUE MONGI SLIM MENZEL TEMIME","NABEUL","MENZEL TEMIME"
" 731","XXX","AVENUE 7 NOVEMBRE - MENZEL HORR","NABEUL","MENZEL TEMIME"
" 736","XXX","RUE ABDELKADER ZHIOUA MENZEL TEMIME","NABEUL","MENZEL TEMIME"
"1283","XXX","2 AVENUE DE LA REPUBLIQUE MENZEL TEMIME","NABEUL","MENZEL TEMIME"
" 658","XXX","avenue de mongi slim","NABEUL","MENZEL TEMIME"
"1960","XXX","IMADAT ERAININE","NABEUL","MENZEL TEMIME"
"2385","XXX","AVENUE DE LA REVOLUTION - EN FACE DE L'ECOLE PRIMAIRE ETTADHAMEN - MENZEL TEMIME - NABEUL","NABEUL","MENZEL TEMIME"
"2423","XXX","AVENUE DE LA REVOLUTION - MENZEL TEMIME NABEUL","NABEUL","MENZEL TEMIME"
"2445","XXX","03 AVENUE MOHAMED BEN FADHEL- MENZEL TEMIME- NABEUL","NABEUL","MENZEL TEMIME"
" 654","XXX","AVENUE HABIB BOURGUIBA NABEUL","NABEUL","NABEUL"
" 662","XXX","AVENUE FARHAT HACHED NABEUL","NABEUL","NABEUL"
" 681","XXX","AVENUE HABIB THAMEUR NABEUL","NABEUL","NABEUL"
" 688","XXX","AVENUE HABIB EL KARMA N° 24 NABEUL","NABEUL","NABEUL"
" 691","XXX","AVENUE 2 MARS SIDI ACHOUR NABEUL","NABEUL","NABEUL"
" 699","XXX","48,AVENUE HEDI CHAKER NABEUL","NABEUL","NABEUL"
" 703","XXX","AVENUE DU GRAND MAGHREB ARABE","NABEUL","NABEUL"
" 706","XXX","8,AVENUE FARHAT HACHED NABEUL","NABEUL","NABEUL"
" 714","XXX","33 RUE DE GAFSA","NABEUL","NABEUL"
" 715","XXX","AVENUE HABIB THAMEUR NABEUL","NABEUL","NABEUL"
" 722","XXX","PLACE 7 NOVEMBRE - IMMEUBLE JARRA II -NABEUL","NABEUL","NABEUL"
" 724","XXX","157,AVENUE HABIB BOURGUIBA NABEUL","NABEUL","NABEUL"
" 735","XXX","133 AVENUE HABIB BOURGUIBA NABEUL","NABEUL","NABEUL"
" 741","XXX","AVENUE MONGI BALI NABEUL","NABEUL","NABEUL"
"1456","XXX","avenue el jedida magribia","NABEUL","NABEUL"
"1528","XXX","AVENUE HEDI NOUIRA -OUED SOUHIL
","NABEUL","NABEUL"
"2162","XXX","5 AVENUE HEDI NOUIRA CENTRE MEDICAL EYA - OUED SOUHIL - NABEUL","NABEUL","NABEUL"
"2183","XXX","AVENUE ALI BELHOUANE ET RUE KHEMAIS HAJRI","NABEUL","NABEUL"
"2228","XXX","AVENUE MONGI SLIM","NABEUL","NABEUL"
"2241","XXX","AVENUE 2 MARS 1934 N°7","NABEUL","NABEUL"
"2475","XXX","57 AVENUE BIR CHALOUF - NABEUL","NABEUL","NABEUL"
"2491","XXX","LOCAL COMMERCIAL N 4 - BLOC B - RESIDENCE IBIZA - CITE EL WAFA - EL MREZGUA - NABEUL","NABEUL","NABEUL"
"2510","XXX","AVENUE HEDI NOUIRA - NABEUL","NABEUL","NABEUL"
" 661","XXX","1,RTE DE LA PLAGE SLIMENE","NABEUL","SLIMENE"
" 704","XXX","31,RUE HABIB THAMEUR SLIMENE","NABEUL","SLIMENE"
" 707","XXX","AVENUE HABIB BOURGUIBA SLIMENE","NABEUL","SLIMENE"
" 742","XXX","21,RUE FARHAT HACHED SLIMENE","NABEUL","SLIMENE"
" 746","XXX","122,AVENUE 7 NOVEMBRE SLIMENE","NABEUL","SLIMENE"
"1577","XXX","LOTISSEMENT N°37 AVENUE 7 NOVEMBRE","NABEUL","SLIMENE"
"1606","XXX","avenue de tunis - local n°b2 imm B","NABEUL","SLIMENE"
"2093","XXX","CITE ERRIADH - RUE LIBYE","NABEUL","SLIMENE"
"2135","XXX","AVENUE DE LA REPUBLIQUE N_ 14","NABEUL","SLIMENE"
"2309","XXX","AVENUE DE TUNIS - RESIDENCE EL FOLL - C01 - CITE ERRIADH - SLIMENE","NABEUL","SLIMENE"
"2521","XXX","96 AVENUE DU CHANGEMENT SOLIMAN - NABEUL","NABEUL","SLIMENE"
" 684","XXX","BIR MROUA  TAKELSA","NABEUL","TAKELSA"
" 716","XXX","AVENUE DE LA REPUBLIQUE - BIR MROUA","NABEUL","TAKELSA"
"1640","XXX","AVENUE JEBRIL BEN JEBRIL - EL BRIJ - TAKELSA","NABEUL","TAKELSA"
" 786","XXX","AVENUE HEDI CHAKER AGAREB - SFAX","SFAX","AGAREB"
" 824","XXX","AVENUE HABIB BOURGUIBA AGAREB SFAX","SFAX","AGAREB"
"1559","XXX","CITE BEN IBRAHIM 1","SFAX","AGAREB"
"1964","XXX","route de gabes km 20 - imadat gargour","SFAX","AGAREB"
" 823","XXX","RUE BAGDAD No 7 PRES DU SOUK BIR ALI SFAX","SFAX","BIR ALI BEN KHALIFA"
" 857","XXX","CITE COMMERCIALE BIR ALI - SFAX","SFAX","BIR ALI BEN KHALIFA"
"1554","XXX","avenue taieb el mhiri","SFAX","BIR ALI BEN KHALIFA"
"1682","XXX","avenue des martyrs","SFAX","BIR ALI BEN KHALIFA"
"1949","XXX","
IMADAT SIDI ALI BEL ABED - CITE EL MOSTAKBAL - BIR ALI BEN KHELIFA - SFAX","SFAX","BIR ALI BEN KHALIFA"
" 782","XXX","ROUTE DE MAHDIA KM 6 SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
" 790","XXX","SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
" 805","XXX","ROUTE DE MAHDIA KM 7 MERKEZ EL HATTAB SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
" 806","XXX","AVENUE HABIB BOURGUIBA SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
" 858","XXX","AVENUE HABIB BOURGUIBA SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
" 866","XXX","ROUTE DE MAHDIA KM 6 -","SFAX","COMMUNE SAKIET EDDAYER"
"1482","XXX","ROUTE ESSALTANIA KM6","SFAX","COMMUNE SAKIET EDDAYER"
"1624","XXX","ROUTE MAHDIA KM 9 MERKEZ SEBAI SAKIET EDDAYER","SFAX","COMMUNE SAKIET EDDAYER"
"1634","XXX","75 AVENUE HABIB BOURGUIBA - SAKIET EDAYER - SFAX","SFAX","COMMUNE SAKIET EDDAYER"
"1784","XXX","AVENUE DE L'ENVIRONNEMENT N°41","SFAX","COMMUNE SAKIET EDDAYER"
"1878","XXX","ROUTE SOLTANIA KM 8","SFAX","COMMUNE SAKIET EDDAYER"
"1887","XXX","IMMEUBLE BEN SLIMA - AVENUE HEDI CHAKER - ROUTE DE MAHDIA KM 6,5","SFAX","COMMUNE SAKIET EDDAYER"
"2098","XXX","route de soltania km 5.5 - rue mohamed V","SFAX","COMMUNE SAKIET EDDAYER"
"2522","XXX","46 RUE AL RASHAD - SAKIET EDAYER - SFAX","SFAX","COMMUNE SAKIET EDDAYER"
" 749","XXX","40 AVENUE FARHAT HACHED SFAX","SFAX","COMMUNE SFAX"
" 755","XXX","Imm. la perla rue sidi belhassen lakhmi","SFAX","COMMUNE SFAX"
" 756","XXX","AVEUE 5 AOUT SFAX","SFAX","COMMUNE SFAX"
" 757","XXX","39,AVENUE HABIB THAMEUR SFAX","SFAX","COMMUNE SFAX"
" 759","XXX","ROUTE MAHDIA KM 2,65 MERKEZ TOFFAHA","SFAX","COMMUNE SFAX"
" 761","XXX","CITE EL BOUSTEN ROUTE DE MAHDIA KM 2 SFAX","SFAX","COMMUNE SFAX"
" 768","XXX","IMMEUBLE KANDOUL - CENTRE SFAX MEDICAL - SFAX","SFAX","COMMUNE SFAX"
" 769","XXX","CENTRE COMMERCIALRUE DE DAMAS CITE JARDINS SFAX","SFAX","COMMUNE SFAX"
" 770","XXX","AVENUE DES MARTYRS","SFAX","COMMUNE SFAX"
" 771","XXX","ROUTE EL AIN KM1-IMMEUBLE EL MAHARI","SFAX","COMMUNE SFAX"
" 773","XXX","ROUTE L'AEROPORT KM 4 IMM ABID SFAX","SFAX","COMMUNE SFAX"
" 774","XXX","RUE DES MARTYRS - COMPLEXE ICHIFA - SFAX MEDINA - SFAX","SFAX","COMMUNE SFAX"
" 777","XXX","ROUTE DE GREMDA 0.5 IMMEUBLE OLIVIA SFAX JEDIDA","SFAX","COMMUNE SFAX"
" 779","XXX","IMMEUBLE LOUATI ROUTE GREMDA RUE MEJIDA BOULILA SFAX","SFAX","COMMUNE SFAX"
" 780","XXX","ROUTE MHARZA KM1.5","SFAX","COMMUNE SFAX"
" 784","XXX","109;AVENUE FARHAT HACHED SFAX","SFAX","COMMUNE SFAX"
" 788","XXX","ANGLE DE LA RUE MONGI SLIM ET LA RUE DES FORGERONS SFAX","SFAX","COMMUNE SFAX"
" 792","XXX","15,SOUK BAB JEBLI SFAX","SFAX","COMMUNE SFAX"
" 796","XXX","IMMEUBLE FENICIA ROUTE DE GREMDA","SFAX","COMMUNE SFAX"
" 797","XXX","11 AVENUE HEDI CHAKER SFAX","SFAX","COMMUNE SFAX"
" 800","XXX","ANGLE ROUTE MENZEL CHAKER ET RUE MAJIDA BOULILA- IMMEUBLE ""SEPHIR CENTRE""","SFAX","COMMUNE SFAX"
" 801","XXX","ROUTE TENIOUR KM 2 - IMMEUBLE ""RESIDENCE KARA YOUSSEF"" - SFAX","SFAX","COMMUNE SFAX"
" 802","XXX","AVENUE DES MARTYRS BAB JEBLI SFAX","SFAX","COMMUNE SFAX"
" 803","XXX","AVENUE HABIB BOUGATFA N°28-ROUTE MAHDIA KM1","SFAX","COMMUNE SFAX"
" 804","XXX","ROUTE DE TUNIS KM 1 IMMEUBLE KRIAA MOULIN VILLE SFAX","SFAX","COMMUNE SFAX"
" 808","XXX","CITE EZZITOUNA AVENUE DES MARTYRS IMMEUBLE 4 SFAX","SFAX","COMMUNE SFAX"
" 809","XXX","39,RUE DE HAFFOUZ SFAX","SFAX","COMMUNE SFAX"
" 812","XXX","10 AVENUE EL MHARZA CITE EL HABIB - SFAX","SFAX","COMMUNE SFAX"
" 815","XXX","32 AVENUE 7 NOVEMBRE BATIMENT N°3 SFAX","SFAX","COMMUNE SFAX"
" 816","XXX","ROUTE DE LA SOUKRA KM 4 CITE EL HABIB SFAX","SFAX","COMMUNE SFAX"
" 818","XXX","ROUTE EL AIN KM 0,7 SFAX","SFAX","COMMUNE SFAX"
" 820","XXX","ROUTE DE TUNIS KM 1,5 SFAX","SFAX","COMMUNE SFAX"
" 822","XXX","CITE BAHRI 3 KM 5 RTE DE L'AEROPORT SFAX","SFAX","COMMUNE SFAX"
" 825","XXX","6,AVENUE TAIEB MHIRI SFAX","SFAX","COMMUNE SFAX"
" 826","XXX","17 AVENUE HABIB BOURGUIBA SFAX","SFAX","COMMUNE SFAX"
" 827","XXX","ROUTE EL AIN KM 1,5","SFAX","COMMUNE SFAX"
" 828","XXX","AVENUE HEDI KHEFACHA SFAX","SFAX","COMMUNE SFAX"
" 833","XXX","ROUTE MENZEL CHAKER KM 1,5 SFAX","SFAX","COMMUNE SFAX"
" 835","XXX","AVENUE CITE HABIB ROUTE EL MHARZA No 43 SFAX","SFAX","COMMUNE SFAX"
" 837","XXX","ROUTE SIDI MANSOUR KM 4 HAY BOURGUIBA SAKIET EDDAYER","SFAX","COMMUNE SFAX"
" 840","XXX","ROUTE EL AIN KM 2","SFAX","COMMUNE SFAX"
" 841","XXX","POLYCLINIQUE SYPHAX - ROUTE DE GREMDA KM 2.5 - SFAX","SFAX","COMMUNE SFAX"
" 842","XXX","29,AVENUE HEDI CHAKER","SFAX","COMMUNE SFAX"
" 843","XXX","AVENUE 7 NOVEMBRE IMMEUBLE HAMMAMI MAGASIN No 12 SFAX","SFAX","COMMUNE SFAX"
" 844","XXX","ROUTE DE L'AEOROPORT KM 2 SFAX","SFAX","COMMUNE SFAX"
" 845","XXX","COMPLEXE IMMOBILIER ""MAHSOUNA""magasin n_9 - route de lafrane km 4","SFAX","COMMUNE SFAX"
" 846","XXX","ROUTE EL AFRANE KM 1,5 SFAX","SFAX","COMMUNE SFAX"
" 848","XXX","IMM REGHEB RUE AHMED ALOULOU - SFAX EL JADIDA","SFAX","COMMUNE SFAX"
" 849","XXX","IM EL BORJ -MAGASIN N°3 ENASRIA-","SFAX","COMMUNE SFAX"
" 853","XXX","CENTRE MEDICAL IBN NAFISS_ROUTE DETUNIS KM 4 SFAX","SFAX","COMMUNE SFAX"
" 855","XXX","ROUTE MENZEL CHAKER KM 1 SFAX","SFAX","COMMUNE SFAX"
" 856","XXX","CEITURE MAJIDA BOULILA ROUTE MENZEL CHAKER EL AIN SFAX","SFAX","COMMUNE SFAX"
" 859","XXX","ROUTE GREMDA KM 3,5","SFAX","COMMUNE SFAX"
" 860","XXX","SFAX EL JADIDA SFAX","SFAX","COMMUNE SFAX"
" 861","XXX","ROUTE EL AIN KM 2,1- SFAX","SFAX","COMMUNE SFAX"
" 865","XXX","ROUTE DE L'AEOROPORT KM 4 CITE EL BAHRI 3 N°910 SFAX","SFAX","COMMUNE SFAX"
"1365","XXX","MEJEL EL KHOUFI ROUTE SALTANIA KM 5 SAKIET EDDAYER","SFAX","COMMUNE SFAX"
"1427","XXX","route menzel chaker km 3,5 merkez damak","SFAX","COMMUNE SFAX"
"1488","XXX","CITE MESSAADINE-ROUTE DE SOUKRA KM3-IMMEUBLE SORITIS-MAGASIN N°6","SFAX","COMMUNE SFAX"
"1535","XXX","AVENUE COMMANDANT BEJAOUI - IMMEUBLE CHAARI
PIC VILLE","SFAX","COMMUNE SFAX"
"1610","XXX","AVENUE MEJIDA BOULILA","SFAX","COMMUNE SFAX"
"1645","XXX","CEINTRE N° 5, RUE CHEDLY KALLALA - IMMEUBLE ZAOUAOUI","SFAX","COMMUNE SFAX"
"1747","XXX","ROUTE EL AIN KM 0,5","SFAX","COMMUNE SFAX"
"1748","XXX","ROUTE DE TENIOUR KM 1,5","SFAX","COMMUNE SFAX"
"1785","XXX","IMMEUBLE "" SALLEM 2"" ROUTE DE TUNIS KM 1,5","SFAX","COMMUNE SFAX"
"1817","XXX","ROUTE MENZEL CHAKER KM 1 - RUE EL FERDAOUS","SFAX","COMMUNE SFAX"
"1940","XXX","AVENUE EL BOUSTEN N°11","SFAX","COMMUNE SFAX"
"1985","XXX","avenue de l'environnement- route de gabes km2- sfax","SFAX","COMMUNE SFAX"
"1991","XXX","route de lafrane km 3- sfax","SFAX","COMMUNE SFAX"
"2055","XXX","RUE DU CAIRE - CITE JARDIN","SFAX","COMMUNE SFAX"
"2065","XXX","IMMEUBLE KAMMOUN - ROUTE DE GREMDA - MERKEZ CHAABOUNI KM 2.5","SFAX","COMMUNE SFAX"
"2074","XXX","ROUTE DE LAFRANE KM 1 -IMMEUBLE ABID","SFAX","COMMUNE SFAX"
"2096","XXX","route gremda km 3- immeuble sallami","SFAX","COMMUNE SFAX"
"2171","XXX","ROUTE EL AIN KM 2.5 - IMMEUBLE ""KAFLA"" N°1","SFAX","COMMUNE SFAX"
"2182","XXX","ROUTE SOUKRA KM 1.5 - RESIDENCE MERIEM","SFAX","COMMUNE SFAX"
"2197","XXX","IMM ZEINEB - ROUTE MENZEL CHAKER","SFAX","COMMUNE SFAX"
"2285","XXX","ROUTE DE GREMDA KM 3 - GM EL HAKIM SFAX","SFAX","COMMUNE SFAX"
"2315","XXX","ROUTE LAFRANE KM 3.47 - IMMEUBLE EL YOSR - SFAX","SFAX","COMMUNE SFAX"
"2480","XXX","ROUTE GREMDA KM 2 - MERKEZ DEROUICHE - SFAX","SFAX","COMMUNE SFAX"
"2512","XXX","ROUTE DE TUNIS KM 2 - IMMEUBLE EL FOL- SFAX","SFAX","COMMUNE SFAX"
"1911","XXX","ROUTE DE MAHDIA KM 32.5 - IMADAT EL MSETRIA - DELEGATION EL AMRA - SFAX","SFAX","EL AMRA"
"2415","XXX","AVENUE DE L'ENVIRONNEMENT - ROUTE REGIONALE  N 82 - EL AMRA - SFAX","SFAX","EL AMRA"
"2497","XXX","AVENUE DE L'ENVIRONNEMENT - EL AMRA - SFAX","SFAX","EL AMRA"
" 758","XXX","ROUTE DE TUNIS KM 22 - IMADET ENNASER - EL HANCHA","SFAX","EL HANCHA"
" 793","XXX","AVENUE HABIB BOURGUIBA - EL HANCHA - SFAX","SFAX","EL HANCHA"
" 799","XXX","AVENUE HABIB BOURGUIBA - EL HENCHA","SFAX","EL HANCHA"
"1913","XXX","IMADAT MERKEZ MOSBAH - EL HENCHA","SFAX","EL HANCHA"
"1939","XXX","AVENUE 14 JANVIER - EL GHRIBA - SFAX","SFAX","GHRIBA"
" 813","XXX","156 AVENUE HABIB BURGUIBA","SFAX","JEBENIANA"
"1768","XXX","CENTRE COMMERCIAL ""BEN OTHMAN""","SFAX","JEBENIANA"
"1961","XXX","IMADAT BOUTRIA - MERKEZ OULED BOUSMIR","SFAX","JEBENIANA"
"2018","XXX","IMADAT EL HZEG","SFAX","JEBENIANA"
"2377","XXX","AVENUE HABIB BOURGUIBA - PRES CAFE EL ONS - JEBENIANA - SFAX","SFAX","JEBENIANA"
"2465","XXX","PLACE 14 JANVIER","SFAX","JEBENIANA"
" 766","XXX","REMLA","SFAX","KERKENNAH"
" 832","XXX","REMLA","SFAX","KERKENNAH"
" 752","XXX","RUE EL MOULAZEM SADOK BEL HADJ MAHRES SFAX","SFAX","MAHRES"
" 767","XXX","ROUTE DE GABES KM 24 NAKTA","SFAX","MAHRES"
" 839","XXX","AVENUE 2 MARS ROUTE DE AGAREB","SFAX","MAHRES"
"1501","XXX","AVENUE EL AGHALBA","SFAX","MAHRES"
"2336","XXX","AVENUE HABIB BOURGUIBA - MAHRES - SFAX","SFAX","MAHRES"
" 795","XXX","AVENUE HABIB BOURGUIBA","SFAX","MENZEL CHAKER"
"1590","XXX","ROUTE DE MENZEL CHAKER KM 44 AVENUE HABIB BOURGUIBA","SFAX","MENZEL CHAKER"
"2185","XXX","MERKEZ KAMOUN - MERKEZ BARMEKI - IMADAT EL AWEDNA","SFAX","MENZEL CHAKER"
" 748","XXX","AVENUE HABIB BOURGUIBA CHIHIA SFAX","SFAX","SAKIET EZZIT"
" 765","XXX","AVENUE HABIB BOURGUIBA MERKEZ GDOURA KM 5,5 CHIHIA SFAX","SFAX","SAKIET EZZIT"
" 789","XXX","ROUTE DE TUNIS KM 8 ESSEDRA SFAX","SFAX","SAKIET EZZIT"
" 810","XXX","ROUTE DE TUNIS KM 4,5 AVENUE HABIB BOURGUIBA - SAKIET EZZIT","SFAX","SAKIET EZZIT"
" 817","XXX","AVENUE HEDI CHAKER SFAX","SFAX","SAKIET EZZIT"
" 821","XXX","PLACE MOUFIDA BOURGUIBA SAKIET EZZIT SFAX","SFAX","SAKIET EZZIT"
" 829","XXX","ROUTE DE TUNIS KM 4 MERKEZ BOUASSIDA SFAX","SFAX","SAKIET EZZIT"
" 830","XXX","AVENUE HABIB BOURGUIBA SFAX","SFAX","SAKIET EZZIT"
" 862","XXX","ROUTE DE TENIOUR KM 6 IMM CRISTAL PALACE CHIHIA","SFAX","SAKIET EZZIT"
" 863","XXX","ROUTE DE TENIOUR KM 4 MERKEZ EL AROUI SFAX","SFAX","SAKIET EZZIT"
" 864","XXX","route de teniour km 7 chihia sfax","SFAX","SAKIET EZZIT"
"1385","XXX","ROUTE DE TUNIS KM8 - SAKIET EZZIT SFAX","SFAX","SAKIET EZZIT"
"1277","XXX","17 AVENUE MOKHTAR ESSAYEDI","SFAX","SAKIET EZZIT"
"1459","XXX","route de tunis km 7","SFAX","SAKIET EZZIT"
"1630","XXX","ROUTE DE TENIOUR KM 7 - MERKEZ AMMAR - SAKIET EZZIT","SFAX","SAKIET EZZIT"
"1696","XXX","ROUTE DE TUNIS KM 9","SFAX","SAKIET EZZIT"
"1725","XXX","ROUTE DE TENIOUR KM 7,5 - chihia","SFAX","SAKIET EZZIT"
"1764","XXX","ROUTE DE TENIOUR KM 9","SFAX","SAKIET EZZIT"
"1974","XXX","route teniour km 5.5 chihia - sfax","SFAX","SAKIET EZZIT"
"2017","XXX","AVENUE HADI CHAKER","SFAX","SAKIET EZZIT"
"2061","XXX","IMMEUBLE MANSOUR - ROUTE DE TUNIS KM 6","SFAX","SAKIET EZZIT"
"2129","XXX","ROUTE DE TUNIS KM 6,5 AVENUE MONGI SLIM","SFAX","SAKIET EZZIT"
"2271","XXX","ROUTE TENIOUR KM 5 - MERKEZ SAADALLAH - RESIDENCE FLEUR DE LYS N 6 - SAKIET EZZIT SFAX","SFAX","SAKIET EZZIT"
"2321","XXX","ROUTE DE TUNIS - AVENUE DE LA REPUBLIQUE - SAKIET EZZIT - SFAX","SFAX","SAKIET EZZIT"
"2483","XXX","ROUTE TUNIS KM 8.5 - AVENUE MOHAMED 5 - SAKIET EZZIT - SFAX","SFAX","SAKIET EZZIT"
" 750","XXX","ROUTE EL AIN KM 5,1 SFAX","SFAX","SFAX SUD"
" 753","XXX","ROUTE EL AIN KM 5","SFAX","SFAX SUD"
" 754","XXX","ROUTE EL AFRANE-AVENUE HABIB THAMEUR","SFAX","SFAX SUD"
" 762","XXX","ROUTE GREMDA KM 4 SFAX SUD","SFAX","SFAX SUD"
" 763","XXX","ROUTE DE GREMDA KM 5 - GASSARA PALACE - SFAX","SFAX","SFAX SUD"
" 764","XXX","ROUTE DE L'AEROPORT KM 6 SFAX SUD","SFAX","SFAX SUD"
" 776","XXX","EL AOUEBED RTE DE GREMDA KM 12 SFAX","SFAX","SFAX SUD"
" 783","XXX","rez de chausée immeuble ""ezzahra"" route el ain 5.5","SFAX","SFAX SUD"
" 785","XXX","ROUTE EL AFRANE KM 5.3","SFAX","SFAX SUD"
" 787","XXX","ROUTE GREMDA KM 6.5 IMMEUBLE LINA","SFAX","SFAX SUD"
" 798","XXX","MERKEZ SAHNOUN RTE GREMDA KM 7 SFAX","SFAX","SFAX SUD"
" 834","XXX","ROUTE MENZEL CHAKER KM 5 SFAX","SFAX","SFAX SUD"
" 836","XXX","ROUTE DE GREMDA KM 6,5 IMMEUBLE GRATI SFAX","SFAX","SFAX SUD"
" 851","XXX","ROUTE EL AIN KM 6 SFAX","SFAX","SFAX SUD"
" 852","XXX","ROUTE MENZEL CHAKER KM 6 SFAX","SFAX","SFAX SUD"
" 867","XXX","route menzel chaker km 11 el khazanette sfax sud","SFAX","SFAX SUD"
"1352","XXX","ROUTE DE GREMDA KM 5","SFAX","SFAX SUD"
"1443","XXX","ROUTE DE GREMDA KM 7,5-MERKEZ SAHNOUN","SFAX","SFAX SUD"
"1608","XXX","ROUTE DE GREMDA KM 5.5","SFAX","SFAX SUD"
"1701","XXX","ROUTE DE LAFRANE KM 4,5","SFAX","SFAX SUD"
"1729","XXX","ROUTE MENZEL CHAKER KM 5","SFAX","SFAX SUD"
"1773","XXX","ROUTE EL AIN - MERKEZ MOALLA KM 6,5","SFAX","SFAX SUD"
"1788","XXX","ROUTE EL AIN KM 5","SFAX","SFAX SUD"
"1857","XXX","ROUTE DE GREMDA KM 4,5","SFAX","SFAX SUD"
"1928","XXX","ROUTE MENZEL CHAKER KM 4.5 KASSET EL MATAR - RUE DES MARTYRS N°98","SFAX","SFAX SUD"
"2014","XXX","ROUTE DE GREMDA KM 8 - MERKEZ AYADI - IMMEUBLE YANGUI","SFAX","SFAX SUD"
"2042","XXX","ROUTE DE LARANE KM 7","SFAX","SFAX SUD"
"2109","XXX","route de lafrane km 5- mag n_2-3 imm el baraka","SFAX","SFAX SUD"
"2310","XXX","ROUTE MENZEL CHAKER KM 5.5 - SFAX","SFAX","SFAX SUD"
"2339","XXX","RUE DE LA ROUTE DE GREMDA BOUZAYEN KM 3.5 - SFAX SUD - SFAX","SFAX","SFAX SUD"
"2468","XXX","AU 02 RDC - IMMEUBLE ZAPHIR - ROUTE MENZEL CHAKER KM 5.5 - SFAX SUD","SFAX","SFAX SUD"
"2500","XXX","ROUTE MENZEL CHAKER KM 6.5 - IMMEUBLE MOHAMED YAAICH - MARKEZ CHAABOUNI","SFAX","SFAX SUD"
" 778","XXX","AVENUE HABIB BOURGUIBA SKHIRA SFAX","SFAX","SKHIRA"
" 854","XXX","4,RUE TAIEB MHIRI SKHIRA SFAX","SFAX","SKHIRA"
