Date,station,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente
2025-06-18,جندوبة,0.0,0.0,19.174000082015983,466.20000000000005,440.111077256489,0.0,309.0
2025-06-18,بوسالم,0.0,0.0,15.382222240832114,466.3999999999999,415.685454872326,0.0,347.8
2025-06-18,غار الدماء,0.0,0.0,15.680434840042956,492.6,429.9654354401656,0.0,294.0
2025-06-18,عين دراهم,0.0,0.0,26.822000056356185,1461.0,1545.8656925470655,0.0,1341.0
2025-06-18,طبرقة,0.0,0.0,12.578000030964615,935.1,933.591385453034,0.0,655.1
2025-06-18,سد بوهرتمة,0.0,0.0,15.58695655380902,703.8,694.8913941848223,0.0,567.7000000000002
2025-06-18,بــاجة,0.0,1.0,17.161224450535926,663.6,566.1334200165163,0.0,459.7
2025-06-18,مجاز الباب,0.0,0.0,12.723913086983174,424.0,393.9762580117434,0.0,254.0
2025-06-18,نفزة ,0.0,0.0,14.195918349131032,1094.0,923.7992944166671,2.0,662.0
2025-06-18,سد سيدي سالم,0.0,0.0,12.226086932032006,354.40000000000003,404.9964672100158,0.0,218.9
2025-06-18,تبرسق ,0.0,14.0,19.942857094261104,492.0,546.7039273289192,0.0,271.5
2025-06-18,تيبار ,0.0,0.0,19.051020372735,574.0,534.0348229643522,0.0,440.0
2025-06-18,الكاف ,0.0,0.0,24.746000045239924,734.5,422.3545640508003,6.5,370.0
2025-06-18,سد ملاق,0.0,0.0,19.554000005573034,481.4,288.67195551215036,0.0,280.90000000000003
2025-06-18,ساقية سيدي يوسف,0.0,1.0,22.73999998056226,633.8,481.36101026614807,4.0,336.2
2025-06-18,قلعة سنان,0.0,0.0,25.002272714606736,375.5,349.2799999967512,4.0,189.5
2025-06-18,القصور,0.0,0.0,22.5540000128746,333.5,369.94000006183984,3.0,216.0
2025-06-18,السرس,0.0,0.0,22.383720938549484,412.0,389.6708246286305,1.0,216.5
2025-06-18,تاجروين,0.0,0.0,25.269767388701442,474.4,371.58800283604955,0.0,186.5
2025-06-18,سليانة,0.0,3.0,18.024489755229077,452.0,387.0146326769586,4.0,235.5
2025-06-18,بوعرادة,0.0,0.0,18.53638606814922,478.0,411.681878051638,0.0,261.0
2025-06-18,الكريب,0.0,10.0,16.732653063170766,649.0,492.7582057777314,0.0,366.0
2025-06-18,الروحية ,0.0,0.0,18.749999992904208,239.0,262.7347516323244,9.0,128.0
2025-06-18,سعدية برقو,0.0,0.0,22.922000058740377,603.0,577.4491522141095,5.0,386.0
2025-06-18,سد الأخماس,0.0,0.0,20.648936176553693,484.5,416.21272017473547,0.0,259.0
2025-06-18,مكثر,0.0,0.0,23.335999983698134,377.0,474.49307677324015,2.0,321.0
2025-06-18,تونس قرطاج,0.0,0.0,12.76400001898408,428.2,458.8118923462929,0.0,198.0
2025-06-18,تونس المنوبية,0.0,0.0,11.791999979019165,411.2,453.1294159255067,0.0,254.70000000000002
2025-06-18,أريانة,0.0,0.0,13.210000053197149,479.0,463.9176924141438,0.0,215.0
2025-06-18,سيدي ثابت,0.0,0.0,10.879999956786635,422.0,460.293280211725,0.0,204.5
2025-06-18,قلعة الأندلس,0.0,0.0,10.626573093919731,523.0,478.6646295032501,0.0,245.0
2025-06-18,منوبة,0.0,0.0,10.321276613372437,466.5,410.35924527258453,1.0,312.0
2025-06-18,برج العامري,0.0,0.0,11.24800002977252,451.0,405.62725869304955,3.0,302.5
2025-06-18,البطان,0.0,0.0,10.314285683692718,408.0,375.2369228297254,0.0,222.5
2025-06-18,بن عروس ,0.0,0.0,10.70199994340539,530.5,444.09094720553435,0.0,328.5
2025-06-18,برج السدرية,0.0,0.0,8.59090910208496,639.0,472.32667525321386,0.0,233.0
2025-06-18,الخليدية,0.0,0.0,8.61858580995991,567.0,430.6303957436894,0.0,317.0
2025-06-18,نابل,0.0,0.0,7.606122439765201,563.0,391.9185988703024,0.0,235.2
2025-06-18,قليبية ,5.0,5.0,6.916326558103367,713.0,519.1405935021703,0.0,272.0
2025-06-18,قربة ,0.0,0.0,6.271428546431115,548.0,414.7056578189882,0.0,181.0
2025-06-18,منزل بوزلفة,0.0,0.0,9.88979591459644,694.0,496.97670419672323,0.0,305.5
2025-06-18,قرمبالية,0.0,0.0,12.04489795331444,794.5,477.9994287160586,0.0,380.0
2025-06-18,الهوارية ,0.0,0.0,5.162790704951727,882.5,554.4672756393588,0.0,372.5
2025-06-18,الحمامات ,0.0,0.0,9.79199998021126,535.0,433.6772307674131,0.0,252.5
2025-06-18,زغوان,0.0,0.0,10.336734653583596,755.5,455.0758022808695,10.0,309.0
2025-06-18,الفحص ,0.0,0.0,10.814285709541668,747.2,386.1598839276245,7.0,396.5
2025-06-18,سد بئر مشارقة ,0.0,0.0,13.602040869697014,523.5,402.2142442486844,1.0,221.0
2025-06-18,صواف,0.0,0.0,9.877083331346512,548.0,367.1600515089678,14.0,217.0
2025-06-18,الجبيبنة 3 النظور,0.0,0.0,7.573469373340511,437.5,349.5946750412024,6.0,265.5
2025-06-18,بنزرت سيدي أحمد ,12.2,12.2,10.695999986976386,519.8,626.3802005840033,0.0,381.90000000000003
2025-06-18,تينجة,37.0,37.0,11.238000067770482,515.0999999999999,580.3275315725059,0.0,384.3
2025-06-18,راس الجبل,1.0,1.0,8.477777781751419,502.70000000000005,575.2028430279508,0.0,318.6
2025-06-18,العالية,0.0,0.0,8.253061215944436,618.5,474.83565867142033,0.0,302.2
2025-06-18,ماطر,0.0,0.0,10.214285707291294,517.2,523.9876768245604,0.0,409.5
2025-06-18, جومين,0.0,0.0,12.828571408226779,647.0,711.3706636170849,0.0,543.5
2025-06-18,سجنان,0.0,0.0,14.665999963283536,754.0,811.5863232734479,0.0,629.5
2025-06-18,القيروان ,0.0,0.0,9.636000013202429,283.59999999999997,285.7886670609315,2.6,191.9
2025-06-18,حفوز,0.0,0.0,14.582926816874886,237.2,298.2515855655075,0.0,128.9
2025-06-18,سد نبهانة,0.0,0.0,9.868292638986574,365.0,275.2317072836363,0.0,154.5
2025-06-18,الوسلاتية,0.0,0.0,15.970833369685959,267.6,367.285387311569,3.0,144.5
2025-06-18,السبيخة,0.0,0.0,11.366000001430512,338.0,308.85800002738824,6.0,163.5
2025-06-18,سيدي عمر بوحجلة,0.0,0.0,11.853061240546559,282.0,263.4917176226344,0.0,193.5
2025-06-18,سد سيدي سعد,0.0,0.0,9.859999945163729,265.3,229.47599994748836,0.0,123.0
2025-06-18,القصرين,0.0,2.0,24.921999854594464,262.5,256.65553847426395,1.2,155.89999999999998
2025-06-18,فريانة ,0.0,0.0,22.791666663872697,204.5,257.5791665464638,0.0,70.5
2025-06-18,فوسانة,0.0,0.0,23.81256036179654,303.5,218.6307680750727,4.0,84.0
2025-06-18,خنقة الزازية,0.0,0.0,20.685714199834944,178.40000000000003,227.79591813237192,1.6,77.8
2025-06-18,سبيبة ,0.0,0.0,21.83478257060051,237.8,280.82014480989756,4.0,124.5
2025-06-18,سبيطلة,0.0,0.0,22.827999923229214,218.1,239.60276941393425,3.0,109.0
2025-06-18,تالة ,0.0,0.0,31.86938767439248,421.0,398.65270301510344,30.0,242.0
2025-06-18,سيدي بوزيد,0.0,0.0,14.01489362057219,351.3999999999999,275.57957208076857,0.0,136.2
2025-06-18,سيدي علي بن عون,0.0,0.0,10.384782609732254,318.5,222.73588889408686,0.0,174.0
2025-06-18,بير الحفي,0.0,0.0,13.479591842816799,304.3,233.80530090755923,0.0,106.0
2025-06-18,المكناسي ,0.0,0.0,6.7379999847710135,267.0,201.53281326948246,0.0,78.0
2025-06-18,الرقاب ,0.0,0.0,8.79767441749573,393.2,194.05186360442798,0.0,113.5
2025-06-18,جلمة ,0.0,0.0,14.161363593556663,188.3,212.97768964490172,0.0,104.0
2025-06-18,المزونة,0.0,0.0,4.133333331594866,208.5,186.46041673085645,0.0,57.2
2025-06-18,سوسة,0.0,0.0,6.075510260858098,396.9,341.3229985368237,0.0,205.5
2025-06-18,النفيضة,0.0,0.0,7.952173904232358,455.6,354.0927873883018,0.0,236.5
2025-06-18,مساكن ,0.0,0.0,7.229999995380641,361.2,324.61493395750693,0.0,252.0
2025-06-18,سيدي بوعلي ,0.0,0.0,5.344444435503748,410.0,321.9779865270035,0.0,197.0
2025-06-18,الكندار,0.0,0.0,8.806521752606269,360.0,286.8624761414885,0.0,164.0
2025-06-18,المنستير,0.0,0.0,5.313333332646583,555.0,327.31297265098266,0.0,348.0
2025-06-18,المكنين ,0.0,0.0,4.583999997377395,632.0,358.32389674264806,0.0,270.0
2025-06-18,طبلبة,0.0,0.0,5.377999981641769,606.0,362.199890802089,0.0,263.0
2025-06-18,جــمال,0.0,0.0,3.955102037410347,656.0,351.1711526072987,0.0,269.0
2025-06-18,المهدية,0.0,0.0,5.114285695157489,513.0,334.4288992470747,0.0,302.8
2025-06-18,الشابة,0.0,0.0,4.873913035444591,544.5,301.0100967857287,0.0,291.5
2025-06-18,السواسي,0.0,0.0,4.285714251958593,420.0,238.01848827185688,0.0,184.79999999999998
2025-06-18,الـــجم ,0.0,0.0,4.904081635025082,434.7,281.59115897942723,0.0,207.10000000000002
2025-06-18,صفاقس,0.0,0.0,4.255999999195337,309.29999999999995,224.97076907819294,0.0,99.5
2025-06-18,عقارب,0.0,0.0,4.0440000057220455,335.4,197.01777571164436,0.0,77.0
2025-06-18,بير علي بن خليفة,0.0,0.0,4.542857150642237,331.5,192.21449625777848,0.0,70.5
2025-06-18,الغريبة,0.0,0.0,3.4318181862207977,271.29999999999995,173.06522124884503,0.0,74.5
2025-06-18,قرقنة,0.0,0.0,5.329191914953367,331.5,206.63546766918407,0.0,128.0
2025-06-18,منزل شاكر,0.0,0.0,4.125,325.5,210.45005025776632,0.0,104.5
2025-06-18,الحنشة,0.0,0.0,5.322000007629394,436.5,232.68245886849408,0.0,160.0
2025-06-18,قفصة ,0.0,0.0,5.579999993890524,136.0,163.56830772029664,0.0,79.0
2025-06-18,القطار,0.0,0.0,3.432653053682678,135.0,135.96374244961817,0.0,46.5
2025-06-18,السند,0.0,0.0,5.436734697344351,259.5,194.83068734021128,0.0,91.0
2025-06-18,المنلوي,0.0,0.0,3.251207728691147,109.0,111.31090452914937,0.0,56.5
2025-06-18,الرديف ,0.0,0.0,6.697916708420963,150.0,151.8727473487269,0.0,67.5
2025-06-18,سيدي يعيش,0.0,0.0,6.054166671199104,181.0,209.1126590042799,0.0,86.5
