Date,station,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente
2025-06-18,أم العرائس,0.0,0.0,11.408333357423546,175.8,129.9904548055901,0.0,71.5
2025-06-18,توزر ,0.0,0.0,1.7591836759630515,119.3,91.54034214086631,0.0,65.4
2025-06-18,تمغزة,0.0,0.0,2.8964285627007484,111.0,113.8241124892119,0.0,41.0
2025-06-18,دقاش,0.0,0.0,2.25238094159535,119.0,95.2166317759841,0.0,57.5
2025-06-18,نفطة ,0.0,0.0,1.552173924834832,96.5,92.4672525624756,0.0,40.0
2025-06-18,قبلي ,0.0,0.0,1.9326086922184282,91.5,99.62495796048978,0.0,54.9
2025-06-18,الفوار,0.0,0.0,1.0421052700594853,77.6,73.5300214671488,0.0,0.0
2025-06-18,دوز ,0.0,0.0,0.7524999991059302,62.9,87.6030165713978,0.0,52.2
2025-06-18,قابس ,0.0,0.0,2.4160000061988827,208.5,212.5451707412993,0.0,141.5
2025-06-18,الحامة,0.0,0.0,1.9358974328407874,106.5,145.83301276764718,0.0,71.5
2025-06-18,المطوية ,0.0,0.0,1.9825000002980233,254.0,182.8490921991295,0.0,99.5
2025-06-18,مطماطة,0.0,0.0,1.6183673483984813,256.0,196.81846789300064,0.0,160.5
2025-06-18,مدنين ,0.0,0.0,1.1408163178331998,141.2,163.22477579313886,0.0,250.09999999999997
2025-06-18,بني خداش,0.0,0.0,1.0024390300599542,107.5,222.65609746371817,0.0,135.0
2025-06-18,بن قردان ,0.0,0.0,0.7891304353656976,148.7,185.589379977998,0.0,163.6
2025-06-18,جرجيس,0.0,0.0,1.2468085079751117,114.5,236.296606031747,0.0,166.9
2025-06-18,جربة حومة السوق,0.0,0.0,1.5770833380520342,185.0,221.87070294773108,0.0,178.8
2025-06-18,تطاوين ,0.0,0.0,1.300000021855036,138.0,123.9084331593426,0.0,107.2
2025-06-18,غمراسن,0.0,0.0,1.0634146341826858,88.10000000000001,128.3468668672633,0.0,92.1
2025-06-18,رمادة ,0.0,0.0,1.7170731701501987,129.4,82.01156193330992,0.0,30.200000000000003
2025-06-17,جندوبة,0.0,0.0,19.174000082015983,466.20000000000005,440.0650772559526,0.0,309.0
2025-06-17,بوسالم,0.0,0.0,15.382222240832114,466.3999999999999,415.4476770948131,0.0,347.8
2025-06-17,غار الدماء,0.0,0.0,15.680434840042956,492.6,429.7893484857171,0.0,294.0
2025-06-17,عين دراهم,0.0,0.0,26.822000056356185,1461.0,1545.7096925432509,0.0,1341.0
2025-06-17,طبرقة,0.0,0.0,12.578000030964615,935.1,933.241385453034,0.0,655.1
2025-06-17,سد بوهرتمة,0.0,0.0,15.58695655380902,703.8,694.2870463468143,0.0,567.7000000000002
2025-06-17,بــاجة,0.0,1.0,17.161224450535926,663.6,565.9211751202602,0.0,459.7
2025-06-17,مجاز الباب,0.0,0.0,12.723913086983174,424.0,393.9501710541851,0.0,254.0
2025-06-17,نفزة ,0.0,0.0,14.195918349131032,1094.0,923.7686821717691,2.0,662.0
2025-06-17,سد سيدي سالم,0.0,0.0,12.226086932032006,354.40000000000003,404.8334237317549,0.0,218.9
2025-06-17,تبرسق ,0.0,14.0,19.942857094261104,492.0,546.5855599829536,0.0,271.5
2025-06-17,تيبار ,0.0,0.0,19.051020372735,574.0,534.0205372503098,0.0,440.0
2025-06-17,الكاف ,0.0,0.0,24.746000045239924,734.5,422.29656405246925,6.5,370.0
2025-06-17,سد ملاق,0.0,0.0,19.554000005573034,481.4,288.4379555159651,0.0,280.90000000000003
2025-06-17,ساقية سيدي يوسف,0.0,1.0,22.73999998056226,633.8,481.31656582170365,4.0,336.2
2025-06-17,قلعة سنان,0.0,0.0,25.002272714606736,375.5,348.70045454220576,4.0,189.5
2025-06-17,القصور,0.0,0.0,22.5540000128746,333.5,369.74000006183985,3.0,216.0
2025-06-17,السرس,0.0,0.0,22.383720938549484,412.0,389.3010571873245,1.0,216.5
2025-06-17,تاجروين,0.0,0.0,25.269767388701442,474.4,371.32521213393943,0.0,186.5
2025-06-17,سليانة,0.0,3.0,18.024489755229077,452.0,386.5248367585913,4.0,235.5
2025-06-17,بوعرادة,0.0,0.0,18.53638606814922,478.0,411.603617184146,0.0,261.0
2025-06-17,الكريب,0.0,10.0,16.732653063170766,649.0,492.14596087977225,0.0,366.0
2025-06-17,الروحية ,0.0,0.0,18.749999992904208,239.0,261.97284687041963,9.0,128.0
2025-06-17,سعدية برقو,0.0,0.0,22.922000058740377,603.0,577.1251522119637,5.0,386.0
2025-06-17,سد الأخماس,0.0,0.0,20.648936176553693,484.5,415.8999542162741,0.0,259.0
2025-06-17,مكثر,0.0,0.0,23.335999983698134,377.0,474.1930767780085,2.0,321.0
2025-06-17,تونس قرطاج,0.0,0.0,12.76400001898408,428.2,458.7138923476638,0.0,198.0
2025-06-17,تونس المنوبية,0.0,0.0,11.791999979019165,411.2,453.1274159254769,0.0,254.70000000000002
2025-06-17,أريانة,0.0,0.0,13.210000053197149,479.0,463.8236924176605,0.0,215.0
2025-06-17,سيدي ثابت,0.0,0.0,10.879999956786635,422.0,460.2892802116654,0.0,204.5
2025-06-17,قلعة الأندلس,0.0,0.0,10.626573093919731,523.0,478.5993233807403,0.0,245.0
2025-06-17,منوبة,0.0,0.0,10.321276613372437,466.5,409.9337133576909,1.0,312.0
2025-06-17,برج العامري,0.0,0.0,11.24800002977252,451.0,405.6072586930496,3.0,302.5
2025-06-17,البطان,0.0,0.0,10.314285683692718,408.0,375.0389636499445,0.0,222.5
2025-06-17,بن عروس ,0.0,0.0,10.70199994340539,530.5,444.0269472074119,0.0,328.5
2025-06-17,برج السدرية,0.0,0.0,8.59090910208496,639.0,472.32667525321386,0.0,233.0
2025-06-17,الخليدية,0.0,0.0,8.61858580995991,567.0,430.3081735214672,0.0,317.0
2025-06-17,نابل,0.0,0.0,7.606122439765201,563.0,391.84308866646404,0.0,235.2
2025-06-17,قليبية ,0.0,0.0,6.916326558103367,708.0,518.3752873651242,0.0,272.0
2025-06-17,قربة ,0.0,0.0,6.271428546431115,548.0,414.61586190232384,0.0,181.0
2025-06-17,منزل بوزلفة,0.0,0.0,9.88979591459644,694.0,496.91547970692733,0.0,305.5
2025-06-17,قرمبالية,0.0,0.0,12.04489795331444,794.5,477.98718381761284,0.0,380.0
2025-06-17,الهوارية ,0.0,0.0,5.162790704951727,882.5,554.4207640114519,0.0,372.5
2025-06-17,الحمامات ,0.0,0.0,9.79199998021126,535.0,433.6272307674131,0.0,252.5
2025-06-17,زغوان,0.0,0.0,10.336734653583596,755.5,455.0043737094409,10.0,309.0
2025-06-17,الفحص ,0.0,0.0,10.814285709541668,747.2,386.15172066219674,7.0,396.5
2025-06-17,سد بئر مشارقة ,0.0,0.0,13.602040869697014,523.5,402.0713871058272,1.0,221.0
2025-06-17,صواف,0.0,0.0,9.877083331346512,548.0,367.0767181756345,14.0,217.0
2025-06-17,الجبيبنة 3 النظور,0.0,0.0,7.573469373340511,437.5,349.5640627963044,6.0,265.5
2025-06-17,بنزرت سيدي أحمد ,0.0,0.0,10.695999986976386,507.59999999999997,626.3542005834669,0.0,381.90000000000003
2025-06-17,تينجة,0.0,0.0,11.238000067770482,478.09999999999997,580.1535315721483,0.0,384.3
2025-06-17,راس الجبل,0.0,0.0,8.477777781751419,501.70000000000005,575.2028430279508,0.0,318.6
2025-06-17,العالية,0.0,0.0,8.253061215944436,618.5,474.7438219367265,0.0,302.2
2025-06-17,ماطر,0.0,0.0,10.214285707291294,517.2,523.8754319266012,0.0,409.5
2025-06-17, جومين,0.0,0.0,12.828571408226779,647.0,711.2420921882702,0.0,543.5
2025-06-17,سجنان,0.0,0.0,14.665999963283536,754.0,811.2763232734479,0.0,629.5
2025-06-17,القيروان ,0.0,0.0,9.636000013202429,283.59999999999997,285.54066706394156,2.6,191.9
2025-06-17,حفوز,0.0,0.0,14.582926816874886,237.2,297.96134166946507,0.0,128.9
2025-06-17,سد نبهانة,0.0,0.0,9.868292638986574,365.0,275.158536551929,0.0,154.5
2025-06-17,الوسلاتية,0.0,0.0,15.970833369685959,267.6,366.82288731678443,3.0,144.5
2025-06-17,السبيخة,0.0,0.0,11.366000001430512,338.0,308.71800002738826,6.0,163.5
2025-06-17,سيدي عمر بوحجلة,0.0,0.0,11.853061240546559,282.0,262.48559516976223,0.0,193.5
2025-06-17,سد سيدي سعد,0.0,0.0,9.859999945163729,265.3,229.20399994224314,0.0,123.0
2025-06-17,القصرين,0.0,2.0,24.921999854594464,262.5,256.4495384722374,1.2,155.89999999999998
2025-06-17,فريانة ,0.0,0.0,22.791666663872697,204.5,257.0458332110816,0.0,70.5
2025-06-17,فوسانة,0.0,0.0,23.81256036179654,303.5,217.1416376402901,4.0,84.0
2025-06-17,خنقة الزازية,0.0,0.0,20.685714199834944,178.40000000000003,227.25102018133828,1.6,77.8
2025-06-17,سبيبة ,0.0,0.0,21.83478257060051,237.8,280.12449263209726,4.0,124.5
2025-06-17,سبيطلة,0.0,0.0,22.827999923229214,218.1,238.330769382463,3.0,109.0
2025-06-17,تالة ,0.0,0.0,31.86938767439248,421.0,398.3098458671373,30.0,242.0
2025-06-17,سيدي بوزيد,0.0,0.0,14.01489362057219,351.3999999999999,275.45616782139126,0.0,136.2
2025-06-17,سيدي علي بن عون,0.0,0.0,10.384782609732254,318.5,222.50762802452164,0.0,174.0
2025-06-17,بير الحفي,0.0,0.0,13.479591842816799,304.3,233.75428049939597,0.0,106.0
2025-06-17,المكناسي ,0.0,0.0,6.7379999847710135,267.0,201.41281326948246,0.0,78.0
2025-06-17,الرقاب ,0.0,0.0,8.79767441749573,393.2,193.84256127884657,0.0,113.5
2025-06-17,جلمة ,0.0,0.0,14.161363593556663,188.3,212.29587146308353,0.0,104.0
2025-06-17,المزونة,0.0,0.0,4.133333331594866,208.5,186.2937500641898,0.0,57.2
2025-06-17,سوسة,0.0,0.0,6.075510260858098,396.9,341.31075363837795,0.0,205.5
2025-06-17,النفيضة,0.0,0.0,7.952173904232358,455.6,353.6580047796062,0.0,236.5
2025-06-17,مساكن ,0.0,0.0,7.229999995380641,361.2,324.29493395750694,0.0,252.0
2025-06-17,سيدي بوعلي ,0.0,0.0,5.344444435503748,410.0,321.8779865270035,0.0,197.0
2025-06-17,الكندار,0.0,0.0,8.806521752606269,360.0,286.8624761414885,0.0,164.0
2025-06-17,المنستير,0.0,0.0,5.313333332646583,555.0,327.29340743410967,0.0,348.0
2025-06-17,المكنين ,0.0,0.0,4.583999997377395,632.0,358.32389674264806,0.0,270.0
2025-06-17,طبلبة,0.0,0.0,5.377999981641769,606.0,362.199890802089,0.0,263.0
2025-06-17,جــمال,0.0,0.0,3.955102037410347,656.0,351.00788730117625,0.0,269.0
2025-06-17,المهدية,0.0,0.0,5.114285695157489,513.0,334.4288992470747,0.0,302.8
2025-06-17,الشابة,0.0,0.0,4.873913035444591,544.5,300.9535750486715,0.0,291.5
2025-06-17,السواسي,0.0,0.0,4.285714251958593,420.0,237.80420255757116,0.0,184.79999999999998
2025-06-17,الـــجم ,0.0,0.0,4.904081635025082,434.7,281.4687099998354,0.0,207.10000000000002
2025-06-17,صفاقس,0.0,0.0,4.255999999195337,309.29999999999995,224.9387690777161,0.0,99.5
2025-06-17,عقارب,0.0,0.0,4.0440000057220455,335.4,196.59777571164437,0.0,77.0
2025-06-17,بير علي بن خليفة,0.0,0.0,4.542857150642237,331.5,191.6430676863499,0.0,70.5
2025-06-17,الغريبة,0.0,0.0,3.4318181862207977,271.29999999999995,173.06522124884503,0.0,74.5
2025-06-17,قرقنة,0.0,0.0,5.329191914953367,331.5,206.63546766918407,0.0,128.0
2025-06-17,منزل شاكر,0.0,0.0,4.125,325.5,210.17005025776632,0.0,104.5
2025-06-17,الحنشة,0.0,0.0,5.322000007629394,436.5,232.68245886849408,0.0,160.0
2025-06-17,قفصة ,0.0,0.0,5.579999993890524,136.0,163.46630771803166,0.0,79.0
2025-06-17,القطار,0.0,0.0,3.432653053682678,135.0,135.81068122512838,0.0,46.5
2025-06-17,السند,0.0,0.0,5.436734697344351,259.5,194.5653812177623,0.0,91.0
2025-06-17,المنلوي,0.0,0.0,3.251207728691147,109.0,111.31090452914937,0.0,56.5
2025-06-17,الرديف ,0.0,0.0,6.697916708420963,150.0,151.5914973487269,0.0,67.5
2025-06-17,سيدي يعيش,0.0,0.0,6.054166671199104,181.0,207.602242317745,0.0,86.5
2025-06-17,أم العرائس,0.0,0.0,11.408333357423546,175.8,129.90712147225676,0.0,71.5
2025-06-17,توزر ,0.0,0.0,1.7591836759630515,119.3,91.46891356943775,0.0,65.4
2025-06-17,تمغزة,0.0,0.0,2.8964285627007484,111.0,113.8241124892119,0.0,41.0
2025-06-17,دقاش,0.0,0.0,2.25238094159535,119.0,95.121393680746,0.0,57.5
2025-06-17,نفطة ,0.0,0.0,1.552173924834832,96.5,92.42377430160603,0.0,40.0
2025-06-17,قبلي ,0.0,0.0,1.9326086922184282,91.5,99.62495796048978,0.0,54.9
2025-06-17,الفوار,0.0,0.0,1.0421052700594853,77.6,73.49844251852555,0.0,0.0
2025-06-17,دوز ,0.0,0.0,0.7524999991059302,62.9,87.6030165713978,0.0,52.2
2025-06-17,قابس ,0.0,0.0,2.4160000061988827,208.5,212.19717074550144,0.0,141.5
2025-06-17,الحامة,0.0,0.0,1.9358974328407874,106.5,145.37147430610872,0.0,71.5
2025-06-17,المطوية ,0.0,0.0,1.9825000002980233,254.0,182.7865921991295,0.0,99.5
2025-06-17,مطماطة,0.0,0.0,1.6183673483984813,256.0,196.77765156647004,0.0,160.5
2025-06-17,مدنين ,0.0,0.0,1.1408163178331998,141.2,163.22477579313886,0.0,250.09999999999997
2025-06-17,بني خداش,0.0,0.0,1.0024390300599542,107.5,222.65609746371817,0.0,135.0
2025-06-17,بن قردان ,0.0,0.0,0.7891304353656976,148.7,185.589379977998,0.0,163.6
2025-06-17,جرجيس,0.0,0.0,1.2468085079751117,114.5,236.15830815940657,0.0,166.9
2025-06-17,جربة حومة السوق,0.0,0.0,1.5770833380520342,185.0,221.87070294773108,0.0,178.8
2025-06-17,تطاوين ,0.0,0.0,1.300000021855036,138.0,123.48700456974879,0.0,107.2
2025-06-17,غمراسن,0.0,0.0,1.0634146341826858,88.10000000000001,128.3468668672633,0.0,92.1
2025-06-17,رمادة ,0.0,0.0,1.7170731701501987,129.4,81.56278145698984,0.0,30.200000000000003
2025-06-16,جندوبة,0.0,0.0,19.174000082015983,466.20000000000005,439.4530772483232,0.0,309.0
2025-06-16,بوسالم,0.0,0.0,15.382222240832114,466.3999999999999,414.6254548566963,0.0,347.8
2025-06-16,غار الدماء,0.0,0.0,15.680434840042956,492.6,429.3393484866241,0.0,294.0
2025-06-16,عين دراهم,0.0,0.0,26.822000056356185,1461.0,1545.2116925461119,0.0,1341.0
2025-06-16,طبرقة,0.0,0.0,12.578000030964615,935.1,932.3953854361063,0.0,655.1
2025-06-16,سد بوهرتمة,0.0,0.0,15.58695655380902,703.8,692.8326985044009,0.0,567.7000000000002
2025-06-16,بــاجة,0.0,1.0,17.161224450535926,663.6,564.9987261615908,0.0,459.7
2025-06-16,مجاز الباب,0.0,0.0,12.723913086983174,424.0,393.6197362705398,0.0,254.0
2025-06-16,نفزة ,0.0,0.0,14.195918349131032,1094.0,923.0870495216273,2.0,662.0
2025-06-16,سد سيدي سالم,0.0,0.0,12.226086932032006,354.40000000000003,404.3769019978075,0.0,218.9
2025-06-16,تبرسق ,0.0,14.0,19.942857094261104,492.0,545.5978048789665,0.0,271.5
2025-06-16,تيبار ,0.0,0.0,19.051020372735,574.0,533.2348229621626,0.0,440.0
2025-06-16,الكاف ,0.0,0.0,24.746000045239924,734.5,421.490564054317,5.5,369.0
2025-06-16,سد ملاق,0.0,0.0,19.554000005573034,481.4,288.0899555188261,0.0,280.90000000000003
2025-06-16,ساقية سيدي يوسف,0.0,1.0,22.73999998056226,633.8,480.5854547058242,4.0,336.2
2025-06-16,قلعة سنان,0.0,0.0,25.002272714606736,375.5,348.0299999967512,4.0,189.5
2025-06-16,القصور,0.0,0.0,22.5540000128746,333.5,368.23600006088617,3.0,216.0
2025-06-16,السرس,0.0,0.0,22.383720938549484,412.0,387.6661734675032,1.0,216.5
2025-06-16,تاجروين,0.0,0.0,25.269767388701442,474.4,369.6252121583357,0.0,186.5
2025-06-16,سليانة,0.0,3.0,18.024489755229077,452.0,385.7023877799726,4.0,235.5
2025-06-16,بوعرادة,0.0,0.0,18.53638606814922,478.0,408.353617184146,0.0,261.0
2025-06-16,الكريب,0.0,10.0,16.732653063170766,649.0,491.79289965503915,0.0,366.0
2025-06-16,الروحية ,0.0,0.0,18.749999992904208,239.0,261.0323706799434,9.0,128.0
2025-06-16,سعدية برقو,0.0,0.0,22.922000058740377,603.0,576.4071522219773,5.0,386.0
2025-06-16,سد الأخماس,0.0,0.0,20.648936176553693,484.5,414.8829329438634,0.0,259.0
2025-06-16,مكثر,0.0,0.0,23.335999983698134,377.0,473.5010767799159,2.0,321.0
2025-06-16,تونس قرطاج,0.0,0.0,12.76400001898408,428.2,458.2858923508228,0.0,198.0
2025-06-16,تونس المنوبية,0.0,0.0,11.791999979019165,411.2,452.56341593718923,0.0,254.70000000000002
