Date,Region,pluvio_du_jour_campagne_actuelle,cumul_mois_campagne_actuelle,moyenne_mois_campagne_actuelle,cumul_campagne_actuelle,moyenne_campagne_actuelle,cumul_mois_campagne_precedente,cumul_campagne_precedente,moyenne_annuelle
2025-06-18,الشمال الغربي,0.0,1.1197996116437674,19.554739770363845,559.4338187427292,504.2658400209452,1.685983871828028,353.7354613545186,530.9161903478861
2025-06-18,الشمال الشرقي,2.36637076448036,2.36637076448036,10.367893527177882,588.7961582516513,489.0416309253946,1.9526712329008755,321.22704747852066,504.4294645762992
2025-06-18,الوسط الغربي,0.0,0.10511345552269477,15.833436839408767,279.69746859844446,258.1603993589748,2.7987614955045172,128.99622196838953,285.3508367193981
2025-06-18,الوسط الشرقي,0.0,0.0,5.055452629407193,397.2259277537986,256.99616612605996,0.0,167.27954149349796,265.09338681007995
2025-06-18,الجنوب الغربي,0.0,0.0,2.280880230906683,101.2233995308844,103.37668715390298,0.0,58.505312259306116,102.97853692842807
2025-06-18,الجنوب الشرقي,0.0,0.0,1.4123468081516788,133.59108099557506,136.0047804304673,0.0,98.0812414075525,137.89131073049805
2025-06-18,كامل البلاد,0.17909496796467483,0.3135305809759124,6.605646756570812,249.7462285001728,222.43354069747508,0.7282983082060289,143.5154311059536,231.616400454664
2025-06-17,الشمال الغربي,0.0,1.1197996116437674,19.554739770363845,559.4338187427292,504.00377987629355,1.685983871828028,353.7354613545186,530.9161903478861
2025-06-17,الشمال الشرقي,0.0,0.0,10.367893527177882,586.4297874871709,488.92620730298796,1.9526712329008755,321.22704747852066,504.4294645762992
2025-06-17,الوسط الغربي,0.0,0.10511345552269477,15.833436839408767,279.69746859844446,257.7114521088625,2.7987614955045172,128.99622196838953,285.3508367193981
2025-06-17,الوسط الشرقي,0.0,0.0,5.055452629407193,397.2259277537986,256.84125519678526,0.0,167.27954149349796,265.09338681007995
2025-06-17,الجنوب الغربي,0.0,0.0,2.280880230906683,101.2233995308844,103.28997817245562,0.0,58.505312259306116,102.97853692842807
2025-06-17,الجنوب الشرقي,0.0,0.0,1.4123468081516788,133.59108099557506,135.76393393732255,0.0,98.0812414075525,137.89131073049805
2025-06-17,كامل البلاد,0.0,0.13443561301123755,6.605646756570812,249.5671335322081,222.21315574247478,0.7282983082060289,143.5154311059536,231.616400454664
2025-06-16,الشمال الغربي,0.0,1.1197996116437674,19.554739770363845,559.4338187427292,503.0648451680238,1.6417919252464708,353.691269407937,530.9161903478861
2025-06-16,الشمال الشرقي,0.0,0.0,10.367893527177882,586.4297874871709,488.15975011031134,1.9526712329008755,321.22704747852066,504.4294645762992
2025-06-16,الوسط الغربي,0.0,0.10511345552269477,15.833436839408767,279.69746859844446,257.1344052100076,2.7987614955045172,128.99622196838953,285.3508367193981
2025-06-16,الوسط الشرقي,0.0,0.0,5.055452629407193,397.2259277537986,256.7160664669311,0.0,167.27954149349796,265.09338681007995
2025-06-16,الجنوب الغربي,0.0,0.0,2.280880230906683,101.2233995308844,103.25510445820142,0.0,58.505312259306116,102.97853692842807
2025-06-16,الجنوب الشرقي,0.0,0.0,1.4123468081516788,133.59108099557506,135.72695751559982,0.0,98.0812414075525,137.89131073049805
2025-06-16,كامل البلاد,0.0,0.13443561301123755,6.605646756570812,249.5671335322081,221.94031360774238,0.7235869221636229,143.5107197199112,231.616400454664
2025-06-15,الشمال الغربي,0.0,1.1197996116437674,19.554739770363845,559.4338187427292,501.38623033341304,0.5599088126880335,352.60938629537856,530.9161903478861
2025-06-15,الشمال الشرقي,0.0,0.0,10.367893527177882,586.4297874871709,487.0965076587128,0.0,319.27437624561975,504.4294645762992
2025-06-15,الوسط الغربي,0.0,0.10511345552269477,15.833436839408767,279.69746859844446,256.56963404491296,2.249427948185668,128.4468884210707,285.3508367193981
2025-06-15,الوسط الشرقي,0.0,0.0,5.055452629407193,397.2259277537986,256.6458590480437,0.0,167.27954149349796,265.09338681007995
2025-06-15,الجنوب الغربي,0.0,0.0,2.280880230906683,101.2233995308844,103.2194110025268,0.0,58.505312259306116,102.97853692842807
2025-06-15,الجنوب الشرقي,0.0,0.0,1.4123468081516788,133.59108099557506,135.71948974972426,0.0,98.0812414075525,137.89131073049805
2025-06-15,كامل البلاد,0.0,0.13443561301123755,6.605646756570812,249.5671335322081,221.58302010768438,0.3817989401026155,143.1689317378502,231.616400454664
2025-06-13,الشمال الغربي,0.0,1.1197996116437674,19.554739770363845,559.4338187427292,500.26048690962193,0.5599088126880335,352.60938629537856,530.9161903478861
