date,num,endroit_a,endroit_f,nom_artiste_a,nom_artiste_f,titre,prix
09/05/2014,148,دار الثقافة صفاقس,,طارق نجاح,,بدون عنــــــــــــــــــــوان,500
09/05/2014,149,,,سيدة عروس,,voilé entre la cement(dip),950
09/05/2014,150,فضاء برج القلال صفاقس,,صالح بن عمر,,Convivialité,4000
14/05/2014,151,المركب الثقافي بالمنستيرعبدالرحمان دلدول,,عبد الرحمان دلدول,,Ruelle zaghouan,400
14/05/2014,152,,,سعيدة جرادي ,,الايام كيف الريح ,400
14/05/2014,153,,,نجيب الشك,,exaltation (trip),1000
14/05/2014,154,,,علي البرقاوي,,بدون عنــــــــــــــــــــوان,2700
14/05/2014,155,,,ابتهال مزالي,,بدون عنــــــــــــــــــــوان,700
14/05/2014,156,,,سحنون قلالة,,فخار بكري(ثلاثية),900
14/05/2014,157,,,عبد العزيز معلال,,تباين,500
14/05/2014,158,,,محمد ياسين قلالة,,بدون عنــــــــــــــــــــوان,1500
14/05/2014,159,,,عيسى قويرح,,عم فرج,2500
14/05/2014,160,,,سميح بن صالح,,سوق,500
14/05/2014,161,دار الثقافة المروج,,عمر الغدامسي,,Arbre,5000
16/05/2014,162,رواق عين,,علي الزنايدي,,Vingt scénces de vie,6000
16/05/2014,163,رواق اشتار,,سنية الرياحي,,FEMINA,1200
16/05/2014,164,دار الثقافة باب سويقة,,جلال تبيني ,,اشاعة ,2000
16/05/2014,165,دار الثقافة ابن رشيق,,عايشة بن مصطفى,,Tete à tete ,1000
16/05/2014,166,,,سليمة تريعة ,,bourasse,600
16/05/2014,167,,,امال بن حسين,,relaxation,5000
16/05/2014,168,,,فايزة مرابط,,Lynx,800
16/05/2014,169,,,اميمة زروق,,l koffa,600
21/05/2014,170,رواق حشاد,,خالد تركي,,Attente,1000
21/05/2014,171,رواق كالستي,,Marienne catzaras,,la brulure,1500
21/05/2014,172,,,بسمة هداوي,,Monde circulaire,1200
21/05/2014,173,,,سليم  القمري,,Anima  IV,1800
21/05/2014,174,رواق الكمان الازرق ,,هالة عمار,,Nothing but a chair,1800
21/05/2014,175,رواق صوفونيبا ,,صارة بكار قلوب ,,Chuchottements,1100
21/05/2014,176,دار الثقافة ابن خلدون ,,محمد الرقيق,,بدوي ,4000
21/05/2014,177,المركز الوطني للفن الحي بلفيدار,,نجيب بو قشة,,Paysage Isolé,4500
21/05/2014,178,رواق الدامة,,Sylvain Monteleone ,,Black brid in JULY (4),1600
23/05/2014,179,المركز الثقافي بالحمامات,,محمد البعتي,,اجنحة الحرية ,4000
23/05/2014,180,المعد العالي لتنشيط الثقافي ببير الباي,,محسن الجليتي,,Porteur 1-2 (dip ),3000
23/05/2014,181,رواق ايقار,,ككوثر العرقوبي,,ولادة حدث (ثلاثية),6000
28/05/2014,182,دار الثقافة بالمهدية,,سامية بيوض,,تامل ,800
28/05/2014,183,,,كمال المليلي ,,Ballet,1000
28/05/2014,184,,,حاتم نعيمة ,,L' arbre en bleu,800
28/05/2014,185,,,سماح بوشعال,,La porte,350
28/05/2014,186,,,وجدي مكني ,,La force,350
28/05/2014,187,,,هشام بن عمر ,,La madina,400
28/05/2014,188,,,عفاف عطية ,,Vue sur la medina,500
28/05/2014,189,,,صابرة بن فرج ,,Color music,300
28/05/2014,190,,,محمد بوفريخة,,جبلي - برج الراس,400
28/05/2014,191,رواق الحليوي القيروان,,وليد هلالي,,محمود المسعدي ,1500
28/05/2014,192,,,عبد اللطيف رمضاني,,القيروان ,4000
28/05/2014,193,,,محمد الهادي عياد,,الحمامات ,3500
28/05/2014,194,,,شكري الفاسي ,,Corrida,4500
28/05/2014,195,,,سليم ماني ,,خفايا,3500
28/05/2014,196,المندوبية الجهوية بالقروان,,انيسة الغول ,,المراوحة بين الجسد والروح,1000
28/05/2014,197,,,بلقاسم شبيشب,,Mavenus (dip),1200
28/05/2014,198,,,زيد الماجري ,,بدون عنــــــــــــــــــــوان,600
28/05/2014,199,,,عفاف شندول ,,L'art fractal,800
28/05/2014,200,,,عبد سطار الفجي,,بدون عنــــــــــــــــــــوان,1000
28/05/2014,201,,,نصرالدين الفراحتي,,وضعيات (خماسية),2500
06/06/2014,202,دار الثقافة ابن رشيق,,محمد فنينة,,Dyptique N.B:monde soufie (dip),3500
06/06/2014,203,رواق المدنية,,سمير مخلوف,,La petite maison,3400
06/06/2014,204,متحف سيدي بو سعيد,,مراد الحرباوي ,,Picturalité,5000
06/06/2014,205,رواق الف ورقة,,دوريد سويسي,,Mine désaffectée de Garn Halfya,800
06/06/2014,206,رواق المرسى ,,اسماء منور ,,"Lella Salha,port punique,Carthage,",4000
06/06/2014,207,رواق سامية عاشور,,عادل عكرمي ,,LIMONADE,1800
06/06/2014,208,رواق علي القرماسي,,سمير الفيتوري,,Reve ,3000
06/06/2014,209,رواق صلدان,,فاضل غديرة,,Voyante,4200
06/06/2014,210,,,كوثر جليزي بن عياد,,"houda,salowa,dana,wafa (4)",2000
06/06/2014,211,,,احمد الصوابني,,Le billet ,3000
06/06/2014,212,,,  بنور مشفر,,Structure et Lumiére,1500
06/06/2014,213,قصر العبدلية بالمرسى,,سامية عاشور,,بدون عنــــــــــــــــــــوان,800
06/06/2014,214,,,فتاح بن عامر,,Kartouch,1500
06/06/2014,215,,,حمودة بن حسين ,,copie non-conforme ,1000
06/06/2014,216,,,فاتن شوبة,,phao ,1500
06/06/2014,217,,,حمدة دنيدن,,بدون عنــــــــــــــــــــوان,1000
06/06/2014,218,,,ايمان اللومي,,Le trou,700
06/06/2014,219,,,نبييهة قيقة,,Stratification,4500
06/06/2014,220,,,بسمة هلال,,Arab-est-ce-que,3000
06/06/2014,221,,,سرحانة خلصي,,Execution,300
06/06/2014,222,,,مهدي كريعة,,Points noirs (dip),2500
06/06/2014,223,المركز الوطني للفن الحي بلفيدار,,عبد الحميد الثبوتي,,Chutte,3400
17/06/2014,224,رواق الفنون ببن عروس,,توفيق الكوكي,,بدون عنـــوان(سباعية),2000
17/06/2014,225,رواق علي خوجة بالمهدية,,محمد اكرم خوجة,,LE VIEUX QUARTIER,1500
17/06/2014,226,فضاء برج القلال صفاقس,,عائدة الكشو,,La plantation,800
17/06/2014,227,,,سمية حمداني,,تكوين ,850
17/06/2014,228,فضاء فندق الحدادين بصفاقس,,مجدي كعنيش,,gravure,700
17/06/2014,229,,,ريم عطية,,ابواب,500
17/06/2014,230,,,سلمى كمون,,fleur,500
17/06/2014,231,,,طارق بوزيد,,رضوخ,1200
17/06/2014,232,رواق البلدي للفنون بصفاقس,,صالح بن عمر,,Discorde,4000
19/06/2014,233,روضة مصطفى خريف بنفطة,,ماريا الزابي ,,L' attente ,500
19/06/2014,234,,,سامية الناصر,,Masques,350
19/06/2014,235,,,مهند حمدة ,,"Amazigh,masques afriaines ",500
19/06/2014,236,,,نسرين بن عثمان,,Fer a repassé (4 ),300
19/06/2014,237,,,وليد شريفي,,Maternité,300
19/06/2014,238,,,ايمان شريفي,,Confusion,400
19/06/2014,239,,,احلام السيد,,Chebika,200
19/06/2014,240,,,عبدالسلام الصغير,,Hadhra ,1200
19/06/2014,241,,,صارة بن يحيى,,بدون عنــــــــــــــــــــوان,500
19/06/2014,242,,,كمال بوقرة,,بدون عنـــــــوان(ثنائية),130
19/06/2014,243,دار الثقافة بسيدي بوزيد,,خالد عبيدة,,Continuum,2000
19/06/2014,244,رواق قمودة بالمعهد العالي للفنون و الحرف بسيدي بوزيد,,صالح عمري ,,تشاكل ,2000
19/06/2014,245,,,حمدي زرود,,ضحكات (ثنائية),1200
19/06/2014,246,,,وحيد بوليلة,,بدون عنــــــــــــــــــــوان,750
19/06/2014,247,,,معز حسن,,القيروان ,600
19/06/2014,248,,,نجلاء مطاوع,,ثورة,500
19/06/2014,249,دار الثقافة بسيدي بوزيد,,هاجر براهمي,,حياة بين السماء و الارض,2500
19/06/2014,250,,,حسان عمري,,الاية 23 و 24 من سورة الحشر,600
19/06/2014,251,,,انيسة حمدي ,,المفردة تكون اللوحة ,1000
19/06/2014,252,دار الثقافة بسيدي بوزيد,,وردة العافي,,Défi,700
20/06/2014,253,دار الفنون بقابس,,مهدي مسلم,,بدون عنــــــــــــــــــــوان,2000
20/06/2014,254,,,عز الدين ونيس ,,بدون عنــــــــــــــــــــوان,350
20/06/2014,255,,,اسماء المباركيي,,بدون عنــــــــــــــــــــوان,2000
20/06/2014,256,,,قيس بوعتور ,,بدون عنــــــــــــــــــــوان,600
20/06/2014,257,المركب الثقافي بتطاوين ,,سعد المهزرس,,il ne faut pas que vos souvenirs vous genent ,1200
20/06/2014,258,,,منير القاصر ,,بدون عنــــــــــــــــــــوان,500
20/06/2014,259,,,زيد عسل,,بدون عنــــــــــــــــــــوان,1000
20/06/2014,260,,,محمود غرب,,بدون عنــــــــــــــــــــوان,500
20/06/2014,261,المركب الثقافي بمدنين ,,انتصار الغديري ,,بدون عنــــــــــــــــــــوان,850
20/06/2014,262,,,ايمان التيس ,,بدون عنــــــــــــــــــــوان,550
20/06/2014,263,,,نجوى جراي,,صرخة,1200
20/06/2014,264,,,وردة العنتير,,الوان الرموز (ثلاثية),950
20/06/2014,265,,,المولدي بورخيص,,لوحة خطية ,700
20/06/2014,266,,,ثامر الجنيدي,,بدون عنــــــــــــــــــــوان,250
20/06/2014,267,,,سناء ثامر,,بدون عنــــــــــــــــــــوان,400
25/06/2014,268,دار الثقافة المروج,,شهلة سومر,,Randonnée des lumiéres,4500
25/06/2014,269,المتحف الاثري سوسة,,يسر محمود شاشية,,Porte- trait ,1000
25/06/2014,270,المركب الثقافي بالمنستير,,سهيلة حمزة ,,Revers de la médaille,1200
25/06/2014,271,,,عائشة مبارك,,رؤية عائشة,900
25/06/2014,272,,,امال الحجار,,Mes jasmins,1500
25/06/2014,273,,,رابعة القرعة,,المدينة 2,1500
25/06/2014,274,,,نجاة العابد,,Vague,480
25/06/2014,275,,,سوسن قريعة,,حفريات بونية,1200
25/06/2014,276,رواق مرينا بالمنستير,,نظمي حمزة ,,les portes du paradis,1000
25/06/2014,277,,,محمود قفصية,,حالة 2 ,1700
25/06/2014,278,,,احلام المحجوب,, تيه(2),2500
25/06/2014,279,,,وسام العابد,,بدون عنــــــوان (رباعية),950
26/06/2014,280,دار الثقافة المغاربية ابن خلدون,,ناصر الواتي,,le décor d’un immigré,3000
26/06/2014,281,رواق علي القرماسي,,عبد المجيد بن مسعود,,تجريد,6000
26/06/2014,282,دار الكتب الوطنية,,سليم بن بريكة ,,Rouge martyre,900
26/06/2014,283,,,نادر بوكادي,,بدون عنــــــــــــــــــــوان,700
26/06/2014,284,,,مراد بن بريكة,,le kangourou qui ne vit jamais seul,3800
26/06/2014,285,فضاء البلماريوم(معرض اتحاد الفنانين التشكيليين الشبان),,رياض الغربي ,,Réflexion,400
26/06/2014,286,,,ناهد غراد,,Amour-Amitié,400
26/06/2014,287,,,نجلاء الساحلي,,ألوان ,400
26/06/2014,288,متحف مدينة تونس(معرض اتحاد الفنانين التشكيليين الشبان),,اسلام الخياري,,Cri Tete,5000
26/06/2014,289,,,احلام بو صندل,,Croisement,3200
26/06/2014,290,,,ايناس بو عزيز,,Homage à Paul Klef,2400
26/06/2014,291,,,ثريا العميري ,,لا بد ان يزدهر دم الشهيد حلمي حلم الطيور,800
26/06/2014,292,,,صارة لوظيف,,انبثاق 1,750
26/06/2014,293,,,لمجد النوري ,,تقاسيم,2000
26/06/2014,294,,,منعم العجيلي,,بدون عنــــــــــــــــــــوان,1000
26/06/2014,295,,,ليلى الطرابلسي ,,Les pervers La tragédie,1800
26/06/2014,296,,,ريم المالكي ,,بدون عنــــــــــــــــــــوان(2),400
26/06/2014,297,,,فاطمة عمارة,,Danse,1500
26/06/2014,298,,,بدر القليدي,,Apprentisssage voyage transcendental,1900
26/06/2014,299,,,ايمان السويسي ,,ألوان ,2000
26/06/2014,300,,,لمياء الحداد ,,بدون عنــــــــــــــــــــوان,600
26/06/2014,301,,,كمال عبد الله,,hélistrape (dip),1600
26/06/2014,302,,,ليلى السلماوي,,transparence (dip),1800
26/06/2014,303,,,ربيعة رينشي,,بدون عنــــــــــــــــــــوان,800
26/06/2014,304,,,سماح نصر الله,,بدون عنــــــــــــــــــــوان,1600
26/06/2014,305,دار الثقافة العاشورية,,حمادي بن سعد,,رحلة عبر المحيط الاطلسي,7000
26/06/2014,306,نادي الطاهر الحداد,,امال زعيم,,حركة ثورية ,4000
26/06/2014,307,نادي الطاهر الحداد,,لطفي عنون,,NEWS,2800
26/06/2014,308,,,حمادي بن سعد,,Expression2,2500
26/06/2014,309,رواق الدامة ,,هالة المسلاتي,,curaçao (dip),560
26/06/2014,310,,,انصاف السيد,,Port/trait,400
26/06/2014,311,,,صوفية بن سلامة,,Venisie entre deux'o' (dip),400
26/06/2014,312,رواق الفن الجميل,,شاهر الماجري,,Alliance,450
27/06/2014,313,دار الفنون بالبلفيدار,,محمد نجاح,,une lettre d'amour,1500
27/06/2014,314,,,فاطمة صامت,,Métamorphose Capsienne(4),6000
27/06/2014,315,,,سميرة ميزاوي,,Paysage,2000
27/06/2014,316,رواق اشتارت,,عثمان كريم,,douche froide,700
27/06/2014,317,رواق الف ورقة,,رفيق الكامل,,بدون عنــــــــــــــــــــوان,5000
27/06/2014,318,,,امل زمرلي,,بدون عنــــــــــــــــــــوان,4000
27/06/2014,319,رواق حشاد,,كوثر سلامة,,Perplexité,600
27/06/2014,320,,,منال حمامي ,,Enrelacs,2000
27/06/2014,321,,,مريم بن حامد,,Perturbations,1000
27/06/2014,322,,,دلال سماي ,,بدون عنــــــــــــــــــــوان,750
27/06/2014,323,رواق صلدان,,عبد المجيد البكري,,Médina la nuit,3000
27/06/2014,324,رواق اسطرلاب,,محمد المالكي ,,Liberté,3500
27/06/2014,325,,,سليم الخياري,,BRUIT MUET,3800
27/06/2014,326,رواق بشيرة سنتر,,دالي بلقاضي ,,Schizophrénie,2000
27/06/2014,327,,,وليد مهيري و هدى غربال ,,Album de famille (9),3900
27/06/2014,328,,,نوطيل بالقاضي,,El foucha,1200
27/06/2014,329,,,محمد بن سلطان,,Goal!!!,1200
27/06/2014,330,راق عين,,محمد العايب,,La kasba,3500
27/06/2014,331,,,انور صفطة,,Odyssée duchampienne,3000
27/06/2014,332,,,لسعد بن علية,,ouled el Ghoula,1000
27/06/2014,333,,,خير الدين بن حليمة,,PIEDS NUS II,600
27/06/2014,334,,,فردوس بلمحرصية,,Gestation (4),2000
07/10/2014,335,رواق صلدان,,محمد بن مرزوق,,Tainit,2500
07/10/2014,336,رواق عين,,خليل قويعة,,Poisson insaisissable,3000
07/10/2014,337,رواق عائشة  القرجي,,عائشة السنوسي,,Cobaye(5),4000
07/10/2014,338,المركز الثقافي الفاضل بن عاشور,,عامر بن جدو,,ابيات من البردة,2000
07/10/2014,339,,,فاطمة الجزيري,,صلى الله عليه و سلم,200
07/10/2014,340,رواق كالستي,,Rebecca Mann,,Naiade,1800
07/10/2014,341,,,بوجمعة بالعيفة,,Terre démentielle,8000
07/10/2014,342,دار الثقافة ابن رشيق,,لطفي بوخبزة,,حروفية تشكيلية,170
07/10/2014,343,,,عماد الستي,,حروفية - شروق,650
14/10/2014,344,رواق المدينة,,نادية الزواري,,La faille,2000
14/10/2014,345,,,زهرة لرقش,,Femmes voileés,800
14/10/2014,346,,,ابراهيم الضحاك,,La danseuse,650
14/10/2014,347,,,قويدر التريكي,,بدون عنــــــــــــــــــــوان,800
14/10/2014,348,,,علي بن سالم,,Les Biches,10000
14/10/2014,349,,,كوثر درغوث,,La famille,1600
14/10/2014,350,,,عبد الرزاق الساحلي,,Portrait,400
14/10/2014,351,رواق(PASSENGERS),,عبد السلام عياد,,بدون عنــــــــــــــــــــوان,3500
14/10/2014,352,,,يامن بالرحومة,,بدون عنــــــــــــــــــــوان,1500
14/10/2014,353,,,ابراهيم مطوس,,Lost2,2500
23/10/2014,354,رواق الفاضل بن عاشور المرسى,,ايمان بالطيب,,Contraste noir et blanc,500
23/10/2014,355,,,عادل خالدي,,Sidi Mahrez,100
23/10/2014,356,,,محمد كراي,,Ciel,1700
23/10/2014,357,رواق سامية عاشور,,سندة بالحسن,,بدون عنــــــــــــــــــــوان,4200
23/10/2014,358,,,طارق فخفاخ,,Les Lyciéens,4000
23/10/2014,359,المكتبة المعلوماتية اريانة,,غادة بالعابد,,الى النور,750
23/10/2014,360,,,محمد فنينة,,Foute,1500
23/10/2014,361,,,زينة هذيري,,Voilé dévoilé (trip),1500
23/10/2014,362,,,ليلى الشريف,,بدون عنــــــــــــــــــــوان,1500
23/10/2014,363,,,ريفه الغرسلاوي,,Fatihim,850
23/10/2014,364,,,محمد عكاشة,,Confusion,1800
23/10/2014,365,رواق نجمة المدينة,,هاجر الرويسي,,féminité,1800
