الخط/المحمدية(ط و 3)-فوشانة(ط و 3)-المغيرة(ط و 3) -اليهودية ( ط و3)-المروج 1-مستشفى الحروق البليغة-الطريق السريعة الجنوبية-لاكانيا-باب عليوة-شارع المحطة-ساحة المنجي بالي-باب الجزيرة***
"خط:المروج(6-5-4-3-1)-مستشفى الحروق البليغة-الطريق الجهوية(24)-باب عليوة-المنصف باي-شارع قرطاج***
"
"فوشانة -شبدة-نعسان-بوجردقة-المستشفى الجهوي بالياسمينات**







"















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































