PKLigne;Pk1;LIGNE; TYPE ;Nbre de Voie;PN voisin gare (à indiquer);       TYPE ANI;DE ANP;CDV VPN;ASSAINISSEMENT ZONE ANI;ASSAINISSEMENT ZONE ANP;ASSAINISSEMENT ZONE VPN;CONTACT RAIL ANI;CONTACT RAIL ANP;CONTACT RAIL VPN;DUREE ANNONCE  PAIRE;DUREE ANNONCE IMPAIRE;terre;coupure bipolaire;PN avec clignoteur à mercure;PN dôté d'alim commune;Etat du câblage châssis;Etat de la guérite;PN dôté de minuterie;type Télécontrôle;"ETAT
 BATTERIE";OBSERVATIONS;Observations;Arrondissement;Zone;Latitude;Longitude;Pk Route;Urbain-Rural;Visibilité;Gouvernorat;Institution concernée;Présignalisation
119,070L6;119,07;6;BA;3;Gâafour;NEANT;Courant Continu;NEANT;NEANT;BON;NEANT;NEANT;BON;NEANT;45;45;OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36°19'13.77""N";"  9°19'30.88""E";;;;;;
128,920L6;128,92;6;BA;2;Lakhouat;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;45;45;OUI;OUI;NON;OUI;MOYEN;BON;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36°15'24.59""N";"  9°15'26.61""E";;;;;;
136,250L6;136,25;6;SL;1;Le Krib;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;80;80;OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer ;;Gaafour;Zone centre;" 36°15'18.89""N";"  9°11'15.20""E";;;;;;
144,250L6;144,25;6;BA;1;Sidi Bourouis;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;49,5;49,5;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Gaafour;Zone centre;" 36°12'9.79""N";"  9° 8'18.68""E";;;;;;
147,290L6;147,29;6;BA;1;Sidi Bourouis;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Gaafour;Zone centre;" 36°10'37.42""N";"  9° 7'33.45""E";;;;;;
163,750L6;163,75;6;BA;1;Sers;Courant Continu;Courant Continu;Courant Continu;BON;BON;MOYEN;BON;BON;BON;51,43;51,43;OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36° 4'34.85""N";"  9° 1'32.32""E";;;;;;
164,406L6;164,406;6;BA;1;Sers;Courant Continu;Courant Continu;Courant Continu;MOYEN;BON;MOYEN;BON;BON;BON;51,43;51,43;OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36° 4'31.76""N";"  9° 1'5.40""E";;;;;;
167,100L6;167,1;6;SL;1;Sers;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;51,43;51,43;OUI;OUI;OUI;OUI;MOYEN;BON;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer ;;Gaafour;Zone centre;" 36° 4'42.61""N";"  8°59'18.40""E";;;;;;
167,340L6;167,34;6;SL;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 4'43.41""N";"  8°59'9.29""E";;;;;;
188,890L6;188,89;6;BA;2;Dahmani;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Gaafour;Zone centre;" 35°56'47.86""N";"  8°49'48.43""E";;;;;;
189,350L6;189,35;6;BA;2;Dahmani;Courant Continu;Courant Continu;Courant Continu;BON;BON;MOYEN;BON;BON;BON;51,43;51,43;OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 35°56'37.76""N";"  8°49'39.07""E";;;;;;
207,711L9;207,711;9;BA;2;Fej Tameur;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;50,4;50,4;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Gaafour;Zone centre;" 35°51'48.73""N";"  8°41'4.83""E";;;;;;
232,752L6;232,752;6;SL;1;Kalâa Khasba;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;55;55;OUI;OUI;OUI;OUI;BON;MAUVAIS;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer ;;Kasserine;Zone centre;" 35°39'59.88""N";"  8°35'37.51""E";;;;;;
315,600L6;315,6;6;BA;2;Kasserine;Cde Manuelle;Courant Continu;Courant Continu;NEANT;MOYEN;MAUVAIS;NEANT;BON;BON;120;NEANT;OUI;OUI;OUI;OUI;BON;MAUVAIS;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacere , à réduire le temps d'annonce;;Kasserine;Zone centre;" 35° 9'56.32""N";"  8°49'53.16""E";;;;;;
336,800L11;336,8;11;BA;1;Kasserine;Courant Continu;Cde Manuelle;Courant Continu;BON;NEANT;BON;BON;NEANT;BON;NEANT;180;OUI;OUI;OUI;OUI;BON;MAUVAIS;NON;NEANT;MAUVAIS;1 Armoire d'annonce + massif : très vetuste à remplacere , à réduire le temps d'annonce;;Kasserine;Zone centre;" 35°10'6.23""N";"  8°50'12.70""E";;;;;;
4,618L1;4,618;1;BA;V.U;Chaouat;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;42';46';OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NON;MOYEN;A réaliser la coupure bipololaire et le pédale de réarmement;;Jedeida;Zone Nord;" 36°53'19.30""N";"  9°56'38.73""E";;;;;;
5,825L1;5,825;1;BA;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;BON;BON;BON;BON;BON;38';40';OUI;OUI;OUI;OUI;MOYEN;MOYEN;NON;NON;BON;A réaliser la coupure bipololaire;;Jedeida;Zone Nord;" 36°53'56.92""N";"  9°56'47.00""E";;;;;;
12,970L1;12,97;1;BA;V.U;Sidi Othman;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;50';50';OUI;NON;NON;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 36°57'32.09""N";"  9°55'31.05""E";;;;;;
16,850L1;16,85;1;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;BON;NEANT;NEANT;BON;50';50';NON;NON;NON;OUI;BON;BON;NON;NON;BON; ;;Jedeida;Zone Nord;" 36°59'15.18""N";"  9°53'58.05""E";;;;;;
39,335L1;39,335;1;BA;;Mateur;non équipé;comd manuelle;non équipé;non équipé;;;non équipé;;;NF;NF;OUI;NF;OUI;OUI;MAUVAIS;MOYEN;NON;NON;BON;PN fonctionne manuellement;;Jedeida;Zone Nord;" 37° 2'19.92""N";"  9°41'2.45""E";;;;;;
48,750L1;48,75;1;BA;V.U; ;Courant continu;Courant continu;Courant continu;BON;BON;MOYEN;BON;BON;BON;48';49';NON;NON;NON;OUI;MOYEN;MAUVAIS;NON;NON;BON;;;Jedeida;Zone Nord;" 37° 6'48.73""N";"  9°43'41.25""E";;;;;;
55,402L1;55,402;1;BA;V.U;Tinja;Courant continu;Courant continu;Courant continu;BON;MAUVAIS;BON;BON;BON;BON;50';54';NON;NON;NON;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 37°10'3.23""N";"  9°45'34.27""E";;;;;;
67,500L1;67,5;1;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;MAUVAIS;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NON;BON;Manque des pédales de réarment;;Jedeida;Zone Nord;" 37°14'58.35""N";"  9°49'33.58""E";;;;;;
69,022L1;69,022;1;BA;V.U;la Pêcherie;Courant continu;Courant continu;SJ ;BON;BON;MAUVAIS;BON;BON;BON;47';45';NON;NON;NON;OUI;BON;BON;NON;NON;BON;Manque des pédales de réarment et zone VTPN tjrs inondée;;Jedeida;Zone Nord;" 37°15'16.46""N";"  9°50'25.40""E";;;;;;
70,135L1;70,135;1;BA;2v;;Courant continu;Courant continu;Courant continu;bon-m;MAUVAIS;MAUVAIS;BON;BON;MAUVAIS;50';50';OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;NON;NON;BON;;;Jedeida;Zone Nord;" 37°15'41.30""N";"  9°50'52.80""E";;;;;;
2,781L2;2,781;2;SL;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;NF;NF;NF;NF;OUI;OUI;MAUVAIS;MAUVAIS;OUI;NON ;MAUVAIS;PN non fonctionnel;;Jedeida;Zone Nord;" 37° 2'8.75""N";"  9°39'58.48""E";;;;;;
0,749L4;0,749;4;BA;V.U;Tinja;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;MOYEN;MOYEN;MOYEN;60';50';OUI;OUI;NON;OUI;MOYEN;MOYEN;NON;NON;MOYEN;Manque des pédales de réarment;;Jedeida;Zone Nord;" 37° 9'46.50""N";"  9°45'45.35""E";;;;;;
1,549L4;1,549;4;BA;V.U;;Courant continu;Courant continu;SJ ;BON;BON;MAUVAIS;MOYEN;MOYEN;MOYEN;52';56';NON;NON;NON;OUI;BON;BON;NON;NON ;BON;Manque des pédales de réarment et zone VTPN tjrs inondée;;Jedeida;Zone Nord;" 37° 9'38.41""N";"  9°46'16.30""E";;;;;;
2,140L4;2,14;4;SL;V.U;;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;MOYEN;MOYEN;MOYEN;50';56';OUI;OUI;OUI;OUI;MOYEN;MOYEN;NON;NON ;MOYEN;;;Jedeida;Zone Nord;" 37° 9'32.30""N";"  9°46'38.92""E";;;;;;
3,603L4;3,603;4;BA;V.U;Menzel Bourguiba;Courant continu;Commande mlle;Courant continu;BON;NEANT;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;50';59';OUI;OUI;NON;OUI;MAUVAIS;MAUVAIS;OUI;NON;MAUVAIS;PN non fonctionnel;;Jedeida;Zone Nord;" 37° 9'8.04""N";"  9°47'29.82""E";;;;;;
10,190LTA;10,19;TA;BA;2V;MANOUBA;Courant continu;Courant continu;Courant continu;BON;MAUVAIS;MAUVAIS;BON;BON;BON;25';28';OUI;NON;OUI;OUI;MAUVAIS;MOYEN;NON;NON;MOYEN;;;Jedeida;Zone Nord;" 36°49'4.52""N";" 10° 5'19.66""E";;;;;;
11,060LTA;11,06;TA;BA;2V;;Courant continu;Courant continu;Courant continu;MAUVAIS;BON;MAUVAIS;BON;BON;BON;28';25';OUI;NON;OUI;OUI;MAUVAIS;MOYEN;NON;NON;MOYEN; Zone VTPN tjrs inondée;;Jedeida;Zone Nord;" 36°49'9.57""N";" 10° 4'45.39""E";;;;;;
13,068LTA;13,068;TA;BA;2V;;NEANT;NEANT;S,J;NEANT;NEANT;MAUVAIS;NEANT;NEANT;BON;41';41';NON;NON;NON;NON;BON;BON;NON;NON;BON;Manque des pédales de réarment et des JIM des ANI et ANP;;Jedeida;Zone Nord;" 36°49'21.45""N";" 10° 3'24.64""E";;;;;;
15,042LTA;15,042;TA;BA;2V;;Courant continu;Courant continu;Courant continu;BON;BON;BON;BON;BON;BON;30';30';OUI;NON;OUI;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 36°49'33.71""N";" 10° 2'7.03""E";;;;;;
17,944LTA;17,944;TA;BA;2V;;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;30';28';OUI;NON;OUI;OUI;MOYEN;MAUVAIS;NON;NON;MOYEN; Zone VTPN tjrs inondée;;Jedeida;Zone Nord;" 36°50'11.88""N";" 10° 0'24.61""E";;;;;;
19,306LTA;19,306;TA;BA;2V;;NEANT;NEANT;S,J;NEANT;NEANT;BON;NEANT;NEANT;BON;40';42';NON;NON;NON;NON;BON;BON;NON;NON;BON;Manque des pédales de réarment et des JIM des ANI et ANP;;Jedeida;Zone Nord;" 36°50'10.71""N";"  9°59'30.32""E";;;;;;
24,661LTA;24,661;TA;BA;2V;DJEDEIDA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;28';36';OUI;NON;NON;OUI;MOYEN;MOYEN;NON;NON;MOYEN; ;;Jedeida;Zone Nord;" 36°51'2.02""N";"  9°56'8.22""E";;;;;;
33,769LTA;33,769;TA;BA;V.U;TEBOURBA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;34';36';OUI;NON;OUI;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 36°49'48.15""N";"  9°50'28.05""E";;;;;;
34,056LTA;34,056;TA;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;36';42';OUI;NON;OUI;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 36°49'52.19""N";"  9°50'17.27""E";;;;;;
35,234LTA;35,234;TA;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40';40';NON;NON;NON;OUI;BON;BON;NON;NON;BON;;;Jedeida;Zone Nord;" 36°50'22.50""N";"  9°49'52.59""E";;;;;;
50,445LTA;50,445;TA;BA;V,U;BORJ TOUM;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40';40';NON;NON;NON;OUI;BON;BON;NON;NON;BON; ;;Jedeida;Zone Nord;" 36°45'17.43""N";"  9°43'4.97""E";;;;;;
65,056LTA;65,056;TA;BA;V,U;MEDJEZ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;35';32';OUI;NON;OUI;OUI;MOYEN;MOYEN;NON;NON;BON;;;Jedeida;Zone Nord;" 36°40'7.42""N";"  9°36'28.75""E";;;;;;
76,833LTA;76,833;TA;BA;V.U;;Ple Mécanique;Ple Electronique;SJC;NEANT;NEANT;MAUVAIS;BON;BON;BON;44';45';NON;NON;NON;NON;BON;BON;NON;NON;BON; ;;Jendouba;Zone Nord;" 36°39'37.08""N";"  9°29'36.13""E";;;;;;
87,145LTA;87,145;TA;BA;V.U;;Ple Electronique;PleMécanique;SJC;NEANT;NEANT;BON;BON;BON;BON;49';49';NON;NON;NON;NON;BON;BON;NON;NON;BON; ;;Jendouba;Zone Nord;" 36°41'57.41""N";"  9°24'42.66""E";;;;;;
103,350LTA;103,35;TA;BA;V.U;;Courant continu;Courant continu;Courant continu;MOYEN;BON;MAUVAIS;BON;BON;BON;32';32';NON;NON;NON;OUI;MAUVAIS;MAUVAIS;NON;NON;MAUVAIS;Câblage des armoires ANI et ANP à refaire ;;Jendouba;Zone Nord;" 36°46'51.03""N";"  9°18'31.55""E";;;;;;
119,720LTA;119,72;TA;BA;V.U;BEJA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;MAUVAIS;BON;BON;BON;40';40';NON;NON;NON;OUI;MAUVAIS;MAUVAIS;NON;NON;BON;Mise en service le 20/09/2016;;Jendouba;Zone Nord;"36°43'22.54""N";"  9°11'35.49""E";;;;;;
120,756LTA;120,756;TA;BA;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;MOYEN;MAUVAIS;BON;BON;BON;45';43';NON;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NON;BON;;;Jendouba;Zone Nord;" 36°43'19.85""N";"  9°12'16.57""E";;;;;;
139,425LTA;139,425;TA;BA;V.U;;Ple Electronique;Ple Electronique;SJC;NEANT;NEANT;BON;BON;BON;BON;46';46';NON;NON;NON;NON;BON;BON;NON;NON;BON; ;;Jendouba;Zone Nord;" 36°35'52.39""N";"  9° 8'5.94""E";;;;;;
142,413LTA;142,413;TA;BA;V.U;SIDI ISMAIL;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;MOYEN;MOYEN;MAUVAIS;BON;BON;BON;22';22';NON;NON;NON;OUI;BON;BON;NON;NON;BON;Mise en service le 16/11/2016;;Jendouba;Zone Nord;" 36°35'46.06""N";"  9° 6'8.09""E";;;;;;
154,748LTA;154,748;TA;BA;V.U;BOUSALEM;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;MOYEN;NEANT;MOYEN;BON;BON;BON;36';40';NON;NON;NON;OUI;MOYEN;MAUVAIS;NON;NON;BON;;;Jendouba;Zone Nord;" 36°36'40.58""N";"  8°58'30.72""E";;;;;;
156,145LTA;156,145;TA;BA;V.U;BOUSALEM;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;MOYEN;MOYEN;MOYEN;BON;BON;BON;30';35';NON;OUI;NON;OUI;MOYEN;MAUVAIS;NON;NON;BON;;;Jendouba;Zone Nord;" 36°36'37.55""N";"  8°57'40.28""E";;;;;;
177,089LTA;177,089;TA;BA;2V;JENBOUBA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;BON;BON;BON;BON;40';40';NON;NON;NON;NON;BON;BON;NON;NON;BON; ;;Jendouba;Zone Nord;" 36°30'10.59""N";"  8°46'41.94""E";;;;;;
177,730LTA;177,73;TA;BA;V.U;JENBOUBA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;BON;BON;BON;BON;40';40';NON;NON;NON;NON;BON;BON;NON;NON;BON; ;;Jendouba;Zone Nord;" 36°29'51.92""N";"  8°46'30.67""E";;;;;;
178,500LTA;178,5;TA;BA;2V;JENBOUBA ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;MAUVAIS;BON;MAUVAIS;BON;BON;BON;36';36';NON;NON;NON;OUI;BON;BON;NON;NON;BON;Mise en service le 25/05/2017;;Jendouba;Zone Nord;" 36°29'27.29""N";" 8°46'15.29""E";;;;;;
210,691LTA;210,691;TA;BA;V.U;GHARDIMAOU;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;NEANT;MOYEN;BON;BON;BON;39';45';NON;OUI;NON;OUI;MAUVAIS;MAUVAIS;NON;NON;MOYEN;;;Jendouba;Zone Nord;" 36°27'2.90""N";"  8°26'32.07""E";;;;;;
211,449LTA;211,449;TA;BA;V.U;GHARDIMAOU;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;MAUVAIS;BON;BON;BON;45';22';NON;NON;NON;NON;BON;BON;NON;NON;BON;Mise en service le 02/03/2017;;Jendouba;Zone Nord;" 36°26'47.93""N";"  8°26'7.91""E";;;;;;
318,920L5;318,92;5;SL;V.U;Chaal;Courant continu;Courant continu;50HZ;BON;BON;BON;BON;BON;BON;44;25;OUI;OUI;OUI;OUI;MAUVAIS;MOYEN;NON;NEANT;MOYEN;;;Graiba;Zone Sud EST;" 34°30'59.14""N";" 10°20'38.92""E";;;;;;
331,381L5;331,381;5;BA;3V;Ghraiba;Ple Electronique;Ple Electronique;SJC;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;2ANP et 2VPN ( C'EST LE PN PK 62+381 L13 );;Graiba;Zone Sud EST;" 34°29'56.34""N";" 10°12'36.63""E";;;;;;
97,597L13;97,597;13;BA;2V;Mazzouna;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Graiba;Zone Sud EST;" 34°34'26.50""N";"  9°50'40.77""E";;;;;;
98,577L13;98,577;13;BA;V.U;Mazzouna;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;BON;BON;NEANT;BON;BON;33;47;OUI;OUI;OUI;OUI;MAUVAIS;MOYEN;NON;NEANT;BON;MES 20/05/2016 (Marché EFACEC  des 30 PN);;Graiba;Zone Sud EST;" 34°34'33.69""N";"  9°50'3.64""E";;;;;;
110,564L13;110,564;13;SL;V.U;;Courant continu;Courant continu;Courant continu;BON;BON;BON;BON;BON;BON;46;46;OUI;OUI;OUI;OUI;MAUVAIS;MOYEN;NON;NEANT;MOYEN; ;;Graiba;Zone Sud EST;" 34°37'50.70""N";"  9°43'47.54""E";;;;;;
121,475L13;121,475;13;SL;V.U;;Courant continu;Courant continu;Courant continu;BON;BON;BON;BON;BON;BON;29;31;OUI;OUI;OUI;OUI;MAUVAIS;MOYEN;NON;NEANT;MAUVAIS;;;Graiba;Zone Sud EST;" 34°36'34.85""N";"  9°37'9.91""E";;;;;;
123,156L13;123,156;13;BA;2V;Maknassy;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Graiba;Zone Sud EST;" 34°36'20.33""N";"  9°36'7.05""E";;;;;;
225,707L5;225,707;5;BA;1;Hencha;Ple Electronique;Ple Electronique;Courant Continu;NEANT;NEANT;MAUVAIS;NEANT;NEANT;MAUVAIS;43;35;OUI;NON;NON;OUI;MOYEN;BON;NON;NEANT;BON; ;;Sfax;Zone Sud EST;" 35° 7'4.05""N";" 10°44'3.52""E";;;;;;
240,970L5;240,97;5;SL;1;Dhokane;Ple Electronique;Ple Electronique;Courant Continu;NEANT;NEANT;MAUVAIS;NEANT;NEANT;MAUVAIS;28;38;OUI;NON;OUI;OUI;MAUVAIS;BON;NON;NEANT;MAUVAIS;Chasis 8V à réhabiliter,  , nécessité d'allonger les annonces ,à équiper en BA (PROJET DE 40 PN EN BA);;Sfax;Zone Sud EST;" 34°59'14.13""N";" 10°45'43.71""E";;;;;;
258,000L5;258;5;BA;2; ;compteur d'essieux;compteur d'essieux;compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Mise en service par EFACEC en Fevrier 2015;;Sfax;Zone Sud EST;" 34°50'4.29""N";" 10°45'54.80""E";;;;;;
258,982L5;258,982;5;BA;1;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;MOYEN;NEANT;NEANT;MAUVAIS;39;37;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;A  protéger les armoires d'annonce par des coupons de rail;;Sfax;Zone Sud EST;" 34°49'33.41""N";" 10°45'51.71""E";;;;;;
260,170L5;260,17;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;MOYEN;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;60;52;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;"A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones
PROJET DE 40 PN EN BA";;Sfax;Zone Sud EST;" 34°48'55.15""N";" 10°45'44.01""E";;;;;;
260,675L5;260,675;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;MOYEN;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;60;45;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°48'38.81""N";" 10°45'42.80""E";;;;;;
261,330L5;261,33;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;58;60;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;BON;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°48'17.61""N";" 10°45'41.83""E";;;;;;
261,632L5;261,632;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;MOYEN;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;46;59;OUI;OUI;NON;OUI;BON;BON;NON;NEANT;BON;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°48'8.35""N";" 10°45'41.03""E";;;;;;
262,253L5;262,253;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;34;58;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°47'47.78""N";" 10°45'38.86""E";;;;;;
263,015L5;263,015;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;38;34;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;"A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones
PROJET DE 40 PN EN BA";;Sfax;Zone Sud EST;" 34°47'23.17""N";" 10°45'36.97""E";;;;;;
263,314L5;263,314;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;40;47;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;"A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones
PROJET DE 40 PN EN BA";;Sfax;Zone Sud EST;" 34°47'13.47""N";" 10°45'37.26""E";;;;;;
263,539L5;263,539;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;54;58;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;"A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones
PROJET DE 40 PN EN BA";;Sfax;Zone Sud EST;" 34°47'6.18""N";" 10°45'37.55""E";;;;;;
263,863L5;263,863;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;BON;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;40;38;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°46'55.46""N";" 10°45'37.92""E";;;;;;
264,200L5;264,2;5;BA;1;;Courant Continu;Courant Continu;Courant Continu;BON;MOYEN;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;50;40;OUI;OUI;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;BON;A refaire la guerite(étroites et fissurées),le chassis 8V,terre,câbles,remplacement JIC,assainissement des zones;;Sfax;Zone Sud EST;" 34°46'44.40""N";" 10°45'38.94""E";;;;;;
