gov_name_f,gov_id,Etablissement,Nature,Programme,Cadre_d_activite,Nbr_de_manifestations,Nbr_activite,Sub_ministere_Directe,Sub_ministere_indirecte,Sub_commissariat_Directe,Sub_commissariat_indirecte,Sub__structures_directe,Sub__structures_indirecte,sub_autres_parties_publiques,sub_autres_parties_prives,Nbr_d_abonnes,Capacite_operationnelle_directe,Capacite_operationnelle_indirecte
Tataouine,53,سهرة فنية مع الفنانة ناجحة جمال في اطار الايام الثقافية الصيفية,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,9000,0,0,0,0,0,0,0,460,0,0
Tataouine,53,سهرة فنية مع الفنانة درة بشير في اطار الايام الثقافية الصيفية,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,6000,0,0,0,0,0,0,0,290,0,0
Tataouine,53,"عرض مسرحي للفنان جعفر القاسمي بعنوان ""جعفورية""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,10000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"سهرة فنية مع الفنانة ""اسماء سليم""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,10000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض مسرحي لبالي سهام بلخوجه بعنوان "" باب البحر""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,3500,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض للبالي الصيني بعنوان""قوانتشو""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,740,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض مسرحي لجمعية مدى للمسح بتطاوين بعنوان""وسم"" للمخرج عبد الحكيم صويد",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,2600,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض موسيقي للفنان ""اكرم ماق""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,8000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض موسيقي للفنان سمير العقربي بعنوان"" النوبة""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,2800,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض مسرحية ""Double face""للفنانين كريم الغربي و بسام الحمراوي",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,1500,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض مسرحي للفنان وسيم ميقالو بعنوان ""MIGALO SHOM""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,10000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض موسيقي تراثي للفنان زياد المنيفي بعنوان "" بانورما""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,10000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,"عرض مسرحي لمركز الفنون الدرامية والركحية بتطاوين بعنوان ""سوق سوداء""",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,1,3000,0,0,0,0,0,0,0,0,0,0
Tataouine,53,الدورة الثانية لأيام قرطاج للفن المعاصر ,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,8,0,0,0,0,0,0,0,0,250,0,0
Tataouine,53,مهرجان عمر خلفت للمسرح ,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,10,10000,0,0,0,0,0,0,0,1500,0,0
Gafsa,61,نوافذ الابداع  الدورة السادسة ,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,بالشراكة مع مؤسسات عمومية غير تابعة للوزارة,1,4,2000,0,0,0,0,0,0,0,240,4,1
Gafsa,61,"ندوة حول "" الاعلام الجهوي و الوطني و العربي "" بالسجن المدني قفصة ",دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,بالشراكة مع مؤسسات عمومية غير تابعة للوزارة,1,3,0,0,0,0,0,0,0,0,142,4,0
Gafsa,61,الاحتفال بعيد الاستقلال بالسجن المدني قفصة  ,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,10,0,0,0,0,0,0,0,0,92,4,0
Gafsa,61,"ملتقى "" الطفل و التوحد "" تنظيم نادي الطفل القائد بالتعاون مع المكتبة العمومية القصر ",مكتبات عمومية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,20,0,0,0,0,0,0,0,0,320,5,0
Gafsa,61,"ملتقى "" الطفل و التوحد "" تنظيم نادي الطفل القائد بالتعاون مع المكتبة العمومية القصر ",مكتبات عمومية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,3,0,0,0,0,0,0,0,0,24,5,0
Gafsa,61,مهرجان المدينة تغني بقفصة الدورة 3 بالسجن المدني بقفصة,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,12,10000,0,0,0,0,0,0,0,6548,12,0
Gafsa,61,الاحتفالات الجهوية بعيد الجلاء بالسجن المدني بقفصة,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,25,0,0,0,0,0,0,0,0,650,12,0
Gafsa,61,الاحتفال باليوم العالمي للمسنين و الموسيقى بدار المسنين قفصة,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,14,0,0,0,0,0,0,0,0,59,5,0
Gafsa,61,الاحتفال بالمولد النبوي الشريف بسجن قفصة,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,فضاءات ثقافية خاصة,1,14,0,1750,0,0,0,0,0,0,600,5,0
Gafsa,61,عرض صوفي لقادرية القطار لفائدة جمعية المعاقين بالسند ,دور ثقافة ومركبات ثقافية,الثقافة المندمجة والتضامنية ,نشاط مؤسساث ثقافية,1,3,800,0,0,0,0,0,0,0,0,0,0
Gafsa,61,مهرجان الاغنية البديلة في دورته الثانية ,دور ثقافة ومركبات ثقافية,موسم الثقافة العمالية,المؤسسات الثقافية العمومية  ,1,12,0,0,0,0,0,0,0,0,6000,50,12
Gafsa,61,مهرجان التراث المنجمي بالرديف الدورة الاولى ,دور ثقافة ومركبات ثقافية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,1,8,0,0,10000,0,0,0,0,0,607,9,0
Gafsa,61,"تظاهرة "" فنون و ثقافات "" بعنوان "" ام العرائس تغني "" ",دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,1,8,0,0,15000,0,0,0,0,0,340,9,0
Gafsa,61,"برنامج "" تفرهيدة "" بمنطقة تبديت بالرديف ",دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,1,5,0,0,0,0,0,0,0,0,80,3,0
Gafsa,61,المسلك السينمائي بمدينة الرديف ,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,1,8,0,0,0,0,0,0,0,0,67,2,0
Gafsa,61,الايام الثقافية بسيدي بوبكر ,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,1,5,0,1800,0,0,0,0,0,0,749,9,0
Gafsa,61,"مهرجان "" عين عبدو "" بالمتلوي ",دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,6,0,1000,0,0,0,0,0,0,58,5,0
Gafsa,61,المهرجان الوطني للمغاور الجبلية بالسند في دورته 11 ,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,22,8000,9000,0,7000,0,0,0,0,4600,25,0
Gafsa,61,مهرجان الولي الصالح عمار الزواي بام العرائس ,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,8,2000,0,0,0,0,0,0,0,635,5,0
Gafsa,61,المهرجان الصيفي بالقرى الجبلية بالسند الدورة 20,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,15,0,0,23000,19000,0,0,0,0,7000,24,0
Gafsa,61,مهرجان ماجورة لاحياء التراث بعليم ,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,7,0,5500,0,0,0,0,0,0,354,12,0
Gafsa,61,مهرجان دخلة بني داود لاحياء التراث و العادات البدوية ,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,1,8,0,3000,0,0,0,0,0,0,650,11,0
Gafsa,61,مهرجان صوت الجبل بام العلق بزانوش,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,10,3800,12100,0,0,0,0,0,0,365,13,0
Tozeur,62,المكتبة المتجولة,,الثقافة المندمجة والتضامنية ,مؤسسات عمومية غير تابعة للوزارة,5,70,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,دار الثقافة دقاش,,الثقافة المندمجة والتضامنية ,المبادرات الجمعياتية,10,150,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,دار الثقافة دقاش,,الثقافة المندمجة والتضامنية ,المؤسسات الثقافية العمومية  ,30,400,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,دار الثقافة نفطة,,الثقافة المندمجة والتضامنية ,المبادرات الجمعياتية,8,150,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,دار الثقافة نفطة,,الثقافة المندمجة والتضامنية ,المؤسسات الثقافية العمومية  ,25,300,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,دار الثقافة حامة الجريد,,الثقافة المندمجة والتضامنية ,المؤسسات الثقافية العمومية  ,1,15,0,0,0,0,0,0,0,0,0,0,0
Tozeur,62,المندوبية,,موسم ثقافة الجنوب و الصحراء,المبادرات الجمعياتية,1,50,5000,0,13000,0,0,0,0,0,0,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,الثقافة المندمجة والتضامنية ,مبادرات فردية,1,17,1500,900,0,,0,0,0,0,4000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,الثقافة المندمجة والتضامنية ,مبادرات فردية,1,23,0,2500,0,900,0,0,0,0,6000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,الثقافة المندمجة والتضامنية ,مبادرات فردية,1,26,0,4500,15000,,0,0,0,0,3500,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,8,1000,800,0,6000,0,0,0,0,1000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,10,0,3500,0,5900,0,0,0,0,6000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,12,0,1600,0,5000,0,0,0,0,3500,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,9,0,1800,0,10000,0,0,0,0,8000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,17,0,6000,0,6000,0,0,0,0,10000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,11,0,2500,0,3600,0,0,0,0,4000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,12,0,6600,0,118000,0,0,0,0,20000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,11,0,0,0,19000,0,0,0,0,15000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,10,0,0,0,10600,0,0,0,0,9000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,9,0,1500,0,27900,0,0,0,0,5000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,10,100,0,0,0,13000,0,0,0,0,5000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,15,170,0,1000,0,3500,0,0,0,0,6000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,10,100,0,1000,0,0,0,0,0,0,4000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,15,150,0,0,0,23900,0,0,0,0,10000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,12,120,0,0,0,5000,0,0,0,0,1500,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة العمالية,مبادرات فردية,1,10,0,7000,0,5000,0,0,0,0,7000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة العمالية,مبادرات فردية,1,10,0,2500,0,15000,0,0,0,0,6000,0,0
Kebili,63,دار الثقافة إبن خلدون بسوق الأحد,دور ثقافة ومركبات ثقافية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,3,30,1100,0,0,0,0,0,0,0,1500,10,50
Kebili,63,دار الثقافة إبن رشيق بالفوار,دور ثقافة ومركبات ثقافية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,4,36,1400,0,0,0,0,0,0,0,2000,12,70
Kebili,63,المكتبة الجهوية بقبلي,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,3,27,800,0,0,0,0,0,0,0,700,15,60
Kebili,63,المكتبة العمومية بجنعورة,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,3,18,300,0,0,0,0,0,0,0,400,10,25
Kebili,63,المكتبة العمومية بدوز الجنوبية,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,4,30,600,0,0,0,0,0,0,0,600,15,30
Kebili,63,المكتبة العمومية سوق الأحد,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,4,24,400,0,0,0,0,0,0,0,400,9,35
Kebili,63,المكتبة العمومية بالقلعة,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,4,20,300,0,0,0,0,0,0,0,300,12,30
Kebili,63,المكتبة العمومية دوز الشمالية,مكتبات عمومية,موسم الثقافة العمالية,نشاط مؤسساث ثقافية,4,28,100,0,0,0,0,0,0,0,350,8,35
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة بين الحدود,مبادرات فردية,1,9,3000,0,15000,0,0,0,0,0,15000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة بين الحدود,مبادرات فردية,1,15,6000,0,0,0,0,0,0,0,15000,30,60
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة بين الحدود,مبادرات فردية,1,19,2500,0,0,0,0,0,0,0,1000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة بين الحدود,مبادرات فردية,1,15,0,7000,27500,5000,0,0,0,0,5000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم الثقافة بين الحدود,مبادرات فردية,1,12,10000,0,60000,35000,0,0,14000,,20000,0,0
Kebili,63,دار الثقافة إبن الهيثم بقبلي,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,10,70,4700,0,0,0,0,0,0,0,2000,20,60
Kebili,63,دار الثقافة محمد المرزوقي بدوز,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,3,90,1700,0,0,0,0,0,0,0,1500,20,120
Kebili,63,دارالثقافة محمد المرزوقي بدوز,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,4,50,5000,0,0,0,0,0,0,0,1000,30,40
Kebili,63,دار الثقافة إبن خلدون بسوق الأحد,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,4,35,1500,0,0,0,0,0,0,0,2500,15,40
Kebili,63,دار الثقافة إبن خلدون بسوق الأحد,دور ثقافة ومركبات ثقافية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,3,27,800,0,0,0,0,0,0,0,800,17,30
Kebili,63,المكتبة الجهوية بقبلي,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,3,21,2000,0,0,0,0,0,0,0,800,10,40
Kebili,63,المكتبة العمومية بجنعورة,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,5,40,500,0,0,0,0,0,0,0,600,15,45
Kebili,63,المكتبة العمومية بدوز الجنوبية,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,5,30,800,0,0,0,0,0,0,0,500,12,42
Kebili,63,المكتبة العمومية سوق الأحد,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,3,21,500,0,0,0,0,0,0,0,600,10,50
Kebili,63,المكتبة العمومية بالقلعة,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,5,30,600,0,0,0,0,0,0,0,1300,15,40
Kebili,63,المكتبة العمومية دوز الشمالية,مكتبات عمومية,موسم الثقافة بين الحدود,نشاط مؤسساث ثقافية,3,21,200,0,0,0,0,0,0,0,400,10,40
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,9,0,6200,0,16500,0,0,,70000,25000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,19,0,30000,0,0,0,0,0,0,50000,30,45
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,32,0,16500,0,0,0,0,0,0,35000,22,60
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,23,0,24950,0,0,0,0,0,0,7500,12,20
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,34,0,0,60000,0,0,0,0,0,30000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,24,10000,0,130000,30000,0,0,0,0,120000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,7,300,0,0,0,0,0,0,0,5000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,11,0,2600,0,10000,0,0,0,0,17000,0,0
Kebili,63,المكتبة الجهوية بقبلي,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,2,16,1500,0,0,0,0,0,0,0,600,12,50
Kebili,63,المكتبة العمومية بجنعورة,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,4,28,700,0,0,0,0,0,0,0,1200,11,35
Kebili,63,المكتبة العمومية بدوز الجنوبية,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,4,32,500,0,0,0,0,0,0,0,900,9,30
Kebili,63,المكتبة العمومية سوق الأحد,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,5,25,700,0,0,0,0,0,0,0,800,13,35
Kebili,63,المكتبة العمومية بالقلعة,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,4,28,600,0,0,0,0,0,0,0,600,11,50
Kebili,63,المكتبة العمومية دوز الشمالية,مكتبات عمومية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,4,35,300,0,0,0,0,0,0,0,500,15,50
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,18,7000,600,35000,0,0,0,0,0,20000,15,
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,14,0,0,15000,0,0,0,0,0,20000,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,16,0,1500,0,0,0,0,0,0,1500,0,0
Kebili,63,مندوبيات,إدارة أو مؤسسة تحت إشراف الوزارة,موسم ثقافة الجنوب و الصحراء,مبادرات فردية,1,13,0,1000,0,6800,0,0,0,0,7500,0,0
Kebili,63,دار الثقافة إبن الهيثم بقبلي,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,5,60,4500,0,0,0,0,0,0,0,2000,20,50
Kebili,63,دار الثقافة محمد المرزوقي بدوز,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,5,45,5000,0,0,0,0,0,0,0,5500,45,300
Kebili,63,دار الثقافة إبن خلدون بسوق الأحد,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,4,25,750,0,0,0,0,0,0,0,800,15,40
Kebili,63,دار الثقافة إبن خلدون بسوق الأحد,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,5,40,1200,0,0,0,0,0,0,0,1200,12,60
Kebili,63,دار الثقافة إبن رشيق بالفوار,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,3,25,1000,0,0,0,0,0,0,0,1500,15,40
Kebili,63,دار الثقافة إبن رشيق بالفوار,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,2,165,1500,0,0,0,0,0,0,0,2000,12,70
Kebili,63,دار الثقافة إبن رشيق بالفوار,دور ثقافة ومركبات ثقافية,موسم ثقافة الجنوب و الصحراء,نشاط مؤسساث ثقافية,3,21,1500,0,0,0,0,0,0,0,1500,12,80
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
