Date ;Exportations totales. en kt
2005;2865.5
2006;2708.32
2007;3858.79
2008;3537.98
2009;3305.52
2010;3673.61
2011;2677.92
2012;2591.77
2013;2182.32
2014;2201.12
2015;1798.04
2016;1743.71
2017;1589.69
2018;1328.55
2019;1559.33
2020;1169.738655
2021;1342.987667
;
;
* y compri condensats;
