NameAr,Delegations.Name,Delegations.NameAr,Delegations.Value,Delegations.PostalCode,Delegations.Latitude,Delegations.Longitude,DelegationID
قبلي,KEBILI SUD (Jersine),قبلي الجنوبية (جرسين),KEBILI SUD,4263,33.7031,8.9692,KEBILI SUD (Jersine)_4263
قبلي,KEBILI SUD (Beni Mhamed),قبلي الجنوبية (بني محمد),KEBILI SUD,4200,33.7031,8.9692,KEBILI SUD (Beni Mhamed)_4200
قبلي,EL FAOUAR (Cite El Houda),الفوار (حي الهدى),EL FAOUAR,4264,33.4614,8.4619,EL FAOUAR (Cite El Houda)_4264
قبلي,KEBILI NORD (Staftimi),قبلي الشمالية (استفتيمي),KEBILI NORD,4273,33.7031,8.9692,KEBILI NORD (Staftimi)_4273
قبلي,KEBILI NORD (Limaguez),قبلي الشمالية (ليماڨس),KEBILI NORD,4274,33.7031,8.9692,KEBILI NORD (Limaguez)_4274
قبلي,EL FAOUAR (Rejime Maatoug),الفوار (رجيم معتوق),EL FAOUAR,4210,33.2811,8.3361,EL FAOUAR (Rejime Maatoug)_4210
قبلي,KEBILI NORD (Kebili Beyez),قبلي الشمالية (قبلي بياز),KEBILI NORD,4280,33.7031,8.9692,KEBILI NORD (Kebili Beyez)_4280
قبلي,KEBILI SUD (Rahmet),قبلي الجنوبية (رحمت),KEBILI SUD,4211,33.7031,8.9692,KEBILI SUD (Rahmet)_4211
قبلي,SOUK EL AHAD (Chouchet Negga),سوق الأحد (شوشة نقة),SOUK EL AHAD,4283,33.7031,8.8711,SOUK EL AHAD (Chouchet Negga)_4283
قبلي,SOUK EL AHAD (Oum Somaa),سوق الأحد (أم صمعة),SOUK EL AHAD,4212,33.7031,8.8711,SOUK EL AHAD (Oum Somaa)_4212
قبلي,SOUK EL AHAD (Zaouiet El Anes),سوق الأحد (زاوية العانس),SOUK EL AHAD,4213,33.7031,8.8711,SOUK EL AHAD (Zaouiet El Anes)_4213
قبلي,KEBILI NORD (El Mansoura),قبلي الشمالية (المنصورة),KEBILI NORD,4293,33.7031,8.9692,KEBILI NORD (El Mansoura)_4293
قبلي,KEBILI SUD (Jemna),قبلي الجنوبية (جمنة),KEBILI SUD,4214,33.7031,8.9692,KEBILI SUD (Jemna)_4214
قبلي,DOUZ (Cite Douz Chargui),دوز (حي دوز الشرقي),DOUZ,4215,33.4614,9.0256,DOUZ (Cite Douz Chargui)_4215
قبلي,KEBILI NORD (Saidane),قبلي الشمالية (سعيدان),KEBILI NORD,4294,33.7031,8.9692,KEBILI NORD (Saidane)_4294
قبلي,DOUZ (Cite Ben Hamroun),دوز (حي بن حمرون),DOUZ,4216,33.4614,9.0256,DOUZ (Cite Ben Hamroun)_4216
قبلي,DOUZ (Bechni),دوز (بشني),DOUZ,4222,33.4614,9.0256,DOUZ (Bechni)_4222
الكاف,TAJEROUINE (Cite Ezzitouna),تاجروين (حي الزيتونة),TAJEROUINE,7150,35.8519,8.7811,TAJEROUINE (Cite Ezzitouna)_7150
الكاف,DAHMANI (Sidi Baraket Nord),الدهماني (سيدي بركات الشمالية),DAHMANI,7170,35.9417,9.2,DAHMANI (Sidi Baraket Nord)_7170
الكاف,LE KEF EST (Salah El Bahri),الكاف الشرقية (صلاح البحري),LE KEF EST,7100,36.1817,8.71,LE KEF EST (Salah El Bahri)_7100
الكاف,SAKIET SIDI YOUSSEF (Cite 8 Fevrier 1),ساقية سيدي يوسف (حي 8 فيفري 1),SAKIET SIDI YOUSSEF,7120,36.5,8.35,SAKIET SIDI YOUSSEF (Cite 8 Fevrier 1)_7120
الكاف,LE SERS (Bir Heddi),السرس (بئر حدي),LE SERS,7180,36.0794,9.0275,LE SERS (Bir Heddi)_7180
الكاف,NEBEUR (Ain El Henchir),نبر (عين الهنشير),NEBEUR,7110,36.4167,8.75,NEBEUR (Ain El Henchir)_7110
الكاف,NEBEUR (Oued Mellegue),نبر (وادي ملاق),NEBEUR,7111,36.35,8.8,NEBEUR (Oued Mellegue)_7111
الكاف,TAJEROUINE (Menzel Salem),تاجروين (منزل سالم),TAJEROUINE,7151,35.8519,8.7811,TAJEROUINE (Menzel Salem)_7151
الكاف,TOUIREF (Bir Ben Cherifa),الطويرف (بئر بن شريفة),TOUIREF,7112,36.4667,8.5,TOUIREF (Bir Ben Cherifa)_7112
الكاف,TAJEROUINE (Jazza),تاجروين (جازة),TAJEROUINE,7153,35.8519,8.7811,TAJEROUINE (Jazza)_7153
الكاف,EL KSOUR (Ain El Fedhil),القصور (عين الفضيل),EL KSOUR,7160,35.795,9.0786,EL KSOUR (Ain El Fedhil)_7160
الكاف,LE KEF EST (Borj El Aifa),الكاف الشرقية (برج العيفة),LE KEF EST,7122,36.1817,8.71,LE KEF EST (Borj El Aifa)_7122
الكاف,KALAA EL KHASBA (Sidi Ahmed Essalah),القلعة الخصباء (سيدي أحمد الصالح),KALAA EL KHASBA,7123,35.5264,8.5786,KALAA EL KHASBA (Sidi Ahmed Essalah)_7123
الكاف,KALAA EL KHASBA (Cite El Mellessine),القلعة الخصباء (حي الملسين),KALAA EL KHASBA,7113,35.5264,8.5786,KALAA EL KHASBA (Cite El Mellessine)_7113
الكاف,SAKIET SIDI YOUSSEF (Ain El Karma),ساقية سيدي يوسف (عين الكرمة),SAKIET SIDI YOUSSEF,7125,36.5,8.35,SAKIET SIDI YOUSSEF (Ain El Karma)_7125
الكاف,KALAAT SINANE (Cite Bourguiba),قلعة سنان (حي بورقيبة),KALAAT SINANE,7130,35.95,8.4667,KALAAT SINANE (Cite Bourguiba)_7130
الكاف,LE KEF EST (Oued Souani),الكاف الشرقية (وادي السواني),LE KEF EST,7194,36.1817,8.71,LE KEF EST (Oued Souani)_7194
الكاف,JERISSA (Ain El Garsa),الجريصة (عين القارصة),JERISSA,7114,35.85,8.6333,JERISSA (Ain El Garsa)_7114
الكاف,NEBEUR (Sidi Khiar),نبر (سيدي خيار),NEBEUR,7131,36.4167,8.75,NEBEUR (Sidi Khiar)_7131
الكاف,TAJEROUINE (Mahjouba),تاجروين (محجوبة),TAJEROUINE,7132,35.8519,8.7811,TAJEROUINE (Mahjouba)_7132
الكاف,TAJEROUINE (Sidi Mtir),تاجروين (سيدي مطير),TAJEROUINE,7133,35.8519,8.7811,TAJEROUINE (Sidi Mtir)_7133
الكاف,LE KEF EST (Zaafrane),الكاف الشرقية (زعفران),LE KEF EST,7134,36.1817,8.71,LE KEF EST (Zaafrane)_7134
الكاف,KALAAT SINANE (Ain Sinan),قلعة سنان (عين سنان),KALAAT SINANE,7135,35.95,8.4667,KALAAT SINANE (Ain Sinan)_7135
الكاف,KALAAT SINANE (Bou Jabeur),قلعة سنان (بوجابر),KALAAT SINANE,7136,35.95,8.4667,KALAAT SINANE (Bou Jabeur)_7136
الكاف,NEBEUR (Tell Ghouzlane),نبر (تل الغزلان),NEBEUR,7141,36.4167,8.75,NEBEUR (Tell Ghouzlane)_7141
الكاف,EL KSOUR (Ezzitouna),القصور (الزيتونة),EL KSOUR,7115,35.795,9.0786,EL KSOUR (Ezzitouna)_7115
الكاف,LE KEF EST (Bahra),الكاف الشرقية (بحرة),LE KEF EST,7116,36.1817,8.71,LE KEF EST (Bahra)_7116
الكاف,LE KEF OUEST,الكاف الغربية,LE KEF OUEST,7117,36.1817,8.71,LE KEF OUEST_7117
المهدية,MAHDIA (Cite Des Infirmiers),المهدية (حي الممرضين),MAHDIA,5111,35.5044,11.0567,MAHDIA (Cite Des Infirmiers)_5111
المهدية,CHORBANE (El Khiour),شربان (الخيور),CHORBANE,5130,35.3167,10.5333,CHORBANE (El Khiour)_5130
المهدية,EL JEM (El Mechelette),الجم (المشالات),EL JEM,5160,35.2972,10.7119,EL JEM (El Mechelette)_5160
المهدية,LA CHEBBA (Cite De La Plage),الشابة (حي الشاطئ),LA CHEBBA,5170,35.2375,11.1125,LA CHEBBA (Cite De La Plage)_5170
المهدية,BOU MERDES (Bou Helal El Ali Nord),بومرداس (بوهلال العلي الشمالية),BOU MERDES,5112,35.4333,10.7333,BOU MERDES (Bou Helal El Ali Nord)_5112
المهدية,KSOUR ESSAF (Cite Commerciale),قصور الساف (الحي التجاري),KSOUR ESSAF,5180,35.435,10.9883,KSOUR ESSAF (Cite Commerciale)_5180
المهدية,MAHDIA (El Hekaima),المهدية (الحكايمة),MAHDIA,5131,35.5044,11.0567,MAHDIA (El Hekaima)_5131
المهدية,SIDI ALOUENE (El Bassatine),سيدي علوان (البساتين),SIDI ALOUENE,5132,35.355,10.8733,SIDI ALOUENE (El Bassatine)_5132
المهدية,HBIRA (Agba),هبيرة (عڨبة),HBIRA,5113,35.1667,10.4,HBIRA (Agba)_5113
المهدية,KSOUR ESSAF (Ksour Essaf Hached),قصور الساف (قصور الساف حشاد),KSOUR ESSAF,5189,35.435,10.9883,KSOUR ESSAF (Ksour Essaf Hached)_5189
المهدية,SIDI ALOUENE (Baajla),سيدي علوان (بعاجلة),SIDI ALOUENE,5190,35.355,10.8733,SIDI ALOUENE (Baajla)_5190
المهدية,CHORBANE (Chahda),شربان (شهدة),CHORBANE,5133,35.3167,10.5333,CHORBANE (Chahda)_5133
المهدية,SIDI ALOUENE (Ennouzha),سيدي علوان (النزهة),SIDI ALOUENE,5192,35.355,10.8733,SIDI ALOUENE (Ennouzha)_5192
المهدية,MELLOULECH (Beni Tourch),ملولش (بني ترش),MELLOULECH,5114,35.3833,11.05,MELLOULECH (Beni Tourch)_5114
المهدية,SOUASSI (Chaara),السواسي (الشعراء),SOUASSI,5134,35.3369,10.4908,SOUASSI (Chaara)_5134
المهدية,CHORBANE (Neffatia),شربان (النفاظية),CHORBANE,5135,35.3167,10.5333,CHORBANE (Neffatia)_5135
المهدية,KSOUR ESSAF (El Ghedhabna),قصور الساف (الغضابنة),KSOUR ESSAF,5136,35.435,10.9883,KSOUR ESSAF (El Ghedhabna)_5136
المهدية,SIDI ALOUENE (El Henichette),سيدي علوان (الحنيشات),SIDI ALOUENE,5193,35.355,10.8733,SIDI ALOUENE (El Henichette)_5193
المهدية,KSOUR ESSAF (El Bradaa),قصور الساف (البرادعة),KSOUR ESSAF,5115,35.435,10.9883,KSOUR ESSAF (El Bradaa)_5115
المهدية,SOUASSI (Cite 9 Avril),السواسي (حي 9 أفريل),SOUASSI,5140,35.3369,10.4908,SOUASSI (Cite 9 Avril)_5140
المهدية,KSOUR ESSAF (Ouled Salah),قصور الساف (أولاد صالح),KSOUR ESSAF,5116,35.435,10.9883,KSOUR ESSAF (Ouled Salah)_5116
المهدية,MAHDIA (Cite Essaada),المهدية (حي السعادة),MAHDIA,5199,35.5044,11.0567,MAHDIA (Cite Essaada)_5199
المهدية,MELLOULECH (El Houd),ملولش (الحوض),MELLOULECH,5117,35.3833,11.05,MELLOULECH (El Houd)_5117
المهدية,OULED CHAMAKH (Bou Slim),أولاد الشامخ (بو سليم),OULED CHAMAKH,5120,35.3667,10.3333,OULED CHAMAKH (Bou Slim)_5120
المهدية,MAHDIA (Cite Nouvelle),المهدية (الحي الجديد),MAHDIA,5121,35.5044,11.0567,MAHDIA (Cite Nouvelle)_5121
المهدية,HBIRA (Menzel Hached),هبيرة (منزل حشاد),HBIRA,5122,35.1667,10.4,HBIRA (Menzel Hached)_5122
المهدية,OULED CHAMAKH (Chehimet),أولاد الشامخ (شحيمات),OULED CHAMAKH,5123,35.3667,10.3333,OULED CHAMAKH (Chehimet)_5123
المهدية,EL JEM (El Achaba),الجم (العشابة),EL JEM,5124,35.2972,10.7119,EL JEM (El Achaba)_5124
المهدية,BOU MERDES (Bou Helal Sud),بومرداس (بوهلال الجنوبية),BOU MERDES,5125,35.4333,10.7333,BOU MERDES (Bou Helal Sud)_5125
المهدية,MAHDIA (Chiba),المهدية (شيبة),MAHDIA,5141,35.5044,11.0567,MAHDIA (Chiba)_5141
المهدية,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,5100,35.5044,11.0567,MAHDIA (Cite Afh)_5100
المهدية,KSOUR ESSAF (Cite Douira),قصور الساف (حي الدويرة),KSOUR ESSAF,5126,35.435,10.9883,KSOUR ESSAF (Cite Douira)_5126
المهدية,SOUASSI (Jemamla),السواسي (الجماملة),SOUASSI,5144,35.3369,10.4908,SOUASSI (Jemamla)_5144
المهدية,SOUASSI (El Mansoura Souassi),السواسي (المنصورة السواسي),SOUASSI,5145,35.3369,10.4908,SOUASSI (El Mansoura Souassi)_5145
المهدية,KSOUR ESSAF (Rechercha),قصور الساف (الرشاشة),KSOUR ESSAF,5146,35.435,10.9883,KSOUR ESSAF (Rechercha)_5146
المهدية,MAHDIA (Mahdia Republique),المهدية (المهدية الجمهورية),MAHDIA,5150,35.5044,11.0567,MAHDIA (Mahdia Republique)_5150
المهدية,SIDI ALOUENE (El Braghtia),سيدي علوان (البراغتية),SIDI ALOUENE,5151,35.355,10.8733,SIDI ALOUENE (El Braghtia)_5151
المهدية,MAHDIA (Essaad),المهدية (السعد),MAHDIA,5127,35.5044,11.0567,MAHDIA (Essaad)_5127
المهدية,EL JEM (El Aitha),الجم (العيثة),EL JEM,5153,35.2972,10.7119,EL JEM (El Aitha)_5153
المهدية,BOU MERDES (Bou Merdes),بومرداس (بومرداس),BOU MERDES,5110,35.4333,10.7333,BOU MERDES (Bou Merdes)_5110
المهدية,MAHDIA (Mahdia Essouk),المهدية (المهدية السوق),MAHDIA,5129,35.5044,11.0567,MAHDIA (Mahdia Essouk)_5129
المهدية,HBIRA (Meharza 18),هبيرة (المحارزة 18),HBIRA,5154,35.1667,10.4,HBIRA (Meharza 18)_5154
المهدية,SOUASSI (Ksesba),السواسي (قصيبة),SOUASSI,5155,35.3369,10.4908,SOUASSI (Ksesba)_5155
منوبة,TEBOURBA (El Mellaha),طبربة (الملاحة),TEBOURBA,1144,36.8319,9.8375,TEBOURBA (El Mellaha)_1144
منوبة,JEDAIDA (Cite El Hidaya),الجديدة (حي الهداية),JEDAIDA,1124,36.85,9.9167,JEDAIDA (Cite El Hidaya)_1124
منوبة,MORNAGUIA (Bou Regba),المرناقية (بو رقبة),MORNAGUIA,1110,36.7833,9.95,MORNAGUIA (Bou Regba)_1110
منوبة,BORJ EL AMRI (Aouilia (Km 37)),برج العامري (عويلية (كم 37)),BORJ EL AMRI,1113,36.7189,9.9425,BORJ EL AMRI (Aouilia (Km 37))_1113
منوبة,EL BATTAN (Cite 7 Novembre),البطان (حي 7 نوفمبر),EL BATTAN,1114,36.8167,9.85,EL BATTAN (Cite 7 Novembre)_1114
منوبة,OUED ELLIL (Cite 7 Novembre),وادي الليل (حي 7 نوفمبر),OUED ELLIL,2021,36.8311,10.0347,OUED ELLIL (Cite 7 Novembre)_2021
منوبة,DOUAR HICHER (Cite Khaled Ibn El Walid),دوار هيشر (حي خالد بن الوليد),DOUAR HICHER,2086,36.8333,10.0667,DOUAR HICHER (Cite Khaled Ibn El Walid)_2086
منوبة,TEBOURBA (Argoub Erroumi),طبربة (عرقوب الرومي),TEBOURBA,1130,36.8319,9.8375,TEBOURBA (Argoub Erroumi)_1130
منوبة,MORNAGUIA (Sidi Ali El Hattab),المرناقية (سيدي علي الحطاب),MORNAGUIA,2071,36.7833,9.95,MORNAGUIA (Sidi Ali El Hattab)_2071
منوبة,BORJ EL AMRI (Borj El Amri),برج العامري (برج العامري),BORJ EL AMRI,1142,36.7189,9.9425,BORJ EL AMRI (Borj El Amri)_1142
منوبة,MORNAGUIA (Mornaguia 20 Mars),المرناقية (المرناقية 20 مارس),MORNAGUIA,1116,36.7833,9.95,MORNAGUIA (Mornaguia 20 Mars)_1116
منوبة,MANNOUBA (La Mannouba),منوبة (منوبة),MANNOUBA,2010,36.8097,10.0928,MANNOUBA (La Mannouba)_2010
منوبة,MANNOUBA (Denden),منوبة (الدندان),MANNOUBA,2011,36.8097,10.0928,MANNOUBA (Denden)_2011
منوبة,JEDAIDA (El Habibia),الجديدة (الحبيبية),JEDAIDA,2012,36.85,9.9167,JEDAIDA (El Habibia)_2012
منوبة,JEDAIDA (El Mansoura),الجديدة (المنصورة),JEDAIDA,2075,36.85,9.9167,JEDAIDA (El Mansoura)_2075
منوبة,TEBOURBA (Borj Ettoumi),طبربة (برج التومي),TEBOURBA,1143,36.8319,9.8375,TEBOURBA (Borj Ettoumi)_1143
منوبة,MORNAGUIA (El Fejja),المرناقية (الفجة),MORNAGUIA,1153,36.7833,9.95,MORNAGUIA (El Fejja)_1153
منوبة,MORNAGUIA (Bou Hanech),المرناقية (بو حنش),MORNAGUIA,2028,36.7833,9.95,MORNAGUIA (Bou Hanech)_2028
منوبة,TEBOURBA (Chouigui),طبربة (الشويڨي),TEBOURBA,1133,36.8319,9.8375,TEBOURBA (Chouigui)_1133
منوبة,OUED ELLIL (Cite Ennacim),وادي الليل (حي النسيم),OUED ELLIL,2031,36.8311,10.0347,OUED ELLIL (Cite Ennacim)_2031
منوبة,JEDAIDA (Chaouat),الجديدة (شواط),JEDAIDA,1134,36.85,9.9167,JEDAIDA (Chaouat)_1134
مدنين,HOUMET ESSOUK (Bazim),حومة السوق (بازيم),HOUMET ESSOUK,4180,33.8814,10.85,HOUMET ESSOUK (Bazim)_4180
مدنين,BENI KHEDACHE (Cite Ennour),بني خداش (حي النور),BENI KHEDACHE,4110,33.2486,10.2044,BENI KHEDACHE (Cite Ennour)_4110
مدنين,HOUMET ESSOUK (Erriadh),حومة السوق (الرياض),HOUMET ESSOUK,4146,33.8814,10.85,HOUMET ESSOUK (Erriadh)_4146
مدنين,AJIM (Methania),أجيم (المثانية),AJIM,4150,33.7236,10.7519,AJIM (Methania)_4150
مدنين,BENI KHEDACHE (Battouma),بني خداش (بطومة),BENI KHEDACHE,4151,33.2486,10.2044,BENI KHEDACHE (Battouma)_4151
مدنين,BEN GUERDANE (Ras Jedir),بن قردان (رأس جدير),BEN GUERDANE,4153,33.1333,11.5333,BEN GUERDANE (Ras Jedir)_4153
مدنين,ZARZIS (El Ghrabate),جرجيس (الغرابات),ZARZIS,4154,33.5028,11.1122,ZARZIS (El Ghrabate)_4154
مدنين,MEDENINE NORD (Oum Ettamar),مدنين الشمالية (أم التمر),MEDENINE NORD,4111,33.3556,10.4925,MEDENINE NORD (Oum Ettamar)_4111
مدنين,AJIM (Tlet),أجيم (تلات),AJIM,4155,33.7236,10.7519,AJIM (Tlet)_4155
مدنين,BENI KHEDACHE (Ouerjijene),بني خداش (ورجيجن),BENI KHEDACHE,4112,33.2486,10.2044,BENI KHEDACHE (Ouerjijene)_4112
مدنين,MIDOUN (Ouled Amor),ميدون (أولاد عمر),MIDOUN,4113,33.8042,10.9725,MIDOUN (Ouled Amor)_4113
مدنين,ZARZIS (Erraja),جرجيس (الرجاء),ZARZIS,4114,33.5028,11.1122,ZARZIS (Erraja)_4114
مدنين,SIDI MAKHLOUF (El Bayaz),سيدي مخلوف (البياض),SIDI MAKHLOUF,4181,33.45,10.3833,SIDI MAKHLOUF (El Bayaz)_4181
مدنين,HOUMET ESSOUK (Mellita Jerba),حومة السوق (مليتة جربة),HOUMET ESSOUK,4115,33.8814,10.85,HOUMET ESSOUK (Mellita Jerba)_4115
مدنين,HOUMET ESSOUK (Ghizen),حومة السوق (غيزن),HOUMET ESSOUK,4156,33.8814,10.85,HOUMET ESSOUK (Ghizen)_4156
مدنين,MIDOUN (Aghir),ميدون (أغير),MIDOUN,4116,33.8042,10.9725,MIDOUN (Aghir)_4116
مدنين,BENI KHEDACHE (Chouamekh),بني خداش (الشوامخ),BENI KHEDACHE,4159,33.2486,10.2044,BENI KHEDACHE (Chouamekh)_4159
مدنين,BEN GUERDANE (Ben Guerdane),بن قردان (بن قردان),BEN GUERDANE,4160,33.1386,11.2175,BEN GUERDANE (Ben Guerdane)_4160
مدنين,HOUMET ESSOUK (Sarandi),حومة السوق (سراندي),HOUMET ESSOUK,4182,33.8814,10.85,HOUMET ESSOUK (Sarandi)_4182
مدنين,BEN GUERDANE (Ouersnia),بن قردان (ورسنية),BEN GUERDANE,4183,33.1386,11.2175,BEN GUERDANE (Ouersnia)_4183
مدنين,HOUMET ESSOUK (Cite De La Douane),حومة السوق (حي الديوانة),HOUMET ESSOUK,4185,33.8814,10.85,HOUMET ESSOUK (Cite De La Douane)_4185
مدنين,HOUMET ESSOUK (Mezraya),حومة السوق (مزراية),HOUMET ESSOUK,4186,33.8814,10.85,HOUMET ESSOUK (Mezraya)_4186
مدنين,SIDI MAKHLOUF (Jorf),سيدي مخلوف (الجرف),SIDI MAKHLOUF,4117,33.45,10.3833,SIDI MAKHLOUF (Jorf)_4117
مدنين,HOUMET ESSOUK (Sidi Zaied),حومة السوق (سيدي زايد),HOUMET ESSOUK,4190,33.8814,10.85,HOUMET ESSOUK (Sidi Zaied)_4190
مدنين,HOUMET ESSOUK (Jerba Aeroport),حومة السوق (مطار جربة),HOUMET ESSOUK,4120,33.875,10.7756,HOUMET ESSOUK (Jerba Aeroport)_4120
مدنين,SIDI MAKHLOUF (Bedoui),سيدي مخلوف (البدوي),SIDI MAKHLOUF,4191,33.45,10.3833,SIDI MAKHLOUF (Bedoui)_4191
مدنين,MEDENINE NORD (Koutine),مدنين الشمالية (كوتين),MEDENINE NORD,4121,33.3556,10.4925,MEDENINE NORD (Koutine)_4121
مدنين,BENI KHEDACHE (Ksar El Jira),بني خداش (قصر الجيرة),BENI KHEDACHE,4122,33.2486,10.2044,BENI KHEDACHE (Ksar El Jira)_4122
مدنين,HOUMET ESSOUK (Oualegh),حومة السوق (والغ),HOUMET ESSOUK,4123,33.8814,10.85,HOUMET ESSOUK (Oualegh)_4123
مدنين,ZARZIS (El Hichem),جرجيس (الهيشام),ZARZIS,4124,33.5028,11.1122,ZARZIS (El Hichem)_4124
مدنين,BEN GUERDANE (Chehbania),بن قردان (الشحبانية),BEN GUERDANE,4163,33.1386,11.2175,BEN GUERDANE (Chehbania)_4163
مدنين,AJIM (El Groo),أجيم (القرو),AJIM,4125,33.7236,10.7519,AJIM (El Groo)_4125
مدنين,ZARZIS (Gribis),جرجيس (قريبس),ZARZIS,4164,33.5028,11.1122,ZARZIS (Gribis)_4164
مدنين,MIDOUN (Mahboubine),ميدون (المحبوبين),MIDOUN,4165,33.8042,10.9725,MIDOUN (Mahboubine)_4165
مدنين,BEN GUERDANE (Jalel),بن قردان (جلال),BEN GUERDANE,4192,33.1386,11.2175,BEN GUERDANE (Jalel)_4192
مدنين,MIDOUN (Beni Maaguel),ميدون (بني معقل),MIDOUN,4126,33.8042,10.9725,MIDOUN (Beni Maaguel)_4126
مدنين,AJIM (Oued Zbib),أجيم (وادي زبيب),AJIM,4166,33.7236,10.7519,AJIM (Oued Zbib)_4166
مدنين,BEN GUERDANE (Jemila),بن قردان (جميلة),BEN GUERDANE,4193,33.1386,11.2175,BEN GUERDANE (Jemila)_4193
مدنين,MEDENINE SUD (Medenine Perseverance),مدنين الجنوبية (مدنين المثابرة),MEDENINE SUD,4127,33.3556,10.4925,MEDENINE SUD (Medenine Perseverance)_4127
مدنين,ZARZIS (Beni Fetaiel),جرجيس (بني فطايل),ZARZIS,4170,33.5028,11.1122,ZARZIS (Beni Fetaiel)_4170
مدنين,ZARZIS (Hamadi El Guebli),جرجيس (حمادي القبلي),ZARZIS,4194,33.5028,11.1122,ZARZIS (Hamadi El Guebli)_4194
مدنين,MEDENINE NORD (Medenine El Jedida),مدنين الشمالية (مدنين الجديدة),MEDENINE NORD,4130,33.3556,10.4925,MEDENINE NORD (Medenine El Jedida)_4130
مدنين,HOUMET ESSOUK (Guechiine),حومة السوق (قشاعين),HOUMET ESSOUK,4195,33.8814,10.85,HOUMET ESSOUK (Guechiine)_4195
مدنين,MEDENINE SUD (Hassi Amor),مدنين الجنوبية (حسي عمر),MEDENINE SUD,4131,33.3556,10.4925,MEDENINE SUD (Hassi Amor)_4131
مدنين,MIDOUN (Dar Jerba),ميدون (دار جربة),MIDOUN,4199,33.8042,10.9725,MIDOUN (Dar Jerba)_4199
مدنين,BENI KHEDACHE (Halg Jemal),بني خداش (حلق جمل),BENI KHEDACHE,4132,33.2486,10.2044,BENI KHEDACHE (Halg Jemal)_4132
مدنين,MIDOUN (Robbana),ميدون (ربانة),MIDOUN,4133,33.8042,10.9725,MIDOUN (Robbana)_4133
مدنين,ZARZIS (Chammakh),جرجيس (الشماخ),ZARZIS,4134,33.5028,11.1122,ZARZIS (Chammakh)_4134
مدنين,MEDENINE NORD (Cite El Khrachfa),مدنين الشمالية (حي الخراشفة),MEDENINE NORD,4100,33.3556,10.4925,MEDENINE NORD (Cite El Khrachfa)_4100
مدنين,AJIM (Mezrane),أجيم (مزران),AJIM,4135,33.7236,10.7519,AJIM (Mezrane)_4135
مدنين,ZARZIS (Jedaria),جرجيس (الجديرية),ZARZIS,4172,33.5028,11.1122,ZARZIS (Jedaria)_4172
مدنين,ZARZIS (Cite Beni Fetaiel 1),جرجيس (حي بني فطايل 1),ZARZIS,4173,33.5028,11.1122,ZARZIS (Cite Beni Fetaiel 1)_4173
مدنين,HOUMET ESSOUK (Sedghiane),حومة السوق (سدغيان),HOUMET ESSOUK,4136,33.8814,10.85,HOUMET ESSOUK (Sedghiane)_4136
مدنين,ZARZIS (Zarzis Zone Franche),جرجيس (جرجيس المنطقة الحرة),ZARZIS,4137,33.5028,11.1122,ZARZIS (Zarzis Zone Franche)_4137
مدنين,MEDENINE SUD (Bou Ghrara),مدنين الجنوبية (بوغرارة),MEDENINE SUD,4141,33.3556,10.4925,MEDENINE SUD (Bou Ghrara)_4141
مدنين,MEDENINE NORD (Medenine El Maarifa),مدنين الشمالية (مدنين المعرفة),MEDENINE NORD,4142,33.3556,10.4925,MEDENINE NORD (Medenine El Maarifa)_4142
مدنين,MEDENINE SUD (El Maghraouia),مدنين الجنوبية (المغراوية),MEDENINE SUD,4143,33.3556,10.4925,MEDENINE SUD (El Maghraouia)_4143
مدنين,ZARZIS (El Mouensa),جرجيس (المؤانسة),ZARZIS,4144,33.5028,11.1122,ZARZIS (El Mouensa)_4144
مدنين,MIDOUN (Cedouikeche),ميدون (سدويكش),MIDOUN,4145,33.8042,10.9725,MIDOUN (Cedouikeche)_4145
مدنين,ZARZIS (Hassi Jerbi),جرجيس (حسي جربي),ZARZIS,4174,33.5028,11.1122,ZARZIS (Hassi Jerbi)_4174
مدنين,MIDOUN (El May),ميدون (الماي),MIDOUN,4175,33.8042,10.9725,MIDOUN (El May)_4175
مدنين,MIDOUN (Arkou),ميدون (أركو),MIDOUN,4176,33.8042,10.9725,MIDOUN (Arkou)_4176
مدنين,HOUMET ESSOUK (Sidi Mehrez),حومة السوق (سيدي محرز),HOUMET ESSOUK,4179,33.8814,10.85,HOUMET ESSOUK (Sidi Mehrez)_4179
المنستير,MONASTIR (Zone Skanes),المنستير (منطقة سقانص),MONASTIR,5060,35.7644,10.8,MONASTIR (Zone Skanes)_5060
المنستير,SAHLINE (Sahline),الساحلين (الساحلين),SAHLINE,5012,35.7197,10.7594,SAHLINE (Sahline)_5012
المنستير,KSIBET EL MEDIOUNI (Cite Ennadhour 2),قصيبة المديوني (حي الناظور 2),KSIBET EL MEDIOUNI,5031,35.6667,10.8167,KSIBET EL MEDIOUNI (Cite Ennadhour 2)_5031
المنستير,SAHLINE (Cite Nouvelle),الساحلين (الحي الجديد),SAHLINE,5061,35.7197,10.7594,SAHLINE (Cite Nouvelle)_5061
المنستير,JEMMAL (Menzel Kamel),جمال (منزل كامل),JEMMAL,5013,35.6,10.75,JEMMAL (Menzel Kamel)_5013
المنستير,BENI HASSEN (Beni Hassen),بني حسان (بني حسان),BENI HASSEN,5014,35.5167,10.75,BENI HASSEN (Beni Hassen)_5014
المنستير,BENI HASSEN (Amirat Hatem),بني حسان (عميرة حاتم),BENI HASSEN,5062,35.5167,10.75,BENI HASSEN (Amirat Hatem)_5062
